storm.id,storm.name,n.obs,storm.duration,storm.pdi,max.wind,storm.year,basin,sst,sst.norm,sst.class
AL072002,UNNAMED,5,108e3,330107617.0592592,30,2002,NATL,27.559447975997088,0.9974311847800965,low
AL082002,GUSTAV,27,583200,12296324933.888885,85,2002,NATL,27.559447975997088,0.9974311847800965,low
AL092002,HANNA,15,324e3,2560723452.5999994,50,2002,NATL,27.559447975997088,0.9974311847800965,low
AL102002,ISIDORE,53,1144800,44828099752.255554,110,2002,NATL,27.559447975997088,0.9974311847800965,low
AL112002,JOSEPHINE,9,194400,1236249349.8555553,50,2002,NATL,27.559447975997088,0.9974311847800965,low
AL122002,KYLE,88,1900800,26177754594.681477,75,2002,NATL,27.559447975997088,0.9974311847800965,low
AL132002,LILI,52,1123200,41688033755.68518,125,2002,NATL,27.559447975997088,0.9974311847800965,low
AL142002,UNNAMED,10,216e3,760570890.5296295,30,2002,NATL,27.559447975997088,0.9974311847800965,low
AL012003,ANA,39,842400,7119737558.133331,50,2003,NATL,27.965344562859887,1.0121213888032456,high
AL022003,UNNAMED,4,86400,317609110.3999999,30,2003,NATL,27.965344562859887,1.0121213888032456,high
AL032003,BILL,20,432e3,2293475971.974074,50,2003,NATL,27.965344562859887,1.0121213888032456,high
AL042003,CLAUDETTE,43,928800,16047714947.351849,75,2003,NATL,27.965344562859887,1.0121213888032456,high
AL052003,DANNY,44,950400,8738661773.644444,65,2003,NATL,27.965344562859887,1.0121213888032456,high
AL062003,UNNAMED,8,172800,635218220.7999998,30,2003,NATL,27.965344562859887,1.0121213888032456,high
AL072003,UNNAMED,7,151200,260630624.15925923,30,2003,NATL,27.965344562859887,1.0121213888032456,high
AL082003,ERIKA,10,216e3,3242259668.6666665,65,2003,NATL,27.965344562859887,1.0121213888032456,high
AL092003,UNNAMED,4,86400,317609110.3999999,30,2003,NATL,27.965344562859887,1.0121213888032456,high
AL102003,FABIAN,53,1144800,136661612637.43703,125,2003,NATL,27.965344562859887,1.0121213888032456,high
AL112003,GRACE,12,259200,799536823.0555553,35,2003,NATL,27.965344562859887,1.0121213888032456,high
AL122003,HENRI,21,453600,1910433503.1814811,50,2003,NATL,27.965344562859887,1.0121213888032456,high
AL132003,ISABEL,57,1231200,221618373638.06665,145,2003,NATL,27.965344562859887,1.0121213888032456,high
AL142003,UNNAMED,10,216e3,526407692.23703694,30,2003,NATL,27.965344562859887,1.0121213888032456,high
AL152003,JUAN,21,453600,21338994501.862957,90,2003,NATL,27.965344562859887,1.0121213888032456,high
AL162003,KATE,58,1252800,57994173708.37407,110,2003,NATL,27.965344562859887,1.0121213888032456,high
AL172003,LARRY,41,885600,7098416576.1851845,55,2003,NATL,27.965344562859887,1.0121213888032456,high
AL182003,MINDY,14,302400,1544668381.8296292,40,2003,NATL,27.965344562859887,1.0121213888032456,high
AL192003,NICHOLAS,80,1728e3,13258342343.514812,60,2003,NATL,27.965344562859887,1.0121213888032456,high
AL202003,ODETTE,22,475200,5989357911.744444,55,2003,NATL,27.965344562859887,1.0121213888032456,high
AL212003,PETER,15,324e3,3031990674.281481,60,2003,NATL,27.965344562859887,1.0121213888032456,high
AL012004,ALEX,25,54e4,28376388957.299995,105,2004,NATL,27.959626687078313,1.011914447516896,high
AL022004,BONNIE,43,928800,4990212585.277777,55,2004,NATL,27.959626687078313,1.011914447516896,high
AL032004,CHARLEY,25,54e4,27071030217.68148,125,2004,NATL,27.959626687078313,1.011914447516896,high
AL042004,DANIELLE,46,993600,28762739854.32592,95,2004,NATL,27.959626687078313,1.011914447516896,high
AL052004,EARL,9,194400,1231838112.2111108,45,2004,NATL,27.959626687078313,1.011914447516896,high
AL062004,FRANCES,68,1468800,142108755922.05182,125,2004,NATL,27.959626687078313,1.011914447516896,high
AL072004,GASTON,27,583200,6031999875.640739,65,2004,NATL,27.959626687078313,1.011914447516896,high
AL082004,HERMINE,16,345600,2159668430.0925922,50,2004,NATL,27.959626687078313,1.011914447516896,high
AL092004,IVAN,87,1879200,254456361869.58514,145,2004,NATL,27.959626687078313,1.011914447516896,high
AL102004,UNNAMED,13,280800,742190733.6777776,30,2004,NATL,27.959626687078313,1.011914447516896,high
AL112004,JEANNE,64,1382400,54905572150.98888,105,2004,NATL,27.959626687078313,1.011914447516896,high
AL122004,KARL,48,1036800,89260658529.05925,125,2004,NATL,27.959626687078313,1.011914447516896,high
AL132004,LISA,55,1188e3,19879977650.96296,65,2004,NATL,27.959626687078313,1.011914447516896,high
AL142004,MATTHEW,12,259200,1405346792.8925922,40,2004,NATL,27.959626687078313,1.011914447516896,high
AL152004,NICOLE,8,172800,1665242210.7777774,45,2004,NATL,27.959626687078313,1.011914447516896,high
AL162004,OTTO,39,842400,4789501272.455554,45,2004,NATL,27.959626687078313,1.011914447516896,high
AL012005,ARLENE,23,496800,4257579533.1629624,60,2005,NATL,28.160554487027778,1.019186423854499,high
AL022005,BRET,6,129600,549566689.8703701,35,2005,NATL,28.160554487027778,1.019186423854499,high
AL032005,CINDY,31,669600,3696617146.044444,65,2005,NATL,28.160554487027778,1.019186423854499,high
AL042005,DENNIS,55,1188e3,57464825191.04073,130,2005,NATL,28.160554487027778,1.019186423854499,high
AL052005,EMILY,43,928800,105479308935.13333,140,2005,NATL,28.160554487027778,1.019186423854499,high
AL062005,FRANKLIN,38,820800,10623363057.233332,60,2005,NATL,28.160554487027778,1.019186423854499,high
AL072005,GERT,9,194400,840708374.4037035,40,2005,NATL,28.160554487027778,1.019186423854499,high
AL082005,HARVEY,46,993600,11919531718.425924,55,2005,NATL,28.160554487027778,1.019186423854499,high
AL092005,IRENE,56,1209600,27404078659.837032,90,2005,NATL,28.160554487027778,1.019186423854499,high
AL102005,TEN,21,453600,1031862005.6629629,30,2005,NATL,28.160554487027778,1.019186423854499,high
AL112005,JOSE,5,108e3,645511108.6370368,45,2005,NATL,28.160554487027778,1.019186423854499,high
AL122005,KATRINA,31,669600,65371233462.43332,150,2005,NATL,28.160554487027778,1.019186423854499,high
AL132005,LEE,26,561600,1432549425.033333,35,2005,NATL,28.160554487027778,1.019186423854499,high
AL142005,MARIA,51,1101600,38950493194.170364,100,2005,NATL,28.160554487027778,1.019186423854499,high
AL152005,NATE,29,626400,15456241499.859255,80,2005,NATL,28.160554487027778,1.019186423854499,high
AL162005,OPHELIA,68,1468800,33057447304.329624,75,2005,NATL,28.160554487027778,1.019186423854499,high
AL172005,PHILIPPE,28,604800,10043652910.125925,70,2005,NATL,28.160554487027778,1.019186423854499,high
AL182005,RITA,34,734400,87021955424.50368,155,2005,NATL,28.160554487027778,1.019186423854499,high
AL192005,NINETEEN,9,194400,614264841.9888887,30,2005,NATL,28.160554487027778,1.019186423854499,high
AL202005,STAN,16,345600,4105391834.429629,70,2005,NATL,28.160554487027778,1.019186423854499,high
AL212005,UNNAMED,7,151200,1197283417.3296294,45,2005,NATL,28.160554487027778,1.019186423854499,high
AL222005,TAMMY,8,172800,1035170433.896296,45,2005,NATL,28.160554487027778,1.019186423854499,high
AL232005,TWENTY-TWO,27,583200,2798195079.125925,40,2005,NATL,28.160554487027778,1.019186423854499,high
AL242005,VINCE,14,302400,4291766624.907407,65,2005,NATL,28.160554487027778,1.019186423854499,high
AL252005,WILMA,45,972e3,136618235467.26665,160,2005,NATL,28.160554487027778,1.019186423854499,high
AL262005,ALPHA,10,216e3,1264554791.407407,45,2005,NATL,28.160554487027778,1.019186423854499,high
AL272005,BETA,18,388800,14257487669.98148,100,2005,NATL,28.160554487027778,1.019186423854499,high
AL282005,GAMMA,33,712800,3129773108.7333326,45,2005,NATL,28.160554487027778,1.019186423854499,high
AL292005,DELTA,42,907200,13425601770.866665,60,2005,NATL,28.160554487027778,1.019186423854499,high
AL302005,EPSILON,43,928800,24830121494.3037,75,2005,NATL,28.160554487027778,1.019186423854499,high
AL312005,ZETA,36,777600,9448503431.262962,55,2005,NATL,28.160554487027778,1.019186423854499,high
AL012006,ALBERTO,37,799200,8409289362.859258,60,2006,NATL,27.98894616820187,1.0129755777985938,high
AL022006,UNNAMED,13,280800,1351309131.7481477,45,2006,NATL,27.98894616820187,1.0129755777985938,high
AL032006,BERYL,17,367200,3566118032.3962955,50,2006,NATL,27.98894616820187,1.0129755777985938,high
AL042006,CHRIS,23,496800,3627140153.144444,55,2006,NATL,27.98894616820187,1.0129755777985938,high
AL052006,DEBBY,26,561600,3696617146.0444436,45,2006,NATL,27.98894616820187,1.0129755777985938,high
AL062006,ERNESTO,43,928800,9613557239.792591,65,2006,NATL,27.98894616820187,1.0129755777985938,high
AL072006,FLORENCE,62,1339200,28612390171.27777,80,2006,NATL,27.98894616820187,1.0129755777985938,high
AL082006,GORDON,57,1231200,59260934118.60369,105,2006,NATL,27.98894616820187,1.0129755777985938,high
AL092006,HELENE,62,1339200,64527216659.79628,105,2006,NATL,27.98894616820187,1.0129755777985938,high
AL102006,ISAAC,24,518400,12881916731.188887,75,2006,NATL,27.98894616820187,1.0129755777985938,high
AL012007,ANDREA,31,669600,7025631155.051851,65,2007,NATL,27.671286570071427,1.0014788457306665,high
AL022007,BARRY,23,496800,3112863364.429629,50,2007,NATL,27.671286570071427,1.0014788457306665,high
AL032007,CHANTAL,23,496800,8811079591.64074,60,2007,NATL,27.671286570071427,1.0014788457306665,high
AL042007,DEAN,40,864e3,122404124967.45554,150,2007,NATL,27.671286570071427,1.0014788457306665,high
AL052007,ERIN,20,432e3,1471147754.422222,50,2007,NATL,27.671286570071427,1.0014788457306665,high
AL062007,FELIX,26,561600,65190372719.01109,150,2007,NATL,27.671286570071427,1.0014788457306665,high
AL072007,GABRIELLE,14,302400,2305606875.496296,50,2007,NATL,27.671286570071427,1.0014788457306665,high
AL082007,INGRID,26,561600,2320678604.1148143,40,2007,NATL,27.671286570071427,1.0014788457306665,high
AL092007,HUMBERTO,10,216e3,3461718741.4777775,80,2007,NATL,27.671286570071427,1.0014788457306665,high
AL102007,TEN,4,86400,228281548.09999996,30,2007,NATL,27.671286570071427,1.0014788457306665,high
AL112007,JERRY,8,172800,915331811.2222219,35,2007,NATL,27.671286570071427,1.0014788457306665,high
AL122007,KAREN,19,410400,5702995067.992592,65,2007,NATL,27.671286570071427,1.0014788457306665,high
AL132007,LORENZO,13,280800,3277917172.9592586,70,2007,NATL,27.671286570071427,1.0014788457306665,high
AL142007,MELISSA,31,669600,1822576353.4296293,35,2007,NATL,27.671286570071427,1.0014788457306665,high
AL152007,FIFTEEN,26,561600,2526536360.855555,45,2007,NATL,27.671286570071427,1.0014788457306665,high
AL162007,NOEL,53,1144800,19840644115.299995,75,2007,NATL,27.671286570071427,1.0014788457306665,high
AL172007,OLGA,24,518400,3041548355.844444,50,2007,NATL,27.671286570071427,1.0014788457306665,high
AL012008,ARTHUR,9,194400,1023407133.5111108,40,2008,NATL,27.875994694887936,1.0088876395369748,high
AL022008,BERTHA,73,1576800,61007416622.66666,105,2008,NATL,27.875994694887936,1.0088876395369748,high
AL032008,CRISTOBAL,18,388800,5463685425.781481,55,2008,NATL,27.875994694887936,1.0088876395369748,high
AL042008,DOLLY,27,583200,9964250632.525925,85,2008,NATL,27.875994694887936,1.0088876395369748,high
AL052008,EDOUARD,14,302400,2664755140.381481,55,2008,NATL,27.875994694887936,1.0088876395369748,high
AL062008,FAY,52,1123200,11093527469.503702,60,2008,NATL,27.875994694887936,1.0088876395369748,high
AL072008,GUSTAV,47,1015200,47374854285.64814,125,2008,NATL,27.875994694887936,1.0088876395369748,high
AL082008,HANNA,47,1015200,18018802968.14444,75,2008,NATL,27.875994694887936,1.0088876395369748,high
AL092008,IKE,58,1252800,112198359073.89627,125,2008,NATL,27.875994694887936,1.0088876395369748,high
AL102008,JOSEPHINE,33,712800,5209671658.088888,55,2008,NATL,27.875994694887936,1.0088876395369748,high
AL112008,KYLE,23,496800,11043165839.729628,75,2008,NATL,27.875994694887936,1.0088876395369748,high
AL122008,LAURA,34,734400,13870769169.818516,70,2008,NATL,27.875994694887936,1.0088876395369748,high
AL132008,MARCO,8,172800,2228410216.7185183,55,2008,NATL,27.875994694887936,1.0088876395369748,high
AL142008,NANA,14,302400,1108691061.3037033,35,2008,NATL,27.875994694887936,1.0088876395369748,high
AL152008,OMAR,32,691200,21747401587.111107,115,2008,NATL,27.875994694887936,1.0088876395369748,high
AL162008,SIXTEEN,7,151200,321652744.9074074,25,2008,NATL,27.875994694887936,1.0088876395369748,high
AL172008,PALOMA,35,756e3,26906711615.425926,125,2008,NATL,27.875994694887936,1.0088876395369748,high
AL012009,ONE,15,324e3,823063423.8259258,30,2009,NATL,27.891355175275816,1.0094435658445489,high
AL022009,ANA,26,561600,1956383895.3111105,35,2009,NATL,27.891355175275816,1.0094435658445489,high
AL032009,BILL,44,950400,78261237462.63702,115,2009,NATL,27.891355175275816,1.0094435658445489,high
AL042009,CLAUDETTE,7,151200,1098765776.6037035,50,2009,NATL,27.891355175275816,1.0094435658445489,high
AL052009,DANNY,11,237600,2519551901.2518516,50,2009,NATL,27.891355175275816,1.0094435658445489,high
AL062009,ERIKA,11,237600,1729940362.8962958,45,2009,NATL,27.891355175275816,1.0094435658445489,high
AL072009,FRED,48,1036800,25352117948.896294,105,2009,NATL,27.891355175275816,1.0094435658445489,high
AL082009,EIGHT,7,151200,433036495.42962956,30,2009,NATL,27.891355175275816,1.0094435658445489,high
AL092009,GRACE,37,799200,8233207460.218517,55,2009,NATL,27.891355175275816,1.0094435658445489,high
AL102009,HENRI,23,496800,1982116114.9037032,45,2009,NATL,27.891355175275816,1.0094435658445489,high
AL112009,IDA,29,626400,17360058146.57407,90,2009,NATL,27.891355175275816,1.0094435658445489,high
AL012010,ALEX,30,648e3,14825066913.566664,90,2010,NATL,28.28497099943775,1.0236893046628288,high
AL022010,TWO,12,259200,595517081.9999999,30,2010,NATL,28.28497099943775,1.0236893046628288,high
AL032010,BONNIE,15,324e3,1134055677.759259,40,2010,NATL,28.28497099943775,1.0236893046628288,high
AL042010,COLIN,24,518400,3673090545.274073,50,2010,NATL,28.28497099943775,1.0236893046628288,high
AL052010,FIVE,32,691200,1184049704.396296,30,2010,NATL,28.28497099943775,1.0236893046628288,high
AL062010,DANIELLE,51,1101600,56560889077.06666,115,2010,NATL,28.28497099943775,1.0236893046628288,high
AL072010,EARL,53,1144800,81066417001.36665,125,2010,NATL,28.28497099943775,1.0236893046628288,high
AL082010,FIONA,24,518400,4487331493.8111105,55,2010,NATL,28.28497099943775,1.0236893046628288,high
AL092010,GASTON,30,648e3,1940209357.281481,35,2010,NATL,28.28497099943775,1.0236893046628288,high
AL102010,HERMINE,22,475200,2768051621.8888884,55,2010,NATL,28.28497099943775,1.0236893046628288,high
AL112010,IGOR,60,1296e3,137296095651.96295,135,2010,NATL,28.28497099943775,1.0236893046628288,high
AL122010,JULIA,51,1101600,39997794531.58888,120,2010,NATL,28.28497099943775,1.0236893046628288,high
AL132010,KARL,19,410400,14798967090.837034,110,2010,NATL,28.28497099943775,1.0236893046628288,high
AL142010,LISA,37,799200,7466754919.496294,75,2010,NATL,28.28497099943775,1.0236893046628288,high
AL152010,MATTHEW,14,302400,2310753319.4148145,50,2010,NATL,28.28497099943775,1.0236893046628288,high
AL162010,NICOLE,11,237600,1632893134.718518,40,2010,NATL,28.28497099943775,1.0236893046628288,high
AL172010,OTTO,47,1015200,14494591693.370367,75,2010,NATL,28.28497099943775,1.0236893046628288,high
AL182010,PAULA,20,432e3,16694328865.399996,90,2010,NATL,28.28497099943775,1.0236893046628288,high
AL192010,RICHARD,28,604800,9873452657.677776,85,2010,NATL,28.28497099943775,1.0236893046628288,high
AL202010,SHARY,9,194400,4162737923.8074074,65,2010,NATL,28.28497099943775,1.0236893046628288,high
AL212010,TOMAS,51,1101600,25773758747.077774,85,2010,NATL,28.28497099943775,1.0236893046628288,high
AL012011,ARLENE,12,259200,2832749774.007407,55,2011,NATL,27.906829222854302,1.0100036023744168,high
AL022011,BRET,29,626400,5189085882.414814,60,2011,NATL,27.906829222854302,1.0100036023744168,high
AL032011,CINDY,13,280800,3781165867.5629625,60,2011,NATL,27.906829222854302,1.0100036023744168,high
AL042011,DON,13,280800,2157462811.27037,45,2011,NATL,27.906829222854302,1.0100036023744168,high
AL052011,EMILY,24,518400,3520167640.266666,45,2011,NATL,27.906829222854302,1.0100036023744168,high
AL062011,FRANKLIN,15,324e3,1381452588.985185,40,2011,NATL,27.906829222854302,1.0100036023744168,high
AL072011,GERT,19,410400,3589277030.029629,55,2011,NATL,27.906829222854302,1.0100036023744168,high
AL082011,HARVEY,15,324e3,2525433551.444444,55,2011,NATL,27.906829222854302,1.0100036023744168,high
AL092011,IRENE,37,799200,46211390356.92592,105,2011,NATL,27.906829222854302,1.0100036023744168,high
AL102011,TEN,9,194400,681168612.9296294,30,2011,NATL,27.906829222854302,1.0100036023744168,high
AL112011,JOSE,13,280800,1654214116.6666663,40,2011,NATL,27.906829222854302,1.0100036023744168,high
AL122011,KATIA,64,1382400,74877450586.21109,120,2011,NATL,27.906829222854302,1.0100036023744168,high
AL132011,LEE,20,432e3,2944868730.803703,50,2011,NATL,27.906829222854302,1.0100036023744168,high
AL142011,MARIA,41,885600,15405512266.948145,70,2011,NATL,27.906829222854302,1.0100036023744168,high
AL152011,NATE,22,475200,7027469170.737037,65,2011,NATL,27.906829222854302,1.0100036023744168,high
AL162011,OPHELIA,58,1252800,48671390549.977776,120,2011,NATL,27.906829222854302,1.0100036023744168,high
AL172011,PHILIPPE,65,1404e3,28417560508.648144,80,2011,NATL,27.906829222854302,1.0100036023744168,high
AL182011,RINA,30,648e3,24652569179.11481,100,2011,NATL,27.906829222854302,1.0100036023744168,high
AL192011,SEAN,28,604800,8205637224.94074,55,2011,NATL,27.906829222854302,1.0100036023744168,high
AL202011,UNNAMED,14,302400,1477764610.8888884,40,2011,NATL,27.906829222854302,1.0100036023744168,high
AL012012,ALBERTO,20,432e3,2692692978.7962956,50,2012,NATL,27.974855841572282,1.0124656208794156,high
AL022012,BERYL,31,669600,5583891651.592591,60,2012,NATL,27.974855841572282,1.0124656208794156,high
AL032012,CHRIS,31,669600,8565153092.96296,75,2012,NATL,27.974855841572282,1.0124656208794156,high
AL042012,DEBBY,17,367200,3949160501.1888885,55,2012,NATL,27.974855841572282,1.0124656208794156,high
AL052012,ERNESTO,36,777600,14512604247.085182,80,2012,NATL,27.974855841572282,1.0124656208794156,high
AL062012,FLORENCE,21,453600,2777609303.4518514,50,2012,NATL,27.974855841572282,1.0124656208794156,high
AL072012,HELENE,38,820800,2871715706.533333,40,2012,NATL,27.974855841572282,1.0124656208794156,high
AL082012,GORDON,25,54e4,19650960896.588886,95,2012,NATL,27.974855841572282,1.0124656208794156,high
AL092012,ISAAC,48,1036800,17372924256.37037,70,2012,NATL,27.974855841572282,1.0124656208794156,high
AL102012,JOYCE,12,259200,945842871.5962961,35,2012,NATL,27.974855841572282,1.0124656208794156,high
AL112012,KIRK,22,475200,15897365264.303701,90,2012,NATL,27.974855841572282,1.0124656208794156,high
AL122012,LESLIE,59,1274400,30775367029.603703,70,2012,NATL,27.974855841572282,1.0124656208794156,high
AL132012,MICHAEL,42,907200,40553242871.65184,100,2012,NATL,27.974855841572282,1.0124656208794156,high
AL142012,NADINE,96,2073600,47943536338.64444,80,2012,NATL,27.974855841572282,1.0124656208794156,high
AL152012,OSCAR,13,280800,2172534539.8888884,45,2012,NATL,27.974855841572282,1.0124656208794156,high
AL162012,PATTY,11,237600,1399832745.8370366,40,2012,NATL,27.974855841572282,1.0124656208794156,high
AL172012,RAFAEL,56,1209600,24158142959.799995,80,2012,NATL,27.974855841572282,1.0124656208794156,high
AL182012,SANDY,40,864e3,32355325312.588882,100,2012,NATL,27.974855841572282,1.0124656208794156,high
AL192012,TONY,20,432e3,2504112569.4962955,45,2012,NATL,27.974855841572282,1.0124656208794156,high
AL012013,ANDREA,13,280800,3166165819.2999997,55,2013,NATL,27.887644722547787,1.0093092771873953,high
AL022013,BARRY,21,453600,1836912875.7740736,40,2013,NATL,27.887644722547787,1.0093092771873953,high
AL032013,CHANTAL,13,280800,3318721121.17037,55,2013,NATL,27.887644722547787,1.0093092771873953,high
AL042013,DORIAN,51,1101600,5611829490.007406,50,2013,NATL,27.887644722547787,1.0093092771873953,high
AL052013,ERIN,20,432e3,2060415583.092592,40,2013,NATL,27.887644722547787,1.0093092771873953,high
AL062013,FERNAND,6,129600,1108323458.1666665,50,2013,NATL,27.887644722547787,1.0093092771873953,high
AL072013,GABRIELLE,36,777600,3823807831.4592586,55,2013,NATL,27.887644722547787,1.0093092771873953,high
AL082013,EIGHT,4,86400,250705339.4592592,30,2013,NATL,27.887644722547787,1.0093092771873953,high
AL092013,HUMBERTO,46,993600,17064872827.533329,80,2013,NATL,27.887644722547787,1.0093092771873953,high
AL102013,INGRID,21,453600,9465045572.429628,75,2013,NATL,27.887644722547787,1.0093092771873953,high
AL112013,JERRY,33,712800,4317498844.499999,45,2013,NATL,27.887644722547787,1.0093092771873953,high
AL122013,KAREN,13,280800,3234172399.6518517,55,2013,NATL,27.887644722547787,1.0093092771873953,high
AL132013,LORENZO,21,453600,2513670251.0592585,45,2013,NATL,27.887644722547787,1.0093092771873953,high
AL142013,MELISSA,26,561600,7501677217.514814,55,2013,NATL,27.887644722547787,1.0093092771873953,high
AL152013,UNNAMED,16,345600,4157959083.025925,55,2013,NATL,27.887644722547787,1.0093092771873953,high
AL012014,ARTHUR,45,972e3,18507347537.266663,85,2014,NATL,27.81893762890922,1.0068226309428698,high
AL022014,TWO,17,367200,947680887.2814813,30,2014,NATL,27.81893762890922,1.0068226309428698,high
AL032014,BERTHA,46,993600,11769549638.514812,70,2014,NATL,27.81893762890922,1.0068226309428698,high
AL042014,CRISTOBAL,39,842400,23671804009.499996,75,2014,NATL,27.81893762890922,1.0068226309428698,high
AL052014,DOLLY,11,237600,1289551804.7259257,45,2014,NATL,27.81893762890922,1.0068226309428698,high
AL062014,EDOUARD,47,1015200,37632268344.75555,105,2014,NATL,27.81893762890922,1.0068226309428698,high
AL072014,FAY,13,280800,6148162466.944443,70,2014,NATL,27.81893762890922,1.0068226309428698,high
AL082014,GONZALO,35,756e3,80546258562.45924,125,2014,NATL,27.81893762890922,1.0068226309428698,high
AL092014,HANNA,36,777600,1799049752.6592588,35,2014,NATL,27.81893762890922,1.0068226309428698,high
AL012015,ANA,27,583200,4119728356.774073,50,2015,NATL,27.99822065781574,1.0133112400067719,high
AL022015,BILL,21,453600,1906022265.5370367,50,2015,NATL,27.99822065781574,1.0133112400067719,high
AL032015,CLAUDETTE,15,324e3,2042403029.3777773,45,2015,NATL,27.99822065781574,1.0133112400067719,high
AL042015,DANNY,31,669600,24696313952.42222,110,2015,NATL,27.99822065781574,1.0133112400067719,high
AL052015,ERIKA,16,345600,3303649392.5518513,45,2015,NATL,27.99822065781574,1.0133112400067719,high
AL062015,FRED,31,669600,9532684549.644442,75,2015,NATL,27.99822065781574,1.0133112400067719,high
AL072015,GRACE,17,367200,2758493940.3259254,50,2015,NATL,27.99822065781574,1.0133112400067719,high
AL082015,HENRI,13,280800,2146067114.0222216,45,2015,NATL,27.99822065781574,1.0133112400067719,high
AL092015,NINE,19,410400,850266055.9666666,30,2015,NATL,27.99822065781574,1.0133112400067719,high
AL102015,IDA,51,1101600,5423616683.844443,45,2015,NATL,27.99822065781574,1.0133112400067719,high
AL112015,JOAQUIN,74,1598400,91752640195.03331,135,2015,NATL,27.99822065781574,1.0133112400067719,high
AL122015,KATE,20,432e3,10230395303.74074,75,2015,NATL,27.99822065781574,1.0133112400067719,high
AL012016,ALEX,41,885600,21662117659.318516,75,2016,NATL,28.036717139083887,1.0147045041590363,high
AL022016,BONNIE,55,1188e3,3682280623.6999993,40,2016,NATL,28.036717139083887,1.0147045041590363,high
AL032016,COLIN,14,302400,3598099505.318518,50,2016,NATL,28.036717139083887,1.0147045041590363,high
AL042016,DANIELLE,11,237600,919375445.7296294,40,2016,NATL,28.036717139083887,1.0147045041590363,high
AL052016,EARL,18,388800,7628132696.655554,75,2016,NATL,28.036717139083887,1.0147045041590363,high
AL062016,FIONA,31,669600,4264563992.7666655,45,2016,NATL,28.036717139083887,1.0147045041590363,high
AL072016,GASTON,53,1144800,60356391466.97407,105,2016,NATL,28.036717139083887,1.0147045041590363,high
AL082016,EIGHT,21,453600,1444312725.418518,30,2016,NATL,28.036717139083887,1.0147045041590363,high
AL092016,HERMINE,45,972e3,15030189464.03333,70,2016,NATL,28.036717139083887,1.0147045041590363,high
AL102016,IAN,21,453600,5601904205.307406,55,2016,NATL,28.036717139083887,1.0147045041590363,high
AL112016,JULIA,33,712800,3984450402.3444433,45,2016,NATL,28.036717139083887,1.0147045041590363,high
AL122016,KARL,54,1166400,10872230381.007406,60,2016,NATL,28.036717139083887,1.0147045041590363,high
AL132016,LISA,30,648e3,4626653082.748147,45,2016,NATL,28.036717139083887,1.0147045041590363,high
AL142016,MATTHEW,47,1015200,176267909828.08148,145,2016,NATL,28.036717139083887,1.0147045041590363,high
AL152016,NICOLE,62,1339200,60328453628.55925,120,2016,NATL,28.036717139083887,1.0147045041590363,high
AL162016,OTTO,36,777600,17968073735.23333,100,2016,NATL,28.036717139083887,1.0147045041590363,high
CP011967,SARAH,53,1144800,97998952699.56665,130,1967,EPAC,27.75813791038346,0.9892765226789563,low
CP011970,DOT,14,302400,5759605951.096294,70,1970,EPAC,27.735051199177466,0.9884537318471038,low
CP011972,JUNE,17,367200,2264802927.285185,50,1972,EPAC,28.230301873237256,1.006104046370003,high
CP011974,OLIVE,18,388800,1488057498.7259257,40,1974,EPAC,27.589341397993177,0.983260757955944,low
CP011975,UNNAMED,21,453600,5748945460.122222,65,1975,EPAC,27.203695520925407,0.9695166655574273,low
CP011976,KATE,42,907200,26818486862.53703,80,1976,EPAC,28.024131602266408,0.9987563125485089,low
CP011978,SUSAN,25,54e4,32310477729.870365,115,1978,EPAC,27.803975766592654,0.9909101450474339,low
CP011982,AKONI,14,302400,2065929630.1481476,45,1982,EPAC,28.11022330142576,1.0018245477828338,high
CP011984,KELI,22,475200,21588597031.911106,100,1984,EPAC,27.740291252043416,0.9886404828926753,low
CP011985,NELE,27,583200,24479795704.707397,80,1985,EPAC,27.78692408280941,0.9903024374809765,low
CP011987,OKA,16,345600,3330852024.692592,50,1987,EPAC,28.47487912885754,1.0148205725918822,high
CP011988,ULEKI,63,1360800,100401606803.24072,110,1988,EPAC,27.52822017159195,0.981082449219555,low
CP011990,AKA,32,691200,6412101519.337036,55,1990,EPAC,28.411626754537988,1.0125663115488666,high
CP011992,EKEKA,54,1166400,33230220778.73703,100,1992,EPAC,28.297883987426758,1.0085126156744906,high
CP011993,KEONI,83,1792800,97642377656.64072,115,1993,EPAC,28.240497085125778,1.0064673950858865,high
CP011994,UNNAMED,21,453600,1433284631.3074071,30,1994,EPAC,28.348828755213976,1.0103282440458148,high
CP011996,UNNAMED,20,432e3,1420786124.6481478,30,1996,EPAC,28.018909272428267,0.9985701931366364,low
CP011997,UNNAMED,6,129600,275702352.7777778,25,1997,EPAC,28.82851453349538,1.0274238388673704,high
CP011998,UNNAMED,13,280800,731162639.5666666,30,1998,EPAC,28.257952934692085,1.0070895067785048,high
CP012000,UPANA,18,388800,1894994171.4259255,40,2000,EPAC,27.900521896065296,0.99435096732273065,low
CP012001,UNNAMED,7,151200,355104630.37777776,30,2001,EPAC,28.129445983255575,1.0025096278807337,high
CP012002,ALIKA,27,583200,4038488063.4888883,55,2002,EPAC,28.284600521932262,1.0080392042159863,high
CP012003,UNNAMED,25,54e4,1282567345.1222222,30,2003,EPAC,28.254793315618286,1.0069769006310605,high
CP012004,UNNAMED,9,194400,279010781.0111111,25,2004,EPAC,28.33148153727362,1.0097100038923295,high
