storm.id,storm.name,n.obs,storm.duration,storm.pdi,max.wind,storm.year,basin,sst,sst.norm,sst.class
AL071982,UNNAMED,15,324e3,945475268.459259,30,1982,NATL,27.305510971272945,0.9882406999887426,low
AL081982,ERNESTO,11,237600,2868407278.2999997,60,1982,NATL,27.305510971272945,0.9882406999887426,low
AL011983,UNNAMED,22,475200,1445415534.8296292,30,1983,NATL,27.653298357330275,1.0008278165677418,high
AL021983,UNNAMED,25,54e4,1572238617.107407,30,1983,NATL,27.653298357330275,1.0008278165677418,high
AL031983,ALICIA,24,518400,14823228897.88148,100,1983,NATL,27.653298357330275,1.0008278165677418,high
AL041983,BARRY,24,518400,5811805596.555554,70,1983,NATL,27.653298357330275,1.0008278165677418,high
AL051983,CHANTAL,20,432e3,7268984431.7703705,65,1983,NATL,27.653298357330275,1.0008278165677418,high
AL061983,DEAN,17,367200,5291279554.511111,55,1983,NATL,27.653298357330275,1.0008278165677418,high
AL031984,UNNAMED,11,237600,650289949.4185184,30,1984,NATL,27.06616957558193,0.979578459290782,low
AL041984,UNNAMED,10,216e3,548463880.4592592,30,1984,NATL,27.06616957558193,0.979578459290782,low
AL051984,UNNAMED,14,302400,2309282906.8666663,50,1984,NATL,27.06616957558193,0.979578459290782,low
AL061984,ARTHUR,33,712800,2884581816.329629,45,1984,NATL,27.06616957558193,0.979578459290782,low
AL071984,BERTHA,22,475200,1397627127.0148144,35,1984,NATL,27.06616957558193,0.979578459290782,low
AL081984,CESAR,12,259200,2401551294.2629623,50,1984,NATL,27.06616957558193,0.979578459290782,low
AL101984,DIANA,32,691200,36353009427.86666,115,1984,NATL,27.06616957558193,0.979578459290782,low
AL111984,EDOUARD,7,151200,1242866206.322222,55,1984,NATL,27.06616957558193,0.979578459290782,low
AL121984,FRAN,21,453600,5226949005.52963,55,1984,NATL,27.06616957558193,0.979578459290782,low
AL131984,GUSTAV,11,237600,1439166281.4999998,45,1984,NATL,27.06616957558193,0.979578459290782,low
AL141984,HORTENSE,40,864e3,10649462879.962961,65,1984,NATL,27.06616957558193,0.979578459290782,low
AL151984,ISIDORE,25,54e4,5325834249.3925915,50,1984,NATL,27.06616957558193,0.979578459290782,low
AL161984,JOSEPHINE,56,1209600,43356951997.83333,90,1984,NATL,27.06616957558193,0.979578459290782,low
AL181984,KLAUS,33,712800,27196015284.274067,80,1984,NATL,27.06616957558193,0.979578459290782,low
AL191984,UNNAMED,20,432e3,1342486656.459259,30,1984,NATL,27.06616957558193,0.979578459290782,low
AL201984,LILI,49,1058400,28852067416.62592,70,1984,NATL,27.06616957558193,0.979578459290782,low
AL011985,ANA,16,345600,4099142581.0999994,60,1985,NATL,27.32673762005577,0.989008934587012,low
AL021985,BOB,20,432e3,4848317774.381481,65,1985,NATL,27.32673762005577,0.989008934587012,low
AL031985,CLAUDETTE,30,648e3,12960951405.65185,75,1985,NATL,27.32673762005577,0.989008934587012,low
AL041985,DANNY,36,777600,8089107030.499998,80,1985,NATL,27.32673762005577,0.989008934587012,low
AL051985,ELENA,32,691200,42997803732.94814,110,1985,NATL,27.32673762005577,0.989008934587012,low
AL061985,UNNAMED,21,453600,1354985163.118518,30,1985,NATL,27.32673762005577,0.989008934587012,low
AL071985,UNNAMED,10,216e3,671243328.2296295,30,1985,NATL,27.32673762005577,0.989008934587012,low
AL081985,FABIAN,16,345600,5478021948.125926,55,1985,NATL,27.32673762005577,0.989008934587012,low
AL091985,GLORIA,63,1360800,61558453725.085175,125,1985,NATL,27.32673762005577,0.989008934587012,low
AL101985,HENRI,14,302400,1750158535.433333,50,1985,NATL,27.32673762005577,0.989008934587012,low
AL111985,ISABEL,35,756e3,6894396835.129628,60,1985,NATL,27.32673762005577,0.989008934587012,low
AL121985,JUAN,28,604800,14868811686.874071,75,1985,NATL,27.32673762005577,0.989008934587012,low
AL131985,KATE,33,712800,47827006144.2037,105,1985,NATL,27.32673762005577,0.989008934587012,low
AL141985,UNNAMED,10,216e3,492588203.62962955,30,1985,NATL,27.32673762005577,0.989008934587012,low
AL011986,ANDREW,16,345600,3090071969.9333324,45,1986,NATL,27.217902075439646,0.9850699599636017,low
AL021986,BONNIE,20,432e3,5709244321.322221,75,1986,NATL,27.217902075439646,0.9850699599636017,low
AL031986,UNNAMED,21,453600,964223028.448148,30,1986,NATL,27.217902075439646,0.9850699599636017,low
AL051986,CHARLEY,67,1447200,16352457947.955553,70,1986,NATL,27.217902075439646,0.9850699599636017,low
AL061986,UNNAMED,21,453600,1288081392.1777775,30,1986,NATL,27.217902075439646,0.9850699599636017,low
AL081986,DANIELLE,14,302400,2522125123.2111106,50,1986,NATL,27.217902075439646,0.9850699599636017,low
AL091986,EARL,38,820800,49985571764.88518,90,1986,NATL,27.217902075439646,0.9850699599636017,low
AL101986,FRANCES,13,280800,7192522979.266665,75,1986,NATL,27.217902075439646,0.9850699599636017,low
AL011987,UNNAMED,31,669600,2168858508.518518,30,1987,NATL,27.9856107924385,1.0128548639220951,high
AL021987,ARLENE,81,1749600,21912822998.777775,65,1987,NATL,27.9856107924385,1.0128548639220951,high
AL031987,UNNAMED,32,691200,1393215889.3703701,40,1987,NATL,27.9856107924385,1.0128548639220951,high
AL041987,UNNAMED,11,237600,569417259.2703702,30,1987,NATL,27.9856107924385,1.0128548639220951,high
AL051987,BRET,26,561600,3284901632.562962,45,1987,NATL,27.9856107924385,1.0128548639220951,high
AL061987,UNNAMED,14,302400,921948667.6888887,30,1987,NATL,27.9856107924385,1.0128548639220951,high
AL071987,CINDY,22,475200,2916930892.388888,45,1987,NATL,27.9856107924385,1.0128548639220951,high
AL101987,DENNIS,49,1058400,5630944853.133331,45,1987,NATL,27.9856107924385,1.0128548639220951,high
AL111987,UNNAMED,17,367200,912023382.9888887,30,1987,NATL,27.9856107924385,1.0128548639220951,high
AL121987,EMILY,28,604800,23425509907.68518,110,1987,NATL,27.9856107924385,1.0128548639220951,high
AL131987,FLOYD,20,432e3,5914366871.788888,65,1987,NATL,27.9856107924385,1.0128548639220951,high
AL141987,UNNAMED,17,367200,903568510.8370368,30,1987,NATL,27.9856107924385,1.0128548639220951,high
AL011988,ALBERTO,13,280800,917537430.0444442,35,1988,NATL,27.536121007898352,0.9965869354523047,low
AL021988,BERYL,12,259200,1660095766.859259,45,1988,NATL,27.536121007898352,0.9965869354523047,low
AL031988,CHRIS,38,820800,2847821502.625925,45,1988,NATL,27.536121007898352,0.9965869354523047,low
AL041988,DEBBY,33,712800,4273018864.918518,65,1988,NATL,27.536121007898352,0.9965869354523047,low
AL051988,ERNESTO,9,194400,1978072480.396296,55,1988,NATL,27.536121007898352,0.9965869354523047,low
AL061988,UNNAMED,13,280800,2408903357.003703,50,1988,NATL,27.536121007898352,0.9965869354523047,low
AL071988,FLORENCE,18,388800,5194232326.333332,70,1988,NATL,27.536121007898352,0.9965869354523047,low
AL081988,GILBERT,46,993600,112630292759.9148,160,1988,NATL,27.536121007898352,0.9965869354523047,low
AL091988,HELENE,44,950400,88660783144.26653,125,1988,NATL,27.536121007898352,0.9965869354523047,low
AL101988,ISAAC,12,259200,1021201514.6888887,40,1988,NATL,27.536121007898352,0.9965869354523047,low
AL111988,JOAN,51,1101600,59843585090.8074,125,1988,NATL,27.536121007898352,0.9965869354523047,low
AL121988,KEITH,37,799200,14117063271.633331,65,1988,NATL,27.536121007898352,0.9965869354523047,low
AL131988,UNNAMED,9,194400,368705946.44814813,25,1988,NATL,27.536121007898352,0.9965869354523047,low
AL141988,UNNAMED,7,151200,555815943.1999998,30,1988,NATL,27.536121007898352,0.9965869354523047,low
AL151988,UNNAMED,45,972e3,2410741372.688888,30,1988,NATL,27.536121007898352,0.9965869354523047,low
AL161988,UNNAMED,16,345600,902465701.4259257,30,1988,NATL,27.536121007898352,0.9965869354523047,low
AL181988,UNNAMED,6,129600,275702352.7777778,25,1988,NATL,27.536121007898352,0.9965869354523047,low
AL191988,UNNAMED,9,194400,580812956.5185184,30,1988,NATL,27.536121007898352,0.9965869354523047,low
AL011989,UNNAMED,7,151200,321652744.9074074,25,1989,NATL,27.51291703803573,0.9957471376750838,low
AL021989,ALLISON,28,604800,2290902750.0148144,45,1989,NATL,27.51291703803573,0.9957471376750838,low
AL031989,BARRY,18,388800,2578736006.314814,45,1989,NATL,27.51291703803573,0.9957471376750838,low
AL041989,CHANTAL,15,324e3,4567101374.548147,70,1989,NATL,27.51291703803573,0.9957471376750838,low
AL051989,DEAN,37,799200,34853556231.892586,90,1989,NATL,27.51291703803573,0.9957471376750838,low
AL061989,UNNAMED,36,777600,1754569773.0777776,30,1989,NATL,27.51291703803573,0.9957471376750838,low
AL071989,ERIN,37,799200,31980737715.94814,90,1989,NATL,27.51291703803573,0.9957471376750838,low
AL081989,FELIX,63,1360800,19469364946.89259,75,1989,NATL,27.51291703803573,0.9957471376750838,low
AL091989,UNNAMED,6,129600,253278561.41851848,25,1989,NATL,27.51291703803573,0.9957471376750838,low
AL101989,GABRIELLE,57,1231200,113706634745.15926,125,1989,NATL,27.51291703803573,0.9957471376750838,low
AL111989,HUGO,61,1317600,138628657023.7222,140,1989,NATL,27.51291703803573,0.9957471376750838,low
AL121989,IRIS,21,453600,4257947136.299999,60,1989,NATL,27.51291703803573,0.9957471376750838,low
AL131989,UNNAMED,15,324e3,1023774736.648148,30,1989,NATL,27.51291703803573,0.9957471376750838,low
AL141989,JERRY,18,388800,6853960490.055555,75,1989,NATL,27.51291703803573,0.9957471376750838,low
AL151989,KAREN,24,518400,3681177814.288888,50,1989,NATL,27.51291703803573,0.9957471376750838,low
AL011990,UNNAMED,7,151200,321652744.9074074,25,1990,NATL,27.668696096291534,1.0013850913371216,high
AL021990,ARTHUR,22,475200,3935559185.118518,60,1990,NATL,27.668696096291534,1.0013850913371216,high
AL031990,BERTHA,37,799200,16442153113.392591,70,1990,NATL,27.668696096291534,1.0013850913371216,high
AL041990,CESAR,31,669600,5111521620.499999,45,1990,NATL,27.668696096291534,1.0013850913371216,high
AL051990,DIANA,23,496800,8025144084.655554,85,1990,NATL,27.668696096291534,1.0013850913371216,high
AL061990,EDOUARD,44,950400,3738156300.5296288,40,1990,NATL,27.668696096291534,1.0013850913371216,high
AL071990,FRAN,13,280800,979662360.2037034,35,1990,NATL,27.668696096291534,1.0013850913371216,high
AL081990,GUSTAV,41,885600,57366675153.45184,105,1990,NATL,27.668696096291534,1.0013850913371216,high
AL091990,HORTENSE,26,561600,5335759534.092592,55,1990,NATL,27.668696096291534,1.0013850913371216,high
AL101990,ISIDORE,55,1188e3,38656043081.4037,85,1990,NATL,27.668696096291534,1.0013850913371216,high
AL111990,UNNAMED,37,799200,2937884271.1999993,30,1990,NATL,27.668696096291534,1.0013850913371216,high
AL121990,JOSEPHINE,62,1339200,13130048848.688885,75,1990,NATL,27.668696096291534,1.0013850913371216,high
AL131990,KLAUS,25,54e4,10218632003.355555,70,1990,NATL,27.668696096291534,1.0013850913371216,high
AL141990,LILI,38,820800,18547048676.066666,65,1990,NATL,27.668696096291534,1.0013850913371216,high
AL151990,MARCO,17,367200,2365893789.9703703,55,1990,NATL,27.668696096291534,1.0013850913371216,high
AL161990,NANA,23,496800,12114361381.055552,75,1990,NATL,27.668696096291534,1.0013850913371216,high
AL011991,ANA,25,54e4,2176945777.533333,45,1991,NATL,27.317933326014543,0.9886902896909189,low
AL021991,UNNAMED,6,129600,320182332.3592592,30,1991,NATL,27.317933326014543,0.9886902896909189,low
AL031991,BOB,53,1144800,21242314876.82222,100,1991,NATL,27.317933326014543,0.9886902896909189,low
AL041991,UNNAMED,7,151200,488912172.25925916,30,1991,NATL,27.317933326014543,0.9886902896909189,low
AL051991,UNNAMED,13,280800,931873952.3888887,30,1991,NATL,27.317933326014543,0.9886902896909189,low
AL061991,CLAUDETTE,42,907200,36077674678.22592,115,1991,NATL,27.317933326014543,0.9886902896909189,low
AL071991,DANNY,19,410400,3006258454.688888,45,1991,NATL,27.317933326014543,0.9886902896909189,low
AL081991,ERIKA,17,367200,3090439573.0703697,50,1991,NATL,27.317933326014543,0.9886902896909189,low
AL091991,FABIAN,9,194400,1380717382.7111108,40,1991,NATL,27.317933326014543,0.9886902896909189,low
AL101991,UNNAMED,5,108e3,229751960.64814812,25,1991,NATL,27.317933326014543,0.9886902896909189,low
AL111991,GRACE,17,367200,10852379811.607405,85,1991,NATL,27.317933326014543,0.9886902896909189,low
AL121991,UNNAMED,21,453600,9389686929.337036,65,1991,NATL,27.317933326014543,0.9886902896909189,low
AL011992,UNNAMED,14,302400,1820738337.7444441,45,1992,NATL,27.424748506051966,0.9925561433056218,low
AL021992,UNNAMED,5,108e3,363559502.5296295,30,1992,NATL,27.424748506051966,0.9925561433056218,low
AL031992,UNNAMED,8,172800,478986887.5592592,30,1992,NATL,27.424748506051966,0.9925561433056218,low
AL041992,ANDREW,47,1015200,93132622371.47035,150,1992,NATL,27.424748506051966,0.9925561433056218,low
AL051992,BONNIE,61,1317600,53551689797.28147,95,1992,NATL,27.424748506051966,0.9925561433056218,low
AL061992,CHARLEY,30,648e3,26612261502.659256,95,1992,NATL,27.424748506051966,0.9925561433056218,low
AL071992,DANIELLE,17,367200,3887403174.166666,55,1992,NATL,27.424748506051966,0.9925561433056218,low
AL081992,UNNAMED,25,54e4,1661566179.407407,30,1992,NATL,27.424748506051966,0.9925561433056218,low
AL091992,EARL,29,626400,5415529414.829629,55,1992,NATL,27.424748506051966,0.9925561433056218,low
AL101992,FRANCES,31,669600,14997840387.974072,75,1992,NATL,27.424748506051966,0.9925561433056218,low
AL011993,UNNAMED,11,237600,879674306.9296293,35,1993,NATL,27.450025110529207,0.9934709538480141,low
AL021993,ARLENE,14,302400,1164566738.133333,35,1993,NATL,27.450025110529207,0.9934709538480141,low
AL031993,BRET,29,626400,5589405698.648148,50,1993,NATL,27.450025110529207,0.9934709538480141,low
AL041993,CINDY,11,237600,1355720369.3925922,40,1993,NATL,27.450025110529207,0.9934709538480141,low
AL051993,EMILY,60,1296e3,52695909694.25925,100,1993,NATL,27.450025110529207,0.9934709538480141,low
AL061993,DENNIS,21,453600,3240054049.844444,45,1993,NATL,27.450025110529207,0.9934709538480141,low
AL071993,FLOYD,23,496800,13800556970.644444,70,1993,NATL,27.450025110529207,0.9934709538480141,low
AL081993,GERT,29,626400,7751647350.699999,85,1993,NATL,27.450025110529207,0.9934709538480141,low
AL091993,HARVEY,13,280800,3637433040.981481,65,1993,NATL,27.450025110529207,0.9934709538480141,low
AL101993,UNNAMED,5,108e3,397011387.9999999,30,1993,NATL,27.450025110529207,0.9934709538480141,low
AL011994,ALBERTO,31,669600,2852232740.27037,55,1994,NATL,27.273004523476402,0.9870642270504263,low
AL021994,UNNAMED,5,108e3,204754947.3296296,30,1994,NATL,27.273004523476402,0.9870642270504263,low
AL031994,BERYL,19,410400,1552388047.7074072,50,1994,NATL,27.273004523476402,0.9870642270504263,low
AL041994,CHRIS,30,648e3,12692601115.614813,70,1994,NATL,27.273004523476402,0.9870642270504263,low
AL051994,UNNAMED,9,194400,714620498.3999999,30,1994,NATL,27.273004523476402,0.9870642270504263,low
AL061994,DEBBY,7,151200,2253039626.8999996,60,1994,NATL,27.273004523476402,0.9870642270504263,low
AL071994,ERNESTO,18,388800,2516978679.292592,50,1994,NATL,27.273004523476402,0.9870642270504263,low
AL081994,UNNAMED,10,216e3,660215234.1185184,30,1994,NATL,27.273004523476402,0.9870642270504263,low
AL091994,UNNAMED,7,151200,522364057.7296295,30,1994,NATL,27.273004523476402,0.9870642270504263,low
AL101994,UNNAMED,7,151200,455460286.7888888,30,1994,NATL,27.273004523476402,0.9870642270504263,low
AL111994,FLORENCE,28,604800,24261071838.170364,95,1994,NATL,27.273004523476402,0.9870642270504263,low
AL121994,GORDON,54,1166400,13507577270.425922,75,1994,NATL,27.273004523476402,0.9870642270504263,low
AL011995,ALLISON,33,712800,9889627195.707405,65,1995,NATL,27.916671482547297,1.010359813309957,high
AL021995,BARRY,21,453600,5136518633.818518,60,1995,NATL,27.916671482547297,1.010359813309957,high
AL031995,CHANTAL,41,885600,12473509645.940739,60,1995,NATL,27.916671482547297,1.010359813309957,high
AL041995,DEAN,21,453600,1253159094.1592588,40,1995,NATL,27.916671482547297,1.010359813309957,high
AL051995,ERIN,27,583200,14710374734.811108,80,1995,NATL,27.916671482547297,1.010359813309957,high
AL061995,UNNAMED,8,172800,378263628.011111,30,1995,NATL,27.916671482547297,1.010359813309957,high
AL071995,FELIX,69,1490400,72914449834.43332,120,1995,NATL,27.916671482547297,1.010359813309957,high
AL081995,GABRIELLE,10,216e3,2391993612.7,60,1995,NATL,27.916671482547297,1.010359813309957,high
AL091995,HUMBERTO,41,885600,51923207900.2074,95,1995,NATL,27.916671482547297,1.010359813309957,high
AL101995,IRIS,65,1404e3,55480503457.314804,95,1995,NATL,27.916671482547297,1.010359813309957,high
AL111995,JERRY,22,475200,1343589465.87037,35,1995,NATL,27.916671482547297,1.010359813309957,high
AL121995,KAREN,31,669600,4914486339.048147,45,1995,NATL,27.916671482547297,1.010359813309957,high
AL131995,LUIS,66,1425600,172630109183.96292,120,1995,NATL,27.916671482547297,1.010359813309957,high
AL141995,UNNAMED,17,367200,1082223635.4370368,30,1995,NATL,27.916671482547297,1.010359813309957,high
AL151995,MARILYN,77,1663200,54417027581.86665,100,1995,NATL,27.916671482547297,1.010359813309957,high
AL161995,NOEL,45,972e3,18670563330.11111,65,1995,NATL,27.916671482547297,1.010359813309957,high
AL171995,OPAL,37,799200,30345638962.407406,130,1995,NATL,27.916671482547297,1.010359813309957,high
AL181995,PABLO,16,345600,3610598011.977777,50,1995,NATL,27.916671482547297,1.010359813309957,high
AL191995,ROXANNE,54,1166400,33927563929.69629,100,1995,NATL,27.916671482547297,1.010359813309957,high
AL201995,SEBASTIEN,19,410400,3145212440.4888883,55,1995,NATL,27.916671482547297,1.010359813309957,high
AL211995,TANYA,29,626400,18925312304.077774,75,1995,NATL,27.916671482547297,1.010359813309957,high
AL011996,ARTHUR,22,475200,3195574070.2629623,45,1996,NATL,27.532323338734674,0.99644949025904,low
AL021996,BERTHA,50,108e4,41714868784.68888,100,1996,NATL,27.532323338734674,0.99644949025904,low
AL031996,CESAR,17,367200,6889985597.485184,70,1996,NATL,27.532323338734674,0.99644949025904,low
AL041996,DOLLY,24,518400,6693317919.170369,70,1996,NATL,27.532323338734674,0.99644949025904,low
AL051996,EDOUARD,73,1576800,164852362010.53333,125,1996,NATL,27.532323338734674,0.99644949025904,low
AL061996,FRAN,71,1533600,56748366676.95555,105,1996,NATL,27.532323338734674,0.99644949025904,low
AL071996,GUSTAV,29,626400,3391506542.3037024,40,1996,NATL,27.532323338734674,0.99644949025904,low
AL081996,HORTENSE,52,1123200,59010963985.4185,120,1996,NATL,27.532323338734674,0.99644949025904,low
AL091996,ISIDORE,33,712800,30656631216.340733,100,1996,NATL,27.532323338734674,0.99644949025904,low
AL101996,JOSEPHINE,46,993600,12363596307.966665,60,1996,NATL,27.532323338734674,0.99644949025904,low
AL111996,KYLE,6,129600,866808197.1333331,45,1996,NATL,27.532323338734674,0.99644949025904,low
AL121996,LILI,59,1274400,53990607942.903694,100,1996,NATL,27.532323338734674,0.99644949025904,low
AL131996,MARCO,54,1166400,10619687025.86296,65,1996,NATL,27.532323338734674,0.99644949025904,low
AL011997,UNNAMED,9,194400,1227059271.4296293,45,1997,NATL,27.927409872117934,1.0107484569664409,high
AL021997,ANA,19,410400,1994614621.5629623,40,1997,NATL,27.927409872117934,1.0107484569664409,high
AL031997,BILL,9,194400,3977098339.6037035,65,1997,NATL,27.927409872117934,1.0107484569664409,high
AL041997,CLAUDETTE,16,345600,2089823834.0555549,40,1997,NATL,27.927409872117934,1.0107484569664409,high
AL051997,DANNY,45,972e3,12353671023.266665,70,1997,NATL,27.927409872117934,1.0107484569664409,high
AL061997,UNNAMED,8,172800,568314449.8592591,30,1997,NATL,27.927409872117934,1.0107484569664409,high
AL071997,ERIKA,67,1447200,71167599727.23332,110,1997,NATL,27.927409872117934,1.0107484569664409,high
AL081997,FABIAN,17,367200,1918520772.1962957,40,1997,NATL,27.927409872117934,1.0107484569664409,high
AL091997,GRACE,13,280800,1685460383.3148143,40,1997,NATL,27.927409872117934,1.0107484569664409,high
AL011998,ALEX,26,561600,3695881939.7703695,45,1998,NATL,28.09723093311304,1.0168946186100443,high
AL021998,BONNIE,48,1036800,64843722960.78518,100,1998,NATL,28.09723093311304,1.0168946186100443,high
AL031998,CHARLEY,12,259200,1562313332.407407,60,1998,NATL,28.09723093311304,1.0168946186100443,high
AL041998,DANIELLE,61,1317600,61423175770.65554,90,1998,NATL,28.09723093311304,1.0168946186100443,high
AL051998,EARL,33,712800,14046483469.32222,85,1998,NATL,28.09723093311304,1.0168946186100443,high
AL061998,FRANCES,21,453600,2861790421.8333325,55,1998,NATL,28.09723093311304,1.0168946186100443,high
AL071998,GEORGES,64,1382400,111266117518.37036,135,1998,NATL,28.09723093311304,1.0168946186100443,high
AL081998,HERMINE,14,302400,1366748463.5037034,40,1998,NATL,28.09723093311304,1.0168946186100443,high
AL091998,IVAN,36,777600,19047724148.711105,80,1998,NATL,28.09723093311304,1.0168946186100443,high
AL101998,JEANNE,54,1166400,44039591023.3111,90,1998,NATL,28.09723093311304,1.0168946186100443,high
AL111998,KARL,26,561600,16970766424.451847,90,1998,NATL,28.09723093311304,1.0168946186100443,high
AL121998,LISA,21,453600,8606324644.31111,65,1998,NATL,28.09723093311304,1.0168946186100443,high
AL131998,MITCH,76,1641600,135160689028.91478,155,1998,NATL,28.09723093311304,1.0168946186100443,high
AL141998,NICOLE,35,756e3,15220240285.88148,75,1998,NATL,28.09723093311304,1.0168946186100443,high
AL011999,ARLENE,26,561600,5061527593.862962,50,1999,NATL,27.727182850920048,1.0035018432043532,high
AL021999,UNNAMED,3,64800,204754947.3296296,30,1999,NATL,27.727182850920048,1.0035018432043532,high
AL031999,BRET,26,561600,34587779163.81481,125,1999,NATL,27.727182850920048,1.0035018432043532,high
AL041999,CINDY,51,1101600,63099078472.407394,120,1999,NATL,27.727182850920048,1.0035018432043532,high
AL051999,DENNIS,64,1382400,43139698543.84444,90,1999,NATL,27.727182850920048,1.0035018432043532,high
AL061999,EMILY,18,388800,2956999634.325925,45,1999,NATL,27.727182850920048,1.0035018432043532,high
AL071999,UNNAMED,8,172800,568314449.8592591,30,1999,NATL,27.727182850920048,1.0035018432043532,high
AL081999,FLOYD,48,1036800,89644068600.98888,135,1999,NATL,27.727182850920048,1.0035018432043532,high
AL091999,GERT,49,1058400,132988154489.02591,130,1999,NATL,27.727182850920048,1.0035018432043532,high
AL101999,HARVEY,12,259200,2829073742.637037,50,1999,NATL,27.727182850920048,1.0035018432043532,high
AL111999,UNNAMED,10,216e3,794022775.9999998,30,1999,NATL,27.727182850920048,1.0035018432043532,high
AL121999,UNNAMED,12,259200,919375445.7296294,30,1999,NATL,27.727182850920048,1.0035018432043532,high
AL131999,IRENE,30,648e3,26358615338.1037,95,1999,NATL,27.727182850920048,1.0035018432043532,high
AL141999,JOSE,32,691200,19242921414.477776,85,1999,NATL,27.727182850920048,1.0035018432043532,high
AL151999,KATRINA,16,345600,995469295.0962961,35,1999,NATL,27.727182850920048,1.0035018432043532,high
AL161999,LENNY,39,842400,58465440930.05555,135,1999,NATL,27.727182850920048,1.0035018432043532,high
AL012000,UNNAMED,4,86400,183801568.5185185,25,2000,NATL,27.511306560282804,0.9956888512850748,low
AL022000,UNNAMED,12,259200,885923560.259259,30,2000,NATL,27.511306560282804,0.9956888512850748,low
AL032000,ALBERTO,87,1879200,84005036478.84073,110,2000,NATL,27.511306560282804,0.9956888512850748,low
AL042000,UNNAMED,13,280800,898422066.9185183,30,2000,NATL,27.511306560282804,0.9956888512850748,low
AL052000,BERYL,9,194400,1402405967.796296,45,2000,NATL,27.511306560282804,0.9956888512850748,low
AL062000,CHRIS,9,194400,538170992.6222221,35,2000,NATL,27.511306560282804,0.9956888512850748,low
AL072000,DEBBY,20,432e3,10962660752.718517,75,2000,NATL,27.511306560282804,0.9956888512850748,low
AL082000,ERNESTO,10,216e3,1040684480.9518515,35,2000,NATL,27.511306560282804,0.9956888512850748,low
AL092000,UNNAMED,4,86400,217253453.98888886,30,2000,NATL,27.511306560282804,0.9956888512850748,low
AL102000,FLORENCE,29,626400,14940861901.733332,70,2000,NATL,27.511306560282804,0.9956888512850748,low
AL112000,GORDON,28,604800,6918291039.037036,70,2000,NATL,27.511306560282804,0.9956888512850748,low
AL122000,HELENE,42,907200,6900646088.459258,60,2000,NATL,27.511306560282804,0.9956888512850748,low
AL132000,ISAAC,52,1123200,82863628738.34073,120,2000,NATL,27.511306560282804,0.9956888512850748,low
AL142000,JOYCE,28,604800,14508193009.440737,80,2000,NATL,27.511306560282804,0.9956888512850748,low
AL152000,KEITH,32,691200,31978532097.12592,120,2000,NATL,27.511306560282804,0.9956888512850748,low
AL162000,LESLIE,26,561600,4888754119.455554,60,2000,NATL,27.511306560282804,0.9956888512850748,low
AL172000,MICHAEL,22,475200,14572891161.559258,85,2000,NATL,27.511306560282804,0.9956888512850748,low
AL182000,NADINE,13,280800,2471763493.4370365,50,2000,NATL,27.511306560282804,0.9956888512850748,low
AL192000,UNNAMED,19,410400,5353404484.67037,55,2000,NATL,27.511306560282804,0.9956888512850748,low
AL012001,ALLISON,55,1188e3,3496641039.4962955,50,2001,NATL,27.822572124547076,1.0069541705619978,high
AL022001,UNNAMED,5,108e3,229751960.64814812,25,2001,NATL,27.822572124547076,1.0069541705619978,high
AL032001,BARRY,24,518400,3966805451.7666655,60,2001,NATL,27.822572124547076,1.0069541705619978,high
AL042001,CHANTAL,32,691200,8108589996.762962,60,2001,NATL,27.822572124547076,1.0069541705619978,high
AL052001,DEAN,29,626400,6245577298.259258,60,2001,NATL,27.822572124547076,1.0069541705619978,high
AL062001,ERIN,62,1339200,49837427700.65925,105,2001,NATL,27.822572124547076,1.0069541705619978,high
AL072001,FELIX,46,993600,37192982595.99629,100,2001,NATL,27.822572124547076,1.0069541705619978,high
AL082001,GABRIELLE,41,885600,18551092310.57407,70,2001,NATL,27.822572124547076,1.0069541705619978,high
AL092001,UNNAMED,3,64800,204754947.3296296,30,2001,NATL,27.822572124547076,1.0069541705619978,high
AL102001,HUMBERTO,26,561600,20776929305.33333,90,2001,NATL,27.822572124547076,1.0069541705619978,high
AL112001,IRIS,21,453600,27457013511.570366,125,2001,NATL,27.822572124547076,1.0069541705619978,high
AL122001,JERRY,10,216e3,1683622367.6296291,45,2001,NATL,27.822572124547076,1.0069541705619978,high
AL132001,KAREN,19,410400,9680461010.733332,70,2001,NATL,27.822572124547076,1.0069541705619978,high
AL142001,LORENZO,16,345600,1550550032.0222218,35,2001,NATL,27.822572124547076,1.0069541705619978,high
AL152001,MICHELLE,33,712800,50570428355.9111,120,2001,NATL,27.822572124547076,1.0069541705619978,high
AL162001,NOEL,12,259200,5771001648.344444,65,2001,NATL,27.822572124547076,1.0069541705619978,high
AL172001,OLGA,47,1015200,21498901866.474068,80,2001,NATL,27.822572124547076,1.0069541705619978,high
AL012002,ARTHUR,20,432e3,4310146781.759258,50,2002,NATL,27.559447975997088,0.9974311847800965,low
AL022002,BERTHA,20,432e3,755792049.748148,35,2002,NATL,27.559447975997088,0.9974311847800965,low
AL032002,CRISTOBAL,13,280800,2268478958.655555,45,2002,NATL,27.559447975997088,0.9974311847800965,low
AL042002,DOLLY,26,561600,5039839008.777777,50,2002,NATL,27.559447975997088,0.9974311847800965,low
AL052002,EDOUARD,20,432e3,2402654103.6740737,55,2002,NATL,27.559447975997088,0.9974311847800965,low
AL062002,FAY,22,475200,2135039019.9111109,50,2002,NATL,27.559447975997088,0.9974311847800965,low
