storm.id,storm.name,n.obs,date.time,status,record.id,lat,long,wind,storm.year,sst
AL052005,EMILY,45,2005-07-21T12:00:00Z,Tropical depression,IL,25,-101.1,25,2005,NA
AL072005,GERT,9,2005-07-25T00:00:00Z,Tropical storm,L,21.8,-97.6,40,2005,29.0499993506819
AL072005,GERT,9,2005-07-25T06:00:00Z,Tropical depression,IL,22.3,-98.6,30,2005,NA
AL072005,GERT,9,2005-07-25T12:00:00Z,Tropical depression,IL,22.5,-100,25,2005,NA
AL072005,GERT,9,2005-07-25T18:00:00Z,Other low,IL,22.5,-101.4,20,2005,NA
AL112005,JOSE,6,2005-08-23T03:30:00Z,Tropical storm,L,19.7,-96.4,50,2005,29.11999934911728
AL112005,JOSE,6,2005-08-23T06:00:00Z,Tropical storm,IL,19.7,-96.7,35,2005,NA
AL112005,JOSE,6,2005-08-23T12:00:00Z,Tropical depression,IL,19.7,-97.7,25,2005,NA
AL122005,KATRINA,34,2005-08-25T22:30:00Z,Hurricane,L,26,-80.1,70,2005,29.679999336600304
AL122005,KATRINA,34,2005-08-26T00:00:00Z,Hurricane,IL,25.9,-80.3,70,2005,NA
AL122005,KATRINA,34,2005-08-29T11:10:00Z,Hurricane,L,29.3,-89.6,110,2005,NA
AL122005,KATRINA,34,2005-08-29T12:00:00Z,Hurricane,IL,29.5,-89.6,110,2005,NA
AL122005,KATRINA,34,2005-08-29T14:45:00Z,Hurricane,IL,30.2,-89.6,105,2005,NA
AL122005,KATRINA,34,2005-08-29T18:00:00Z,Hurricane,IL,31.1,-89.6,80,2005,NA
AL122005,KATRINA,34,2005-08-30T00:00:00Z,Tropical storm,IL,32.6,-89.1,50,2005,NA
AL122005,KATRINA,34,2005-08-30T06:00:00Z,Tropical storm,IL,34.1,-88.6,40,2005,NA
AL122005,KATRINA,34,2005-08-30T12:00:00Z,Tropical depression,IL,35.6,-88,30,2005,NA
AL122005,KATRINA,34,2005-08-30T18:00:00Z,Tropical depression,IL,37,-87,30,2005,NA
AL122005,KATRINA,34,2005-08-31T00:00:00Z,Extratropical cyclone,IL,38.6,-85.3,30,2005,NA
AL122005,KATRINA,34,2005-08-31T06:00:00Z,Extratropical cyclone,IL,40.1,-82.9,25,2005,NA
AL162005,OPHELIA,69,2005-09-06T16:00:00Z,Tropical depression,L,26.6,-78.3,25,2005,29.5099993404001
AL182005,RITA,36,2005-09-24T07:40:00Z,Hurricane,L,29.7,-93.7,100,2005,29.5099993404001
AL182005,RITA,36,2005-09-24T12:00:00Z,Hurricane,IL,30.5,-94.1,65,2005,NA
AL182005,RITA,36,2005-09-24T18:00:00Z,Tropical storm,IL,31.6,-94.1,45,2005,NA
AL182005,RITA,36,2005-09-25T00:00:00Z,Tropical storm,IL,32.7,-94,35,2005,NA
AL182005,RITA,36,2005-09-25T06:00:00Z,Tropical depression,IL,33.7,-93.6,30,2005,NA
AL182005,RITA,36,2005-09-25T12:00:00Z,Tropical depression,IL,34.7,-92.5,25,2005,NA
AL182005,RITA,36,2005-09-25T18:00:00Z,Tropical depression,IL,35.8,-91.4,25,2005,NA
AL182005,RITA,36,2005-09-26T00:00:00Z,Tropical depression,IL,37,-90.1,20,2005,NA
AL182005,RITA,36,2005-09-26T06:00:00Z,Other low,IL,39.5,-88,20,2005,NA
AL202005,STAN,17,2005-10-02T10:00:00Z,Tropical storm,L,19.6,-87.5,35,2005,28.749999357387424
AL202005,STAN,17,2005-10-02T12:00:00Z,Tropical storm,IL,19.8,-87.9,35,2005,NA
AL202005,STAN,17,2005-10-02T18:00:00Z,Tropical storm,IL,20.3,-88.8,35,2005,NA
AL202005,STAN,17,2005-10-03T00:00:00Z,Tropical depression,IL,20.5,-89.8,30,2005,NA
AL202005,STAN,17,2005-10-04T12:00:00Z,Hurricane,L,18.6,-94.9,70,2005,29.23999934643507
AL202005,STAN,17,2005-10-04T18:00:00Z,Tropical storm,IL,17.9,-95.6,45,2005,NA
AL202005,STAN,17,2005-10-05T00:00:00Z,Tropical depression,IL,17.2,-96.4,30,2005,NA
AL202005,STAN,17,2005-10-05T06:00:00Z,Tropical depression,IL,16.9,-97,25,2005,NA
AL222005,TAMMY,9,2005-10-05T23:00:00Z,Tropical storm,L,30.4,-81.4,45,2005,27.719999380409718
AL222005,TAMMY,9,2005-10-06T00:00:00Z,Tropical storm,IL,30.5,-81.6,45,2005,NA
AL222005,TAMMY,9,2005-10-06T06:00:00Z,Tropical storm,IL,31.3,-82.8,35,2005,NA
AL222005,TAMMY,9,2005-10-06T12:00:00Z,Tropical depression,IL,31.8,-84.6,25,2005,NA
AL222005,TAMMY,9,2005-10-06T18:00:00Z,Tropical depression,IL,31.2,-85.8,15,2005,NA
AL222005,TAMMY,9,2005-10-07T00:00:00Z,Other low,IL,30.3,-85.6,10,2005,NA
AL242005,VINCE,15,2005-10-11T09:00:00Z,Tropical depression,L,37.2,-7.1,30,2005,21.41999952122569
AL242005,VINCE,15,2005-10-11T12:00:00Z,Tropical depression,IL,37.7,-6,30,2005,NA
AL252005,WILMA,48,2005-10-21T21:45:00Z,Hurricane,L,20.6,-86.8,130,2005,28.219999369233847
AL252005,WILMA,48,2005-10-22T03:30:00Z,Hurricane,L,20.8,-86.9,115,2005,28.239999368786812
AL252005,WILMA,48,2005-10-22T06:00:00Z,Hurricane,IL,20.8,-87,110,2005,NA
AL252005,WILMA,48,2005-10-22T12:00:00Z,Hurricane,IL,21,-87.1,100,2005,NA
AL252005,WILMA,48,2005-10-22T18:00:00Z,Hurricane,IL,21.3,-87.1,85,2005,NA
AL252005,WILMA,48,2005-10-24T10:30:00Z,Hurricane,L,25.9,-81.7,105,2005,26.28999941237271
AL252005,WILMA,48,2005-10-24T12:00:00Z,Hurricane,IL,26.2,-81,95,2005,NA
AL262005,ALPHA,11,2005-10-23T10:00:00Z,Tropical storm,L,18.3,-71.3,45,2005,NA
AL262005,ALPHA,11,2005-10-23T12:00:00Z,Tropical storm,IL,18.6,-72.2,35,2005,NA
AL272005,BETA,18,2005-10-30T12:00:00Z,Hurricane,L,12.9,-83.5,90,2005,NA
AL272005,BETA,18,2005-10-30T18:00:00Z,Tropical storm,IL,12.7,-84.1,55,2005,NA
AL272005,BETA,18,2005-10-31T00:00:00Z,Tropical depression,IL,12.7,-84.9,20,2005,NA
AL012006,ALBERTO,38,2006-06-13T16:30:00Z,Tropical storm,L,29.9,-83.7,40,2006,26.469999408349395
AL012006,ALBERTO,38,2006-06-13T18:00:00Z,Tropical storm,IL,30.3,-83.5,35,2006,NA
AL012006,ALBERTO,38,2006-06-14T00:00:00Z,Tropical storm,IL,31.3,-82.8,35,2006,NA
AL012006,ALBERTO,38,2006-06-14T06:00:00Z,Tropical depression,IL,32.8,-81.9,30,2006,NA
AL012006,ALBERTO,38,2006-06-14T12:00:00Z,Extratropical cyclone,IL,34.3,-80.7,35,2006,NA
AL012006,ALBERTO,38,2006-06-14T18:00:00Z,Extratropical cyclone,IL,35.5,-77.5,35,2006,NA
AL032006,BERYL,18,2006-07-21T06:45:00Z,Tropical storm,L,41.3,-70.1,45,2006,20.419999543577433
AL062006,ERNESTO,47,2006-08-28T11:15:00Z,Tropical storm,L,19.9,-75.5,35,2006,28.639999359846115
AL062006,ERNESTO,47,2006-08-30T03:00:00Z,Tropical storm,L,24.9,-80.6,40,2006,30.23999932408333
AL062006,ERNESTO,47,2006-08-30T05:00:00Z,Tropical storm,L,25.2,-80.7,40,2006,30.409999320283532
AL062006,ERNESTO,47,2006-08-30T06:00:00Z,Tropical storm,IL,25.3,-80.8,40,2006,NA
AL062006,ERNESTO,47,2006-08-30T12:00:00Z,Tropical storm,IL,26.1,-81,35,2006,NA
AL062006,ERNESTO,47,2006-08-30T18:00:00Z,Tropical storm,IL,27,-80.9,35,2006,NA
AL062006,ERNESTO,47,2006-08-31T00:00:00Z,Tropical storm,IL,28.1,-80.7,35,2006,NA
AL062006,ERNESTO,47,2006-09-01T03:40:00Z,Tropical storm,L,33.9,-78.1,60,2006,27.719999380409718
AL062006,ERNESTO,47,2006-09-01T06:00:00Z,Tropical storm,IL,34.5,-78,50,2006,NA
AL062006,ERNESTO,47,2006-09-01T12:00:00Z,Tropical depression,IL,35.8,-77.6,30,2006,NA
AL062006,ERNESTO,47,2006-09-01T18:00:00Z,Extratropical cyclone,IL,36.6,-77.2,40,2006,NA
AL062006,ERNESTO,47,2006-09-02T00:00:00Z,Extratropical cyclone,IL,37.1,-77,40,2006,NA
AL062006,ERNESTO,47,2006-09-02T06:00:00Z,Extratropical cyclone,IL,37.6,-76.8,40,2006,NA
AL062006,ERNESTO,47,2006-09-02T12:00:00Z,Extratropical cyclone,IL,38.2,-76.7,40,2006,NA
AL062006,ERNESTO,47,2006-09-02T18:00:00Z,Extratropical cyclone,IL,38.9,-76.7,40,2006,NA
AL062006,ERNESTO,47,2006-09-03T00:00:00Z,Extratropical cyclone,IL,39.9,-76.7,35,2006,NA
AL062006,ERNESTO,47,2006-09-03T06:00:00Z,Extratropical cyclone,IL,41.3,-77.1,25,2006,NA
AL062006,ERNESTO,47,2006-09-03T12:00:00Z,Extratropical cyclone,IL,43.1,-77.5,20,2006,NA
AL062006,ERNESTO,47,2006-09-03T18:00:00Z,Extratropical cyclone,IL,44.5,-77,20,2006,NA
AL062006,ERNESTO,47,2006-09-04T00:00:00Z,Extratropical cyclone,IL,45.6,-75.8,20,2006,NA
AL062006,ERNESTO,47,2006-09-04T06:00:00Z,Extratropical cyclone,IL,46.5,-74.4,20,2006,NA
AL022007,BARRY,24,2007-06-02T14:00:00Z,Tropical depression,L,27.5,-82.7,30,2007,24.579999450594187
AL022007,BARRY,24,2007-06-02T18:00:00Z,Tropical depression,IL,29.7,-82.1,30,2007,NA
AL022007,BARRY,24,2007-06-03T00:00:00Z,Extratropical cyclone,IL,31.4,-81.4,35,2007,NA
AL022007,BARRY,24,2007-06-03T06:00:00Z,Extratropical cyclone,IL,32.1,-81,40,2007,NA
AL022007,BARRY,24,2007-06-03T12:00:00Z,Extratropical cyclone,IL,32.8,-80,40,2007,NA
AL042007,DEAN,42,2007-08-21T08:30:00Z,Hurricane,L,18.7,-87.7,150,2007,29.42999934218824
AL042007,DEAN,42,2007-08-21T12:00:00Z,Hurricane,IL,18.9,-88.7,110,2007,NA
AL042007,DEAN,42,2007-08-21T18:00:00Z,Hurricane,IL,19.2,-90.5,75,2007,NA
AL042007,DEAN,42,2007-08-22T16:30:00Z,Hurricane,L,20.5,-97,85,2007,NA
AL042007,DEAN,42,2007-08-22T18:00:00Z,Hurricane,IL,20.5,-97.3,75,2007,NA
AL042007,DEAN,42,2007-08-23T00:00:00Z,Tropical depression,IL,20.5,-99,30,2007,NA
AL052007,ERIN,21,2007-08-16T10:30:00Z,Tropical depression,L,28,-96.9,30,2007,30.069999327883124
AL052007,ERIN,21,2007-08-16T12:00:00Z,Tropical depression,IL,28.1,-97.1,30,2007,NA
AL052007,ERIN,21,2007-08-16T18:00:00Z,Tropical depression,IL,28.8,-97.8,25,2007,NA
AL052007,ERIN,21,2007-08-17T00:00:00Z,Tropical depression,IL,29.4,-98.6,25,2007,NA
AL052007,ERIN,21,2007-08-17T06:00:00Z,Tropical depression,IL,30,-99.5,25,2007,NA
AL052007,ERIN,21,2007-08-17T12:00:00Z,Other low,IL,30.5,-100.6,20,2007,NA
AL052007,ERIN,21,2007-08-17T18:00:00Z,Other low,IL,31.1,-101.4,20,2007,NA
AL052007,ERIN,21,2007-08-18T00:00:00Z,Other low,IL,31.8,-101.8,20,2007,NA
AL052007,ERIN,21,2007-08-18T06:00:00Z,Other low,IL,32.5,-101.8,20,2007,NA
AL052007,ERIN,21,2007-08-18T12:00:00Z,Other low,IL,33.2,-101.5,20,2007,NA
AL052007,ERIN,21,2007-08-18T18:00:00Z,Other low,IL,34,-101,20,2007,NA
AL052007,ERIN,21,2007-08-19T00:00:00Z,Other low,IL,34.8,-100.1,25,2007,NA
AL052007,ERIN,21,2007-08-19T06:00:00Z,Other low,IL,35.6,-98.8,50,2007,NA
AL052007,ERIN,21,2007-08-19T12:00:00Z,Other low,IL,35.6,-97.7,35,2007,NA
AL052007,ERIN,21,2007-08-19T18:00:00Z,Other low,IL,35.9,-96.5,20,2007,NA
AL062007,FELIX,28,2007-09-01T08:45:00Z,Tropical storm,L,12.1,-61.7,45,2007,28.96999935247004
AL062007,FELIX,28,2007-09-04T12:00:00Z,Hurricane,L,14.3,-83.2,140,2007,29.529999339953065
AL062007,FELIX,28,2007-09-04T18:00:00Z,Hurricane,IL,14.3,-84.4,85,2007,NA
AL062007,FELIX,28,2007-09-05T00:00:00Z,Tropical storm,IL,14.6,-85.4,50,2007,NA
AL062007,FELIX,28,2007-09-05T06:00:00Z,Tropical depression,IL,15,-86.4,25,2007,NA
AL062007,FELIX,28,2007-09-05T12:00:00Z,Other low,IL,15.5,-87.3,20,2007,NA
AL072007,GABRIELLE,15,2007-09-09T15:30:00Z,Tropical storm,L,34.8,-76.4,50,2007,NA
AL092007,HUMBERTO,11,2007-09-13T07:00:00Z,Hurricane,L,29.6,-94.3,80,2007,NA
AL092007,HUMBERTO,11,2007-09-13T12:00:00Z,Hurricane,IL,30.3,-93.6,65,2007,NA
AL092007,HUMBERTO,11,2007-09-13T18:00:00Z,Tropical storm,IL,31,-92.9,35,2007,NA
AL092007,HUMBERTO,11,2007-09-14T00:00:00Z,Tropical depression,IL,31.7,-92.3,25,2007,NA
AL092007,HUMBERTO,11,2007-09-14T06:00:00Z,Other low,IL,32.4,-91.3,20,2007,NA
AL092007,HUMBERTO,11,2007-09-14T12:00:00Z,Other low,IL,32.7,-90.2,20,2007,NA
AL102007,TEN,4,2007-09-22T00:00:00Z,Tropical depression,L,30.4,-86.7,25,2007,27.929999375715852
AL102007,TEN,4,2007-09-22T06:00:00Z,Other low,IL,30.7,-87.7,20,2007,NA
AL132007,LORENZO,14,2007-09-28T05:00:00Z,Hurricane,L,20.5,-97,65,2007,NA
AL132007,LORENZO,14,2007-09-28T06:00:00Z,Hurricane,IL,20.5,-97.1,65,2007,NA
AL132007,LORENZO,14,2007-09-28T12:00:00Z,Tropical depression,IL,20.5,-98,30,2007,NA
AL132007,LORENZO,14,2007-09-28T18:00:00Z,Tropical depression,IL,20.7,-98.7,20,2007,NA
AL162007,NOEL,56,2007-10-29T07:00:00Z,Tropical storm,L,18.1,-72.5,45,2007,29.249999346211553
AL162007,NOEL,56,2007-10-30T06:00:00Z,Tropical storm,L,21.1,-75.8,50,2007,28.49999936297536
AL162007,NOEL,56,2007-10-30T12:00:00Z,Tropical storm,IL,20.8,-76.8,40,2007,NA
AL162007,NOEL,56,2007-10-30T18:00:00Z,Tropical storm,IL,20.8,-77.4,35,2007,NA
AL162007,NOEL,56,2007-10-31T00:00:00Z,Tropical storm,IL,21.2,-77.8,35,2007,NA
AL162007,NOEL,56,2007-10-31T06:00:00Z,Tropical storm,IL,21.8,-78.1,35,2007,NA
AL162007,NOEL,56,2007-11-01T13:15:00Z,Tropical storm,L,24.1,-77.9,50,2007,26.119999416172504
AL162007,NOEL,56,2007-11-01T17:45:00Z,Tropical storm,L,25,-77.4,55,2007,26.789999401196837
AL172007,OLGA,25,2007-12-11T07:00:00Z,Subtropical storm,L,18.4,-66.5,40,2007,NA
AL172007,OLGA,25,2007-12-11T18:00:00Z,Tropical storm,L,18.5,-68.4,50,2007,27.269999390468
AL172007,OLGA,25,2007-12-12T00:00:00Z,Tropical storm,IL,19,-70,50,2007,NA
AL172007,OLGA,25,2007-12-12T06:00:00Z,Tropical storm,IL,19.1,-71.9,40,2007,NA
AL012008,ARTHUR,10,2008-05-31T09:00:00Z,Tropical storm,L,17.9,-88.2,40,2008,27.289999390020967
AL012008,ARTHUR,10,2008-05-31T12:00:00Z,Tropical storm,IL,18,-88.4,35,2008,NA
AL012008,ARTHUR,10,2008-05-31T18:00:00Z,Tropical storm,IL,18.2,-88.8,35,2008,NA
AL012008,ARTHUR,10,2008-06-01T00:00:00Z,Tropical storm,IL,18.3,-89.2,35,2008,NA
AL012008,ARTHUR,10,2008-06-01T06:00:00Z,Tropical storm,IL,18.2,-89.8,35,2008,NA
AL012008,ARTHUR,10,2008-06-01T12:00:00Z,Tropical depression,IL,18,-90.4,30,2008,NA
AL012008,ARTHUR,10,2008-06-01T18:00:00Z,Tropical depression,IL,17.8,-90.8,30,2008,NA
AL012008,ARTHUR,10,2008-06-02T00:00:00Z,Other low,IL,17.6,-91.1,25,2008,NA
AL042008,DOLLY,31,2008-07-21T05:30:00Z,Tropical storm,L,20.8,-87,45,2008,NA
AL042008,DOLLY,31,2008-07-21T06:00:00Z,Tropical storm,IL,20.9,-87.2,45,2008,NA
AL042008,DOLLY,31,2008-07-23T18:20:00Z,Hurricane,L,26.4,-97.2,75,2008,26.419999409466982
AL042008,DOLLY,31,2008-07-23T20:00:00Z,Hurricane,IL,26.4,-97.4,70,2008,NA
AL042008,DOLLY,31,2008-07-24T00:00:00Z,Hurricane,IL,26.5,-97.8,65,2008,NA
AL042008,DOLLY,31,2008-07-24T06:00:00Z,Tropical storm,IL,26.7,-98.3,55,2008,NA
AL042008,DOLLY,31,2008-07-24T12:00:00Z,Tropical storm,IL,27.2,-98.9,45,2008,NA
AL042008,DOLLY,31,2008-07-24T18:00:00Z,Tropical storm,IL,27.9,-100,35,2008,NA
AL042008,DOLLY,31,2008-07-25T00:00:00Z,Tropical depression,IL,28.3,-101.4,25,2008,NA
AL042008,DOLLY,31,2008-07-25T06:00:00Z,Tropical depression,IL,28.5,-102.7,25,2008,NA
AL042008,DOLLY,31,2008-07-25T12:00:00Z,Tropical depression,IL,28.8,-104,25,2008,NA
AL042008,DOLLY,31,2008-07-25T18:00:00Z,Tropical depression,IL,29.4,-105,25,2008,NA
AL042008,DOLLY,31,2008-07-26T00:00:00Z,Other low,IL,30,-105.7,20,2008,NA
AL042008,DOLLY,31,2008-07-26T06:00:00Z,Other low,IL,30.5,-106,20,2008,NA
AL042008,DOLLY,31,2008-07-26T12:00:00Z,Other low,IL,31,-106.3,20,2008,NA
AL042008,DOLLY,31,2008-07-26T18:00:00Z,Other low,IL,31.9,-106.7,20,2008,NA
AL042008,DOLLY,31,2008-07-27T00:00:00Z,Other low,IL,32.9,-106.3,20,2008,NA
AL052008,EDOUARD,14,2008-08-05T12:00:00Z,Tropical storm,L,29.6,-94.2,55,2008,29.58999933861196
AL052008,EDOUARD,14,2008-08-05T18:00:00Z,Tropical storm,IL,30,-94.8,40,2008,NA
AL052008,EDOUARD,14,2008-08-06T00:00:00Z,Tropical depression,IL,30.6,-95.7,30,2008,NA
AL052008,EDOUARD,14,2008-08-06T06:00:00Z,Other low,IL,31.4,-97,25,2008,NA
AL052008,EDOUARD,14,2008-08-06T12:00:00Z,Other low,IL,32,-98,20,2008,NA
AL052008,EDOUARD,14,2008-08-06T18:00:00Z,Other low,IL,32.7,-98.7,20,2008,NA
AL062008,FAY,60,2008-08-15T14:30:00Z,Tropical storm,L,18.5,-68.4,35,2008,28.949999352917075
AL062008,FAY,60,2008-08-16T11:45:00Z,Tropical storm,L,18.8,-72.8,40,2008,29.879999332129955
AL062008,FAY,60,2008-08-17T09:00:00Z,Tropical storm,L,19.9,-77.4,45,2008,30.04999932833016
AL062008,FAY,60,2008-08-18T07:00:00Z,Tropical storm,L,22.1,-80.8,45,2008,NA
AL062008,FAY,60,2008-08-18T20:30:00Z,Tropical storm,L,24.5,-81.8,50,2008,29.66999933682382
AL062008,FAY,60,2008-08-19T08:45:00Z,Tropical storm,L,25.9,-81.6,55,2008,29.769999334588647
AL062008,FAY,60,2008-08-19T12:00:00Z,Tropical storm,IL,26.4,-81.4,55,2008,NA
AL062008,FAY,60,2008-08-19T18:00:00Z,Tropical storm,IL,27,-81.1,60,2008,NA
AL062008,FAY,60,2008-08-20T00:00:00Z,Tropical storm,IL,27.5,-80.9,55,2008,NA
AL062008,FAY,60,2008-08-20T06:00:00Z,Tropical storm,IL,28,-80.6,50,2008,NA
AL062008,FAY,60,2008-08-20T12:00:00Z,Tropical storm,IL,28.4,-80.6,45,2008,NA
AL062008,FAY,60,2008-08-21T19:00:00Z,Tropical storm,L,29.3,-81.1,55,2008,NA
AL062008,FAY,60,2008-08-22T00:00:00Z,Tropical storm,IL,29.3,-81.2,50,2008,NA
AL062008,FAY,60,2008-08-22T06:00:00Z,Tropical storm,IL,29.5,-81.9,50,2008,NA
AL062008,FAY,60,2008-08-22T12:00:00Z,Tropical storm,IL,29.6,-82.4,45,2008,NA
AL062008,FAY,60,2008-08-22T18:00:00Z,Tropical storm,IL,29.8,-83,40,2008,NA
AL062008,FAY,60,2008-08-23T06:15:00Z,Tropical storm,L,29.8,-84.7,45,2008,NA
AL062008,FAY,60,2008-08-23T12:00:00Z,Tropical storm,IL,30,-85.2,40,2008,NA
AL062008,FAY,60,2008-08-23T18:00:00Z,Tropical storm,IL,30.5,-85.9,40,2008,NA
AL062008,FAY,60,2008-08-24T00:00:00Z,Tropical depression,IL,30.8,-86.7,30,2008,NA
AL062008,FAY,60,2008-08-24T06:00:00Z,Tropical depression,IL,31.1,-87.7,30,2008,NA
AL062008,FAY,60,2008-08-24T12:00:00Z,Tropical depression,IL,31.8,-88.4,30,2008,NA
AL062008,FAY,60,2008-08-24T18:00:00Z,Tropical depression,IL,31.5,-89.7,30,2008,NA
AL062008,FAY,60,2008-08-25T00:00:00Z,Tropical depression,IL,31.3,-90,30,2008,NA
AL062008,FAY,60,2008-08-25T06:00:00Z,Tropical depression,IL,31.5,-89.9,30,2008,NA
AL062008,FAY,60,2008-08-25T12:00:00Z,Tropical depression,IL,32,-89.4,25,2008,NA
AL062008,FAY,60,2008-08-25T18:00:00Z,Tropical depression,IL,32.4,-89,25,2008,NA
AL062008,FAY,60,2008-08-26T00:00:00Z,Tropical depression,IL,32.7,-88.6,20,2008,NA
AL062008,FAY,60,2008-08-26T06:00:00Z,Tropical depression,IL,33.3,-87.9,20,2008,NA
AL062008,FAY,60,2008-08-26T12:00:00Z,Tropical depression,IL,33.9,-87.2,20,2008,NA
AL062008,FAY,60,2008-08-26T18:00:00Z,Tropical depression,IL,34.6,-86.5,20,2008,NA
AL062008,FAY,60,2008-08-27T00:00:00Z,Tropical depression,IL,35,-85.8,15,2008,NA
AL062008,FAY,60,2008-08-27T06:00:00Z,Extratropical cyclone,IL,35.5,-85.1,15,2008,NA
AL062008,FAY,60,2008-08-27T12:00:00Z,Extratropical cyclone,IL,36.1,-84.4,15,2008,NA
AL062008,FAY,60,2008-08-27T18:00:00Z,Extratropical cyclone,IL,36.9,-83.6,15,2008,NA
AL062008,FAY,60,2008-08-28T00:00:00Z,Extratropical cyclone,IL,37.4,-83.2,15,2008,NA
AL062008,FAY,60,2008-08-28T06:00:00Z,Extratropical cyclone,IL,37.7,-82.6,15,2008,NA
AL072008,GUSTAV,50,2008-08-26T18:00:00Z,Hurricane,L,18.1,-72.8,70,2008,29.15999934822321
AL072008,GUSTAV,50,2008-08-27T00:00:00Z,Tropical storm,IL,18.4,-73.1,50,2008,NA
AL072008,GUSTAV,50,2008-08-28T18:00:00Z,Tropical storm,L,18,-76.2,60,2008,28.879999354481697
AL072008,GUSTAV,50,2008-08-29T02:00:00Z,Tropical storm,L,17.9,-77.2,60,2008,28.449999364092946
AL072008,GUSTAV,50,2008-08-30T18:00:00Z,Hurricane,L,21.6,-82.5,125,2008,NA
AL072008,GUSTAV,50,2008-08-30T22:00:00Z,Hurricane,L,22.4,-83.1,135,2008,30.819999311119318
AL072008,GUSTAV,50,2008-08-31T00:00:00Z,Hurricane,IL,22.7,-83.5,120,2008,NA
AL072008,GUSTAV,50,2008-09-01T15:00:00Z,Hurricane,L,29.2,-90.7,90,2008,27.909999376162887
AL072008,GUSTAV,50,2008-09-01T18:00:00Z,Hurricane,IL,29.8,-91.4,85,2008,NA
AL072008,GUSTAV,50,2008-09-02T00:00:00Z,Tropical storm,IL,30.7,-92.3,60,2008,NA
AL072008,GUSTAV,50,2008-09-02T06:00:00Z,Tropical storm,IL,31.4,-93.1,40,2008,NA
AL072008,GUSTAV,50,2008-09-02T12:00:00Z,Tropical depression,IL,32.1,-93.5,30,2008,NA
AL072008,GUSTAV,50,2008-09-02T18:00:00Z,Tropical depression,IL,32.7,-93.9,20,2008,NA
AL072008,GUSTAV,50,2008-09-03T00:00:00Z,Tropical depression,IL,33.2,-93.9,20,2008,NA
AL072008,GUSTAV,50,2008-09-03T06:00:00Z,Tropical depression,IL,33.7,-94.3,20,2008,NA
AL072008,GUSTAV,50,2008-09-03T12:00:00Z,Tropical depression,IL,33.8,-94.4,20,2008,NA
AL072008,GUSTAV,50,2008-09-03T18:00:00Z,Tropical depression,IL,34,-94.4,20,2008,NA
AL072008,GUSTAV,50,2008-09-04T00:00:00Z,Tropical depression,IL,34.3,-94.1,15,2008,NA
AL072008,GUSTAV,50,2008-09-04T06:00:00Z,Tropical depression,IL,34.8,-93.4,15,2008,NA
AL072008,GUSTAV,50,2008-09-04T12:00:00Z,Extratropical cyclone,IL,36.2,-92.3,15,2008,NA
AL072008,GUSTAV,50,2008-09-04T18:00:00Z,Extratropical cyclone,IL,38.5,-90.7,20,2008,NA
AL072008,GUSTAV,50,2008-09-05T00:00:00Z,Extratropical cyclone,IL,40.2,-88.7,20,2008,NA
AL082008,HANNA,49,2008-09-02T00:00:00Z,Hurricane,L,21.8,-72.3,75,2008,29.449999341741204
AL082008,HANNA,49,2008-09-03T19:00:00Z,Tropical storm,L,21.7,-71.8,50,2008,28.069999372586608
AL082008,HANNA,49,2008-09-06T07:00:00Z,Tropical storm,L,33.8,-78.7,60,2008,28.129999371245503
AL082008,HANNA,49,2008-09-06T12:00:00Z,Tropical storm,IL,35.7,-78.1,45,2008,NA
AL082008,HANNA,49,2008-09-06T18:00:00Z,Tropical storm,IL,37.8,-76.7,45,2008,NA
AL082008,HANNA,49,2008-09-07T00:00:00Z,Tropical storm,IL,40,-74.5,45,2008,NA
AL082008,HANNA,49,2008-09-07T06:00:00Z,Extratropical cyclone,IL,41.9,-71.7,45,2008,NA
AL092008,IKE,62,2008-09-07T13:00:00Z,Hurricane,L,21,-73.2,110,2008,28.409999364987016
AL092008,IKE,62,2008-09-08T02:00:00Z,Hurricane,L,21.1,-75.7,115,2008,28.859999354928732
AL092008,IKE,62,2008-09-08T06:00:00Z,Hurricane,IL,21.1,-76.5,100,2008,NA
AL092008,IKE,62,2008-09-08T12:00:00Z,Hurricane,IL,21.1,-77.8,85,2008,NA
AL092008,IKE,62,2008-09-09T14:00:00Z,Hurricane,L,22.6,-82.9,70,2008,29.639999337494373
AL092008,IKE,62,2008-09-09T18:00:00Z,Hurricane,IL,22.7,-83.3,65,2008,NA
AL092008,IKE,62,2008-09-13T07:00:00Z,Hurricane,L,29.3,-94.7,95,2008,28.369999365881085
AL092008,IKE,62,2008-09-13T12:00:00Z,Hurricane,IL,30.3,-95.2,85,2008,NA
AL092008,IKE,62,2008-09-13T18:00:00Z,Tropical storm,IL,31.7,-95.3,50,2008,NA
AL092008,IKE,62,2008-09-14T00:00:00Z,Tropical storm,IL,33.5,-94.9,35,2008,NA
AL092008,IKE,62,2008-09-14T06:00:00Z,Tropical storm,IL,35.5,-93.7,35,2008,NA
AL092008,IKE,62,2008-09-14T12:00:00Z,Extratropical cyclone,IL,37.6,-91,40,2008,NA
AL092008,IKE,62,2008-09-14T18:00:00Z,Extratropical cyclone,IL,40.3,-87.2,50,2008,NA
AL092008,IKE,62,2008-09-15T00:00:00Z,Extratropical cyclone,IL,43.3,-81.5,50,2008,NA
AL092008,IKE,62,2008-09-15T06:00:00Z,Extratropical cyclone,IL,45.8,-75.3,40,2008,NA
