storm.id,storm.name,n.obs,date.time,status,record.id,lat,long,wind,storm.year,sst
AL112001,IRIS,22,2001-10-09T06:00:00Z,Tropical storm,IL,16.2,-89.9,60,2001,NA
AL112001,IRIS,22,2001-10-09T12:00:00Z,Tropical depression,IL,16.2,-91.9,30,2001,NA
AL132001,KAREN,19,2001-10-15T12:00:00Z,Tropical storm,L,44.2,-64.8,40,2001,NA
AL152001,MICHELLE,34,2001-11-04T18:00:00Z,Hurricane,L,21.5,-81.8,120,2001,27.389999387785792
AL152001,MICHELLE,34,2001-11-04T23:00:00Z,Hurricane,L,22.1,-81.2,115,2001,27.449999386444688
AL152001,MICHELLE,34,2001-11-05T00:00:00Z,Hurricane,IL,22.3,-80.9,105,2001,NA
AL152001,MICHELLE,34,2001-11-05T12:00:00Z,Hurricane,L,24.3,-78,80,2001,26.889999398961663
AL152001,MICHELLE,34,2001-11-05T18:00:00Z,Hurricane,L,25.4,-76.4,75,2001,26.59999940544367
AL022002,BERTHA,23,2002-08-05T02:00:00Z,Tropical storm,L,29.4,-89.3,35,2002,29.42999934218824
AL022002,BERTHA,23,2002-08-05T06:00:00Z,Tropical storm,IL,29.6,-89.7,35,2002,NA
AL022002,BERTHA,23,2002-08-09T08:00:00Z,Tropical depression,L,27.3,-97.4,20,2002,NA
AL022002,BERTHA,23,2002-08-09T12:00:00Z,Tropical depression,IL,27.5,-97.7,20,2002,NA
AL052002,EDOUARD,21,2002-09-05T00:45:00Z,Tropical storm,L,29.4,-81.1,35,2002,NA
AL052002,EDOUARD,21,2002-09-05T06:00:00Z,Tropical depression,IL,29.2,-81.6,25,2002,NA
AL052002,EDOUARD,21,2002-09-05T12:00:00Z,Tropical depression,IL,28.9,-82.4,20,2002,NA
AL062002,FAY,23,2002-09-07T09:00:00Z,Tropical storm,L,28.5,-96.3,50,2002,28.76999935694039
AL062002,FAY,23,2002-09-07T12:00:00Z,Tropical depression,IL,29.1,-96.9,30,2002,NA
AL062002,FAY,23,2002-09-07T18:00:00Z,Tropical depression,IL,28.9,-98.5,25,2002,NA
AL062002,FAY,23,2002-09-08T00:00:00Z,Tropical depression,IL,28.9,-98.9,20,2002,NA
AL062002,FAY,23,2002-09-08T06:00:00Z,Other low,IL,28.7,-99.3,15,2002,NA
AL062002,FAY,23,2002-09-08T12:00:00Z,Other low,IL,29,-99.5,10,2002,NA
AL062002,FAY,23,2002-09-08T18:00:00Z,Other low,IL,28.9,-99.1,10,2002,NA
AL062002,FAY,23,2002-09-09T00:00:00Z,Other low,IL,28.5,-99.2,10,2002,NA
AL062002,FAY,23,2002-09-09T06:00:00Z,Other low,IL,28.3,-99.2,10,2002,NA
AL062002,FAY,23,2002-09-09T12:00:00Z,Other low,IL,28.1,-99.4,10,2002,NA
AL062002,FAY,23,2002-09-09T18:00:00Z,Other low,IL,27.8,-99.6,10,2002,NA
AL062002,FAY,23,2002-09-10T00:00:00Z,Other low,IL,27.4,-99.5,10,2002,NA
AL062002,FAY,23,2002-09-10T06:00:00Z,Other low,IL,27,-99.3,10,2002,NA
AL062002,FAY,23,2002-09-10T12:00:00Z,Other low,IL,26.8,-99.8,10,2002,NA
AL062002,FAY,23,2002-09-10T18:00:00Z,Other low,IL,26.6,-100.4,10,2002,NA
AL062002,FAY,23,2002-09-11T00:00:00Z,Other low,IL,26.5,-101,10,2002,NA
AL082002,GUSTAV,30,2002-09-12T04:30:00Z,Hurricane,L,45.6,-60.4,80,2002,16.159999638795853
AL082002,GUSTAV,30,2002-09-12T09:00:00Z,Hurricane,L,47.6,-58.6,65,2002,12.379999723285437
AL082002,GUSTAV,30,2002-09-12T12:00:00Z,Extratropical cyclone,IL,48.6,-57.7,60,2002,NA
AL092002,HANNA,17,2002-09-14T08:00:00Z,Tropical storm,L,29.1,-89.1,50,2002,27.199999392032623
AL092002,HANNA,17,2002-09-14T15:00:00Z,Tropical storm,L,30.4,-88.4,50,2002,27.179999392479658
AL092002,HANNA,17,2002-09-14T18:00:00Z,Tropical depression,IL,30.8,-88,30,2002,NA
AL092002,HANNA,17,2002-09-15T00:00:00Z,Tropical depression,IL,31.5,-87,20,2002,NA
AL092002,HANNA,17,2002-09-15T06:00:00Z,Tropical depression,IL,32,-86,20,2002,NA
AL092002,HANNA,17,2002-09-15T12:00:00Z,Tropical depression,IL,33,-85,20,2002,NA
AL102002,ISIDORE,55,2002-09-20T21:00:00Z,Hurricane,L,22,-84.1,75,2002,29.599999338388443
AL102002,ISIDORE,55,2002-09-22T21:00:00Z,Hurricane,L,21.3,-89.3,110,2002,28.139999371021986
AL102002,ISIDORE,55,2002-09-23T00:00:00Z,Hurricane,IL,21,-89.4,100,2002,NA
AL102002,ISIDORE,55,2002-09-23T06:00:00Z,Hurricane,IL,20.6,-89.6,70,2002,NA
AL102002,ISIDORE,55,2002-09-23T12:00:00Z,Tropical storm,IL,20.1,-89.6,60,2002,NA
AL102002,ISIDORE,55,2002-09-23T18:00:00Z,Tropical storm,IL,20.3,-89.4,50,2002,NA
AL102002,ISIDORE,55,2002-09-24T00:00:00Z,Tropical storm,IL,20.5,-89.3,35,2002,NA
AL102002,ISIDORE,55,2002-09-24T06:00:00Z,Tropical storm,IL,21,-89.5,45,2002,NA
AL102002,ISIDORE,55,2002-09-26T06:00:00Z,Tropical storm,L,29.1,-90.3,55,2002,27.91999937593937
AL102002,ISIDORE,55,2002-09-26T12:00:00Z,Tropical storm,IL,30,-89.9,55,2002,NA
AL102002,ISIDORE,55,2002-09-26T18:00:00Z,Tropical storm,IL,32.2,-89.8,40,2002,NA
AL102002,ISIDORE,55,2002-09-27T00:00:00Z,Tropical depression,IL,33,-89,20,2002,NA
AL102002,ISIDORE,55,2002-09-27T06:00:00Z,Tropical depression,IL,35,-86.5,20,2002,NA
AL102002,ISIDORE,55,2002-09-27T12:00:00Z,Tropical depression,IL,39.1,-82.9,20,2002,NA
AL102002,ISIDORE,55,2002-09-27T18:00:00Z,Extratropical cyclone,IL,40.9,-79.5,20,2002,NA
AL122002,KYLE,90,2002-10-11T17:00:00Z,Tropical storm,L,33,-79.5,35,2002,25.75999942421913
AL122002,KYLE,90,2002-10-11T18:00:00Z,Tropical storm,IL,33.2,-79.3,35,2002,NA
AL122002,KYLE,90,2002-10-11T22:00:00Z,Tropical storm,L,33.9,-78.4,35,2002,26.039999417960644
AL122002,KYLE,90,2002-10-12T00:00:00Z,Tropical depression,IL,34.2,-78,30,2002,NA
AL132002,LILI,57,2002-09-30T14:00:00Z,Hurricane,L,19.7,-79.8,65,2002,28.909999353811145
AL132002,LILI,57,2002-10-01T11:00:00Z,Hurricane,L,21.3,-83,90,2002,28.84999935515225
AL132002,LILI,57,2002-10-01T14:00:00Z,Hurricane,L,22.1,-84,90,2002,NA
AL132002,LILI,57,2002-10-03T13:00:00Z,Hurricane,L,29.5,-92.2,80,2002,27.089999394491315
AL132002,LILI,57,2002-10-03T18:00:00Z,Tropical storm,IL,30.5,-92.4,60,2002,NA
AL132002,LILI,57,2002-10-04T00:00:00Z,Tropical storm,IL,31.9,-92.1,40,2002,NA
AL132002,LILI,57,2002-10-04T06:00:00Z,Tropical depression,IL,33.5,-91.4,30,2002,NA
AL132002,LILI,57,2002-10-04T12:00:00Z,Tropical depression,IL,35.8,-90,25,2002,NA
AL142002,UNNAMED,11,2002-10-16T16:00:00Z,Tropical depression,L,22,-80.7,25,2002,27.979999374598265
AL142002,UNNAMED,11,2002-10-16T18:00:00Z,Tropical depression,IL,22.4,-80.5,25,2002,NA
AL032003,BILL,21,2003-06-30T19:00:00Z,Tropical storm,L,29.3,-91,50,2003,NA
AL032003,BILL,21,2003-07-01T00:00:00Z,Tropical storm,IL,30.4,-90.3,45,2003,NA
AL032003,BILL,21,2003-07-01T06:00:00Z,Tropical depression,IL,31.6,-89.3,30,2003,NA
AL032003,BILL,21,2003-07-01T12:00:00Z,Tropical depression,IL,32.7,-88.4,25,2003,NA
AL032003,BILL,21,2003-07-01T18:00:00Z,Tropical depression,IL,33.6,-87,20,2003,NA
AL032003,BILL,21,2003-07-02T00:00:00Z,Tropical depression,IL,34.1,-86,20,2003,NA
AL032003,BILL,21,2003-07-02T06:00:00Z,Tropical depression,IL,35,-84.5,20,2003,NA
AL032003,BILL,21,2003-07-02T12:00:00Z,Tropical depression,IL,35.6,-83.5,20,2003,NA
AL032003,BILL,21,2003-07-02T18:00:00Z,Extratropical cyclone,IL,36.5,-82,20,2003,NA
AL032003,BILL,21,2003-07-03T00:00:00Z,Extratropical cyclone,IL,37.3,-79.5,20,2003,NA
AL042003,CLAUDETTE,45,2003-07-11T10:00:00Z,Tropical storm,L,20.8,-86.9,50,2003,28.719999358057976
AL042003,CLAUDETTE,45,2003-07-11T12:00:00Z,Tropical storm,IL,21.1,-87.2,50,2003,NA
AL042003,CLAUDETTE,45,2003-07-15T15:30:00Z,Hurricane,L,28.3,-96.2,80,2003,28.42999936453998
AL042003,CLAUDETTE,45,2003-07-15T18:00:00Z,Hurricane,IL,28.6,-96.9,70,2003,NA
AL042003,CLAUDETTE,45,2003-07-16T00:00:00Z,Tropical storm,IL,28.5,-98.2,50,2003,NA
AL042003,CLAUDETTE,45,2003-07-16T06:00:00Z,Tropical storm,IL,28.5,-99.4,40,2003,NA
AL042003,CLAUDETTE,45,2003-07-16T12:00:00Z,Tropical storm,IL,28.8,-100.8,35,2003,NA
AL042003,CLAUDETTE,45,2003-07-16T18:00:00Z,Tropical storm,IL,29.3,-102.6,35,2003,NA
AL042003,CLAUDETTE,45,2003-07-17T00:00:00Z,Tropical depression,IL,29.9,-104.3,30,2003,NA
AL042003,CLAUDETTE,45,2003-07-17T06:00:00Z,Other low,IL,30.5,-106,25,2003,NA
AL042003,CLAUDETTE,45,2003-07-17T12:00:00Z,Other low,IL,30.9,-107.7,25,2003,NA
AL072003,UNNAMED,7,2003-07-26T06:00:00Z,Tropical depression,L,31.5,-81.3,25,2003,NA
AL072003,UNNAMED,7,2003-07-26T12:00:00Z,Tropical depression,IL,32.3,-82,20,2003,NA
AL072003,UNNAMED,7,2003-07-26T18:00:00Z,Tropical depression,IL,32.8,-82.6,15,2003,NA
AL072003,UNNAMED,7,2003-07-27T00:00:00Z,Tropical depression,IL,33,-83,15,2003,NA
AL082003,ERIKA,11,2003-08-16T10:30:00Z,Hurricane,L,25.3,-97.4,65,2003,28.059999372810125
AL112003,GRACE,13,2003-08-31T11:00:00Z,Tropical storm,L,29.4,-95.1,35,2003,NA
AL112003,GRACE,13,2003-08-31T12:00:00Z,Tropical storm,IL,29.4,-95.2,35,2003,NA
AL112003,GRACE,13,2003-08-31T18:00:00Z,Tropical depression,IL,30.1,-95.6,30,2003,NA
AL112003,GRACE,13,2003-09-01T00:00:00Z,Tropical depression,IL,30.9,-96.4,25,2003,NA
AL112003,GRACE,13,2003-09-01T06:00:00Z,Tropical depression,IL,31.9,-96.6,20,2003,NA
AL112003,GRACE,13,2003-09-01T12:00:00Z,Tropical depression,IL,32.6,-96.5,20,2003,NA
AL112003,GRACE,13,2003-09-01T18:00:00Z,Tropical depression,IL,33.6,-95.7,20,2003,NA
AL112003,GRACE,13,2003-09-02T00:00:00Z,Tropical depression,IL,34.1,-95,15,2003,NA
AL112003,GRACE,13,2003-09-02T06:00:00Z,Tropical depression,IL,34.6,-94.5,15,2003,NA
AL122003,HENRI,22,2003-09-06T09:00:00Z,Tropical depression,L,27.9,-82.8,30,2003,27.829999377951026
AL122003,HENRI,22,2003-09-06T12:00:00Z,Tropical depression,IL,28.4,-81.8,25,2003,NA
AL132003,ISABEL,58,2003-09-18T17:00:00Z,Hurricane,L,34.9,-76.2,90,2003,23.799999468028545
AL152003,JUAN,22,2003-09-29T03:00:00Z,Hurricane,L,44.4,-63.8,85,2003,16.72999962605536
AL152003,JUAN,22,2003-09-29T06:00:00Z,Hurricane,IL,46,-63.8,65,2003,NA
AL172003,LARRY,42,2003-10-05T10:00:00Z,Tropical storm,L,18.4,-93.5,50,2003,29.07999935001135
AL202003,ODETTE,23,2003-12-06T23:00:00Z,Tropical storm,L,17.8,-71.5,50,2003,28.749999357387424
AL202003,ODETTE,23,2003-12-07T00:00:00Z,Tropical storm,IL,17.9,-71.4,45,2003,NA
AL202003,ODETTE,23,2003-12-07T06:00:00Z,Tropical storm,IL,18.9,-70.6,40,2003,NA
AL022004,BONNIE,44,2004-08-12T14:00:00Z,Tropical storm,L,29.6,-85.1,40,2004,28.179999370127916
AL032004,CHARLEY,30,2004-08-13T04:30:00Z,Hurricane,L,22.7,-82.6,105,2004,29.639999337494373
AL032004,CHARLEY,30,2004-08-13T06:00:00Z,Hurricane,IL,23,-82.6,105,2004,NA
AL032004,CHARLEY,30,2004-08-13T19:45:00Z,Hurricane,L,26.6,-82.2,130,2004,NA
AL032004,CHARLEY,30,2004-08-13T20:45:00Z,Hurricane,IL,26.9,-82.1,125,2004,NA
AL032004,CHARLEY,30,2004-08-14T00:00:00Z,Hurricane,IL,28.1,-81.6,75,2004,NA
AL032004,CHARLEY,30,2004-08-14T14:00:00Z,Hurricane,L,33,-79.4,70,2004,26.899999398738146
AL032004,CHARLEY,30,2004-08-14T16:00:00Z,Hurricane,L,33.8,-78.7,65,2004,27.409999387338758
AL032004,CHARLEY,30,2004-08-14T18:00:00Z,Tropical storm,IL,34.5,-78.1,60,2004,NA
AL062004,FRANCES,75,2004-09-02T19:30:00Z,Hurricane,L,24,-74.5,110,2004,28.8199993558228
AL062004,FRANCES,75,2004-09-03T05:30:00Z,Hurricane,L,24.6,-75.6,100,2004,28.829999355599284
AL062004,FRANCES,75,2004-09-03T10:00:00Z,Hurricane,L,25.1,-76.1,95,2004,29.12999934889376
AL062004,FRANCES,75,2004-09-04T10:00:00Z,Hurricane,L,26.6,-78.2,90,2004,29.539999339729548
AL062004,FRANCES,75,2004-09-05T04:30:00Z,Hurricane,L,27.2,-80.2,90,2004,29.149999348446727
AL062004,FRANCES,75,2004-09-06T18:00:00Z,Tropical storm,L,30.1,-84,50,2004,29.35999934375286
AL062004,FRANCES,75,2004-09-07T00:00:00Z,Tropical storm,IL,31,-84.6,35,2004,NA
AL062004,FRANCES,75,2004-09-07T06:00:00Z,Tropical depression,IL,31.5,-85,30,2004,NA
AL062004,FRANCES,75,2004-09-07T12:00:00Z,Tropical depression,IL,32,-85.2,25,2004,NA
AL062004,FRANCES,75,2004-09-07T18:00:00Z,Tropical depression,IL,32.5,-85.1,25,2004,NA
AL062004,FRANCES,75,2004-09-08T00:00:00Z,Tropical depression,IL,33.4,-84.7,25,2004,NA
AL062004,FRANCES,75,2004-09-08T06:00:00Z,Tropical depression,IL,34.3,-84.3,25,2004,NA
AL062004,FRANCES,75,2004-09-08T12:00:00Z,Tropical depression,IL,36.1,-83.2,25,2004,NA
AL062004,FRANCES,75,2004-09-08T18:00:00Z,Tropical depression,IL,37.8,-82.1,25,2004,NA
AL062004,FRANCES,75,2004-09-09T00:00:00Z,Extratropical cyclone,IL,38.7,-81.3,25,2004,NA
AL062004,FRANCES,75,2004-09-09T06:00:00Z,Extratropical cyclone,IL,40.5,-80,30,2004,NA
AL062004,FRANCES,75,2004-09-09T12:00:00Z,Extratropical cyclone,IL,42.8,-77.7,35,2004,NA
AL062004,FRANCES,75,2004-09-09T18:00:00Z,Extratropical cyclone,IL,44.3,-75.7,30,2004,NA
AL062004,FRANCES,75,2004-09-10T00:00:00Z,Extratropical cyclone,IL,45.3,-73.3,25,2004,NA
AL062004,FRANCES,75,2004-09-10T06:00:00Z,Extratropical cyclone,IL,46.2,-70.5,20,2004,NA
AL062004,FRANCES,75,2004-09-10T12:00:00Z,Extratropical cyclone,IL,46.6,-67.3,20,2004,NA
AL072004,GASTON,28,2004-08-29T14:00:00Z,Hurricane,L,33,-79.6,65,2004,27.02999939583242
AL072004,GASTON,28,2004-08-29T18:00:00Z,Tropical storm,IL,33.5,-79.6,45,2004,NA
AL072004,GASTON,28,2004-08-30T00:00:00Z,Tropical depression,IL,34.2,-79.4,30,2004,NA
AL072004,GASTON,28,2004-08-30T06:00:00Z,Tropical depression,IL,34.9,-79.1,30,2004,NA
AL072004,GASTON,28,2004-08-30T12:00:00Z,Tropical depression,IL,35.6,-78.7,25,2004,NA
AL072004,GASTON,28,2004-08-30T18:00:00Z,Tropical depression,IL,36.4,-77.8,30,2004,NA
AL072004,GASTON,28,2004-08-31T00:00:00Z,Tropical storm,IL,37.2,-76.6,35,2004,NA
AL082004,HERMINE,16,2004-08-31T06:00:00Z,Tropical storm,L,41.5,-70.9,35,2004,20.389999544247985
AL092004,IVAN,94,2004-09-16T06:50:00Z,Hurricane,L,30.2,-87.9,105,2004,26.709999402984977
AL092004,IVAN,94,2004-09-16T12:00:00Z,Hurricane,IL,31.4,-87.7,70,2004,NA
AL092004,IVAN,94,2004-09-16T18:00:00Z,Tropical storm,IL,32.5,-87.4,50,2004,NA
AL092004,IVAN,94,2004-09-17T00:00:00Z,Tropical depression,IL,33.8,-86.5,30,2004,NA
AL092004,IVAN,94,2004-09-17T06:00:00Z,Tropical depression,IL,34.7,-85.7,25,2004,NA
AL092004,IVAN,94,2004-09-17T12:00:00Z,Tropical depression,IL,35.4,-84,20,2004,NA
AL092004,IVAN,94,2004-09-17T18:00:00Z,Tropical depression,IL,36.2,-82.3,20,2004,NA
AL092004,IVAN,94,2004-09-18T00:00:00Z,Tropical depression,IL,37,-80.5,20,2004,NA
AL092004,IVAN,94,2004-09-18T06:00:00Z,Tropical depression,IL,37.7,-78.5,15,2004,NA
AL092004,IVAN,94,2004-09-18T12:00:00Z,Tropical depression,IL,38.4,-76.7,15,2004,NA
AL092004,IVAN,94,2004-09-18T18:00:00Z,Extratropical cyclone,IL,38,-75.5,25,2004,NA
AL092004,IVAN,94,2004-09-24T02:00:00Z,Tropical depression,L,29.8,-93.6,30,2004,NA
AL092004,IVAN,94,2004-09-24T06:00:00Z,Tropical depression,IL,30.1,-94.2,25,2004,NA
AL112004,JEANNE,69,2004-09-14T04:00:00Z,Tropical depression,L,16.2,-61.3,30,2004,29.169999347999692
AL112004,JEANNE,69,2004-09-15T16:00:00Z,Tropical storm,L,18,-66,60,2004,27.169999392703176
AL112004,JEANNE,69,2004-09-15T18:00:00Z,Tropical storm,IL,18.1,-66.2,60,2004,NA
AL112004,JEANNE,69,2004-09-16T00:00:00Z,Tropical storm,IL,18.5,-67.1,60,2004,NA
AL112004,JEANNE,69,2004-09-16T11:00:00Z,Hurricane,L,18.6,-68.3,70,2004,28.719999358057976
AL112004,JEANNE,69,2004-09-16T12:00:00Z,Hurricane,IL,18.6,-68.5,70,2004,NA
AL112004,JEANNE,69,2004-09-16T18:00:00Z,Hurricane,IL,18.8,-69,65,2004,NA
AL112004,JEANNE,69,2004-09-25T14:00:00Z,Hurricane,L,26.7,-77.3,100,2004,27.589999383315444
AL112004,JEANNE,69,2004-09-26T04:00:00Z,Hurricane,L,27.2,-80.2,105,2004,27.679999381303787
AL112004,JEANNE,69,2004-09-26T06:00:00Z,Hurricane,IL,27.3,-80.6,95,2004,NA
AL112004,JEANNE,69,2004-09-26T12:00:00Z,Hurricane,IL,27.7,-81.6,75,2004,NA
AL112004,JEANNE,69,2004-09-26T18:00:00Z,Tropical storm,IL,28.3,-82.3,55,2004,NA
AL112004,JEANNE,69,2004-09-27T00:00:00Z,Tropical storm,IL,29.3,-82.7,45,2004,NA
AL112004,JEANNE,69,2004-09-27T06:00:00Z,Tropical storm,IL,30.1,-83.3,40,2004,NA
AL112004,JEANNE,69,2004-09-27T12:00:00Z,Tropical storm,IL,31.1,-83.9,35,2004,NA
AL112004,JEANNE,69,2004-09-27T18:00:00Z,Tropical depression,IL,32.5,-83.6,30,2004,NA
AL112004,JEANNE,69,2004-09-28T00:00:00Z,Tropical depression,IL,33.2,-83.2,25,2004,NA
AL112004,JEANNE,69,2004-09-28T06:00:00Z,Tropical depression,IL,34.1,-82.4,20,2004,NA
AL112004,JEANNE,69,2004-09-28T12:00:00Z,Tropical depression,IL,35.4,-81,20,2004,NA
AL112004,JEANNE,69,2004-09-28T18:00:00Z,Tropical depression,IL,37.3,-78.4,25,2004,NA
AL142004,MATTHEW,13,2004-10-10T11:00:00Z,Tropical storm,L,29.2,-91,35,2004,27.359999388456345
AL142004,MATTHEW,13,2004-10-10T12:00:00Z,Tropical depression,IL,29.4,-90.9,30,2004,NA
AL142004,MATTHEW,13,2004-10-10T18:00:00Z,Tropical depression,IL,30.4,-90.9,25,2004,NA
AL142004,MATTHEW,13,2004-10-11T00:00:00Z,Extratropical cyclone,IL,32,-91,25,2004,NA
AL142004,MATTHEW,13,2004-10-11T06:00:00Z,Extratropical cyclone,IL,33.6,-91.9,20,2004,NA
AL012005,ARLENE,26,2005-06-10T08:00:00Z,Tropical storm,L,21.8,-84.5,45,2005,28.209999369457364
AL012005,ARLENE,26,2005-06-11T19:00:00Z,Tropical storm,L,30.3,-87.5,50,2005,NA
AL012005,ARLENE,26,2005-06-12T00:00:00Z,Tropical depression,IL,31.4,-87.6,30,2005,NA
AL012005,ARLENE,26,2005-06-12T06:00:00Z,Tropical depression,IL,32.7,-87.7,25,2005,NA
AL012005,ARLENE,26,2005-06-12T12:00:00Z,Tropical depression,IL,35,-88,20,2005,NA
AL012005,ARLENE,26,2005-06-12T18:00:00Z,Tropical depression,IL,37,-87.8,20,2005,NA
AL012005,ARLENE,26,2005-06-13T00:00:00Z,Tropical depression,IL,38.5,-87.5,20,2005,NA
AL012005,ARLENE,26,2005-06-13T06:00:00Z,Tropical depression,IL,40.5,-86,20,2005,NA
AL012005,ARLENE,26,2005-06-13T12:00:00Z,Other low,IL,42,-85,20,2005,NA
AL012005,ARLENE,26,2005-06-13T18:00:00Z,Extratropical cyclone,IL,43,-84,20,2005,NA
AL012005,ARLENE,26,2005-06-14T00:00:00Z,Extratropical cyclone,IL,43.7,-81.1,20,2005,NA
AL012005,ARLENE,26,2005-06-14T06:00:00Z,Extratropical cyclone,IL,44.8,-77.6,20,2005,NA
AL022005,BRET,7,2005-06-29T12:00:00Z,Tropical storm,L,20.8,-97.3,35,2005,NA
AL022005,BRET,7,2005-06-29T18:00:00Z,Tropical depression,IL,21.4,-98.1,25,2005,NA
AL022005,BRET,7,2005-06-30T00:00:00Z,Tropical depression,IL,22,-98.5,25,2005,NA
AL032005,CINDY,34,2005-07-04T03:30:00Z,Tropical depression,L,19,-87.6,30,2005,29.829999333247542
AL032005,CINDY,34,2005-07-04T06:00:00Z,Tropical depression,IL,19.3,-87.9,30,2005,NA
AL032005,CINDY,34,2005-07-04T12:00:00Z,Tropical depression,IL,20.9,-88.5,25,2005,NA
AL032005,CINDY,34,2005-07-06T03:00:00Z,Hurricane,L,29.2,-90.1,65,2005,28.019999373704195
AL032005,CINDY,34,2005-07-06T06:00:00Z,Tropical storm,IL,29.6,-90,50,2005,NA
AL032005,CINDY,34,2005-07-06T09:00:00Z,Tropical storm,IL,30.2,-89.5,45,2005,NA
AL032005,CINDY,34,2005-07-06T12:00:00Z,Tropical storm,IL,30.8,-88.9,40,2005,NA
AL032005,CINDY,34,2005-07-06T18:00:00Z,Tropical depression,IL,31.6,-88.1,30,2005,NA
AL032005,CINDY,34,2005-07-07T00:00:00Z,Tropical depression,IL,32.4,-87.2,25,2005,NA
AL032005,CINDY,34,2005-07-07T06:00:00Z,Tropical depression,IL,33.2,-86.2,20,2005,NA
AL032005,CINDY,34,2005-07-07T12:00:00Z,Extratropical cyclone,IL,34.6,-84.1,20,2005,NA
AL032005,CINDY,34,2005-07-07T18:00:00Z,Extratropical cyclone,IL,35.6,-81.8,20,2005,NA
AL032005,CINDY,34,2005-07-08T00:00:00Z,Extratropical cyclone,IL,37.1,-80,20,2005,NA
AL032005,CINDY,34,2005-07-08T06:00:00Z,Extratropical cyclone,IL,37.8,-78.3,20,2005,NA
AL032005,CINDY,34,2005-07-08T12:00:00Z,Extratropical cyclone,IL,38.4,-76.7,25,2005,NA
AL042005,DENNIS,59,2005-07-04T21:00:00Z,Tropical depression,L,12.1,-61.6,30,2005,28.42999936453998
AL042005,DENNIS,59,2005-07-08T02:45:00Z,Hurricane,L,19.9,-77.6,120,2005,29.339999344199896
AL042005,DENNIS,59,2005-07-08T18:45:00Z,Hurricane,L,22.1,-80.7,120,2005,NA
AL042005,DENNIS,59,2005-07-10T19:30:00Z,Hurricane,L,30.4,-87.1,105,2005,28.059999372810125
AL042005,DENNIS,59,2005-07-11T00:00:00Z,Tropical storm,IL,31.5,-87.7,45,2005,NA
AL042005,DENNIS,59,2005-07-11T06:00:00Z,Tropical depression,IL,32.6,-88.5,30,2005,NA
AL042005,DENNIS,59,2005-07-11T12:00:00Z,Tropical depression,IL,33.9,-88.8,25,2005,NA
AL042005,DENNIS,59,2005-07-11T18:00:00Z,Tropical depression,IL,35.3,-89.1,20,2005,NA
AL042005,DENNIS,59,2005-07-12T00:00:00Z,Tropical depression,IL,36.4,-89.2,20,2005,NA
AL042005,DENNIS,59,2005-07-12T06:00:00Z,Tropical depression,IL,37.1,-89,15,2005,NA
AL042005,DENNIS,59,2005-07-12T12:00:00Z,Tropical depression,IL,37.7,-88.7,15,2005,NA
AL042005,DENNIS,59,2005-07-12T18:00:00Z,Tropical depression,IL,38.1,-88.3,15,2005,NA
AL042005,DENNIS,59,2005-07-13T00:00:00Z,Tropical depression,IL,38.5,-87.8,15,2005,NA
AL042005,DENNIS,59,2005-07-13T06:00:00Z,Tropical depression,IL,38.9,-87.2,15,2005,NA
AL042005,DENNIS,59,2005-07-13T12:00:00Z,Other low,IL,39.2,-86.5,15,2005,NA
AL042005,DENNIS,59,2005-07-13T18:00:00Z,Other low,IL,39.2,-85.8,15,2005,NA
AL042005,DENNIS,59,2005-07-14T00:00:00Z,Other low,IL,39.2,-85.7,10,2005,NA
AL042005,DENNIS,59,2005-07-14T06:00:00Z,Other low,IL,39,-85.6,10,2005,NA
AL042005,DENNIS,59,2005-07-14T12:00:00Z,Other low,IL,38.7,-85.6,10,2005,NA
AL042005,DENNIS,59,2005-07-14T18:00:00Z,Other low,IL,38.4,-85.6,10,2005,NA
AL042005,DENNIS,59,2005-07-15T00:00:00Z,Other low,IL,38.1,-85.8,10,2005,NA
AL042005,DENNIS,59,2005-07-15T06:00:00Z,Other low,IL,37.9,-86.2,10,2005,NA
AL042005,DENNIS,59,2005-07-15T12:00:00Z,Other low,IL,38.1,-86.4,10,2005,NA
AL042005,DENNIS,59,2005-07-15T18:00:00Z,Other low,IL,38.4,-86.6,10,2005,NA
AL042005,DENNIS,59,2005-07-16T00:00:00Z,Other low,IL,38.6,-86.8,10,2005,NA
AL042005,DENNIS,59,2005-07-16T06:00:00Z,Other low,IL,39.4,-86.5,10,2005,NA
AL042005,DENNIS,59,2005-07-16T12:00:00Z,Other low,IL,40.2,-86.2,10,2005,NA
AL042005,DENNIS,59,2005-07-16T18:00:00Z,Other low,IL,40.8,-85.2,10,2005,NA
AL042005,DENNIS,59,2005-07-17T00:00:00Z,Other low,IL,41.3,-84.1,10,2005,NA
AL042005,DENNIS,59,2005-07-17T06:00:00Z,Other low,IL,42.2,-83.2,10,2005,NA
AL052005,EMILY,45,2005-07-14T07:00:00Z,Hurricane,L,12,-61.8,75,2005,29.07999935001135
AL052005,EMILY,45,2005-07-18T06:30:00Z,Hurricane,L,20.3,-87.4,115,2005,NA
AL052005,EMILY,45,2005-07-20T12:00:00Z,Hurricane,L,24.8,-97.6,110,2005,NA
AL052005,EMILY,45,2005-07-20T18:00:00Z,Tropical storm,IL,25,-98.7,70,2005,NA
AL052005,EMILY,45,2005-07-21T00:00:00Z,Tropical storm,IL,25,-99.7,45,2005,NA
AL052005,EMILY,45,2005-07-21T06:00:00Z,Tropical depression,IL,25,-100.5,30,2005,NA
