storm.id,storm.name,n.obs,storm.duration,storm.pdi,max.wind,mean.wind,mean.sq.wind,storm.year,basin,sst,sst.norm,sst.class
AL041983,BARRY,24,518400,5811805596.555554,70,38.75,1691.6666666666667,1983,NATL,27.653298357330275,1.0008278165677418,high
AL051983,CHANTAL,20,432e3,7268984431.7703705,65,46,2302.5,1983,NATL,27.653298357330275,1.0008278165677418,high
AL061983,DEAN,17,367200,5291279554.511111,55,45.88235294117647,2173.529411764706,1983,NATL,27.653298357330275,1.0008278165677418,high
AL031984,UNNAMED,11,237600,650289949.4185184,30,26.818181818181817,729.5454545454545,1984,NATL,27.06616957558193,0.979578459290782,low
AL041984,UNNAMED,10,216e3,548463880.4592592,30,26,690,1984,NATL,27.06616957558193,0.979578459290782,low
AL051984,UNNAMED,14,302400,2309282906.8666663,50,36.42857142857143,1396.4285714285713,1984,NATL,27.06616957558193,0.979578459290782,low
AL061984,ARTHUR,33,712800,2884581816.329629,45,29.848484848484848,923.4848484848485,1984,NATL,27.06616957558193,0.979578459290782,low
AL071984,BERTHA,22,475200,1397627127.0148144,35,26.818181818181817,747.7272727272727,1984,NATL,27.06616957558193,0.979578459290782,low
AL081984,CESAR,12,259200,2401551294.2629623,50,39.583333333333336,1618.75,1984,NATL,27.06616957558193,0.979578459290782,low
AL101984,DIANA,32,691200,36353009427.86666,115,66.5625,4857.8125,1984,NATL,27.06616957558193,0.979578459290782,low
AL111984,EDOUARD,7,151200,1242866206.322222,55,36.42857142857143,1432.142857142857,1984,NATL,27.06616957558193,0.979578459290782,low
AL121984,FRAN,21,453600,5226949005.52963,55,41.19047619047619,1817.857142857143,1984,NATL,27.06616957558193,0.979578459290782,low
AL131984,GUSTAV,11,237600,1439166281.4999998,45,34.09090909090909,1206.8181818181818,1984,NATL,27.06616957558193,0.979578459290782,low
AL141984,HORTENSE,40,864e3,10649462879.962961,65,43,1930,1984,NATL,27.06616957558193,0.979578459290782,low
AL151984,ISIDORE,25,54e4,5325834249.3925915,50,40.4,1688,1984,NATL,27.06616957558193,0.979578459290782,low
AL161984,JOSEPHINE,56,1209600,43356951997.83333,90,58.660714285714285,3796.875,1984,NATL,27.06616957558193,0.979578459290782,low
AL181984,KLAUS,33,712800,27196015284.274067,80,60.303030303030305,4016.6666666666665,1984,NATL,27.06616957558193,0.979578459290782,low
AL191984,UNNAMED,20,432e3,1342486656.459259,30,28,795,1984,NATL,27.06616957558193,0.979578459290782,low
AL201984,LILI,49,1058400,28852067416.62592,70,57.04081632653061,3344.387755102041,1984,NATL,27.06616957558193,0.979578459290782,low
AL011985,ANA,16,345600,4099142581.0999994,60,42.1875,1873.4375,1985,NATL,27.32673762005577,0.989008934587012,low
AL021985,BOB,20,432e3,4848317774.381481,65,39.25,1713.75,1985,NATL,27.32673762005577,0.989008934587012,low
AL031985,CLAUDETTE,30,648e3,12960951405.65185,75,48.333333333333336,2566.6666666666665,1985,NATL,27.32673762005577,0.989008934587012,low
AL041985,DANNY,36,777600,8089107030.499998,80,34.583333333333336,1467.361111111111,1985,NATL,27.32673762005577,0.989008934587012,low
AL051985,ELENA,32,691200,42997803732.94814,110,64.375,5145.3125,1985,NATL,27.32673762005577,0.989008934587012,low
AL061985,UNNAMED,21,453600,1354985163.118518,30,27.61904761904762,773.8095238095239,1985,NATL,27.32673762005577,0.989008934587012,low
AL071985,UNNAMED,10,216e3,671243328.2296295,30,28,795,1985,NATL,27.32673762005577,0.989008934587012,low
AL081985,FABIAN,16,345600,5478021948.125926,55,46.25,2275,1985,NATL,27.32673762005577,0.989008934587012,low
AL091985,GLORIA,63,1360800,61558453725.085175,125,59.44444444444444,4151.984126984127,1985,NATL,27.32673762005577,0.989008934587012,low
AL101985,HENRI,14,302400,1750158535.433333,50,33.214285714285715,1158.9285714285713,1985,NATL,27.32673762005577,0.989008934587012,low
AL111985,ISABEL,35,756e3,6894396835.129628,60,35.857142857142854,1462.142857142857,1985,NATL,27.32673762005577,0.989008934587012,low
AL121985,JUAN,28,604800,14868811686.874071,75,52.857142857142854,3007.1428571428573,1985,NATL,27.32673762005577,0.989008934587012,low
AL131985,KATE,33,712800,47827006144.2037,105,72.87878787878788,5815.909090909091,1985,NATL,27.32673762005577,0.989008934587012,low
AL141985,UNNAMED,10,216e3,492588203.62962955,30,25,640,1985,NATL,27.32673762005577,0.989008934587012,low
AL011986,ANDREW,16,345600,3090071969.9333324,45,39.375,1590.625,1986,NATL,27.217902075439646,0.9850699599636017,low
AL021986,BONNIE,20,432e3,5709244321.322221,75,36.75,1743.75,1986,NATL,27.217902075439646,0.9850699599636017,low
AL031986,UNNAMED,21,453600,964223028.448148,30,24.523809523809526,613.0952380952381,1986,NATL,27.217902075439646,0.9850699599636017,low
AL051986,CHARLEY,67,1447200,16352457947.955553,70,38.95522388059702,1733.5820895522388,1986,NATL,27.217902075439646,0.9850699599636017,low
AL061986,UNNAMED,21,453600,1288081392.1777775,30,27.142857142857142,747.6190476190476,1986,NATL,27.217902075439646,0.9850699599636017,low
AL081986,DANIELLE,14,302400,2522125123.2111106,50,37.5,1480.357142857143,1986,NATL,27.217902075439646,0.9850699599636017,low
AL091986,EARL,38,820800,49985571764.88518,90,73.28947368421052,5630.921052631579,1986,NATL,27.217902075439646,0.9850699599636017,low
AL101986,FRANCES,13,280800,7192522979.266665,75,53.07692307692308,3061.5384615384614,1986,NATL,27.217902075439646,0.9850699599636017,low
AL011987,UNNAMED,31,669600,2168858508.518518,30,28.387096774193548,817.741935483871,1987,NATL,27.9856107924385,1.0128548639220951,high
AL021987,ARLENE,81,1749600,21912822998.777775,65,38.51851851851852,1797.530864197531,1987,NATL,27.9856107924385,1.0128548639220951,high
AL031987,UNNAMED,32,691200,1393215889.3703701,40,21.25,525,1987,NATL,27.9856107924385,1.0128548639220951,high
AL041987,UNNAMED,11,237600,569417259.2703702,30,25,652.2727272727273,1987,NATL,27.9856107924385,1.0128548639220951,high
AL051987,BRET,26,561600,3284901632.562962,45,33.84615384615385,1186.5384615384614,1987,NATL,27.9856107924385,1.0128548639220951,high
AL061987,UNNAMED,14,302400,921948667.6888887,30,27.857142857142858,785.7142857142857,1987,NATL,27.9856107924385,1.0128548639220951,high
AL071987,CINDY,22,475200,2916930892.388888,45,34.77272727272727,1237.5,1987,NATL,27.9856107924385,1.0128548639220951,high
AL101987,DENNIS,49,1058400,5630944853.133331,45,33.06122448979592,1122.4489795918366,1987,NATL,27.9856107924385,1.0128548639220951,high
AL111987,UNNAMED,17,367200,912023382.9888887,30,25.58823529411765,675,1987,NATL,27.9856107924385,1.0128548639220951,high
AL121987,EMILY,28,604800,23425509907.68518,110,57.67857142857143,3822.3214285714284,1987,NATL,27.9856107924385,1.0128548639220951,high
AL131987,FLOYD,20,432e3,5914366871.788888,65,42.75,1998.75,1987,NATL,27.9856107924385,1.0128548639220951,high
AL141987,UNNAMED,17,367200,903568510.8370368,30,25.88235294117647,679.4117647058823,1987,NATL,27.9856107924385,1.0128548639220951,high
AL011988,ALBERTO,13,280800,917537430.0444442,35,27.692307692307693,800,1988,NATL,27.536121007898352,0.9965869354523047,low
AL021988,BERYL,12,259200,1660095766.859259,45,34.166666666666664,1237.5,1988,NATL,27.536121007898352,0.9965869354523047,low
AL031988,CHRIS,38,820800,2847821502.625925,45,28.55263157894737,840.1315789473684,1988,NATL,27.536121007898352,0.9965869354523047,low
AL041988,DEBBY,33,712800,4273018864.918518,65,31.21212121212121,1092.4242424242425,1988,NATL,27.536121007898352,0.9965869354523047,low
AL051988,ERNESTO,9,194400,1978072480.396296,55,39.44444444444444,1669.4444444444443,1988,NATL,27.536121007898352,0.9965869354523047,low
AL061988,UNNAMED,13,280800,2408903357.003703,50,37.30769230769231,1490.3846153846155,1988,NATL,27.536121007898352,0.9965869354523047,low
AL071988,FLORENCE,18,388800,5194232326.333332,70,40,1886.111111111111,1988,NATL,27.536121007898352,0.9965869354523047,low
AL081988,GILBERT,46,993600,112630292759.9148,160,74.45652173913044,7340.760869565217,1988,NATL,27.536121007898352,0.9965869354523047,low
AL091988,HELENE,44,950400,88660783144.26653,125,81.86363636363636,7273.272727272727,1988,NATL,27.536121007898352,0.9965869354523047,low
AL101988,ISAAC,12,259200,1021201514.6888887,40,30,920.8333333333334,1988,NATL,27.536121007898352,0.9965869354523047,low
AL111988,JOAN,51,1101600,59843585090.8074,125,63.13725490196079,4680.392156862745,1988,NATL,27.536121007898352,0.9965869354523047,low
AL121988,KEITH,37,799200,14117063271.633331,65,47.432432432432435,2415.5405405405404,1988,NATL,27.536121007898352,0.9965869354523047,low
AL131988,UNNAMED,9,194400,368705946.44814813,25,23.88888888888889,575,1988,NATL,27.536121007898352,0.9965869354523047,low
AL141988,UNNAMED,7,151200,555815943.1999998,30,30,900,1988,NATL,27.536121007898352,0.9965869354523047,low
AL151988,UNNAMED,45,972e3,2410741372.688888,30,24.666666666666668,654.4444444444445,1988,NATL,27.536121007898352,0.9965869354523047,low
AL161988,UNNAMED,16,345600,902465701.4259257,30,26.5625,710.9375,1988,NATL,27.536121007898352,0.9965869354523047,low
AL181988,UNNAMED,6,129600,275702352.7777778,25,25,625,1988,NATL,27.536121007898352,0.9965869354523047,low
AL191988,UNNAMED,9,194400,580812956.5185184,30,27.77777777777778,777.7777777777778,1988,NATL,27.536121007898352,0.9965869354523047,low
AL011989,UNNAMED,7,151200,321652744.9074074,25,25,625,1989,NATL,27.51291703803573,0.9957471376750838,low
AL021989,ALLISON,28,604800,2290902750.0148144,45,28.571428571428573,866.0714285714286,1989,NATL,27.51291703803573,0.9957471376750838,low
AL031989,BARRY,18,388800,2578736006.314814,45,35.27777777777778,1290.2777777777778,1989,NATL,27.51291703803573,0.9957471376750838,low
AL041989,CHANTAL,15,324e3,4567101374.548147,70,39.333333333333336,1883.3333333333333,1989,NATL,27.51291703803573,0.9957471376750838,low
AL051989,DEAN,37,799200,34853556231.892586,90,63.37837837837838,4388.513513513513,1989,NATL,27.51291703803573,0.9957471376750838,low
AL061989,UNNAMED,36,777600,1754569773.0777776,30,25.416666666666668,647.9166666666666,1989,NATL,27.51291703803573,0.9957471376750838,low
AL071989,ERIN,37,799200,31980737715.94814,90,58.91891891891892,3981.0810810810813,1989,NATL,27.51291703803573,0.9957471376750838,low
AL081989,FELIX,63,1360800,19469364946.89259,75,42.93650793650794,2027.3809523809523,1989,NATL,27.51291703803573,0.9957471376750838,low
AL091989,UNNAMED,6,129600,253278561.41851848,25,24.166666666666668,587.5,1989,NATL,27.51291703803573,0.9957471376750838,low
AL101989,GABRIELLE,57,1231200,113706634745.15926,125,75.87719298245614,6813.596491228071,1989,NATL,27.51291703803573,0.9957471376750838,low
AL111989,HUGO,61,1317600,138628657023.7222,140,77.95081967213115,7345.491803278688,1989,NATL,27.51291703803573,0.9957471376750838,low
AL121989,IRIS,21,453600,4257947136.299999,60,37.857142857142854,1553.5714285714287,1989,NATL,27.51291703803573,0.9957471376750838,low
AL131989,UNNAMED,15,324e3,1023774736.648148,30,28.333333333333332,808.3333333333334,1989,NATL,27.51291703803573,0.9957471376750838,low
AL141989,JERRY,18,388800,6853960490.055555,75,45.833333333333336,2351.3888888888887,1989,NATL,27.51291703803573,0.9957471376750838,low
AL151989,KAREN,24,518400,3681177814.288888,50,36.25,1354.1666666666667,1989,NATL,27.51291703803573,0.9957471376750838,low
AL011990,UNNAMED,7,151200,321652744.9074074,25,25,625,1990,NATL,27.668696096291534,1.0013850913371216,high
AL021990,ARTHUR,22,475200,3935559185.118518,60,35.90909090909091,1413.6363636363637,1990,NATL,27.668696096291534,1.0013850913371216,high
AL031990,BERTHA,37,799200,16442153113.392591,70,46.75675675675676,2547.2972972972975,1990,NATL,27.668696096291534,1.0013850913371216,high
AL041990,CESAR,31,669600,5111521620.499999,45,36.29032258064516,1394.3548387096773,1990,NATL,27.668696096291534,1.0013850913371216,high
AL051990,DIANA,23,496800,8025144084.655554,85,42.391304347826086,2103.2608695652175,1990,NATL,27.668696096291534,1.0013850913371216,high
AL061990,EDOUARD,44,950400,3738156300.5296288,40,29.886363636363637,917.6136363636364,1990,NATL,27.668696096291534,1.0013850913371216,high
AL071990,FRAN,13,280800,979662360.2037034,35,28.076923076923077,832.6923076923077,1990,NATL,27.668696096291534,1.0013850913371216,high
AL081990,GUSTAV,41,885600,57366675153.45184,105,72.6829268292683,5730.487804878048,1990,NATL,27.668696096291534,1.0013850913371216,high
AL091990,HORTENSE,26,561600,5335759534.092592,55,38.26923076923077,1581.7307692307693,1990,NATL,27.668696096291534,1.0013850913371216,high
AL101990,ISIDORE,55,1188e3,38656043081.4037,85,58.45454545454545,3656.818181818182,1990,NATL,27.668696096291534,1.0013850913371216,high
AL111990,UNNAMED,37,799200,2937884271.1999993,30,30,900,1990,NATL,27.668696096291534,1.0013850913371216,high
AL121990,JOSEPHINE,62,1339200,13130048848.688885,75,36.774193548387096,1521.774193548387,1990,NATL,27.668696096291534,1.0013850913371216,high
AL131990,KLAUS,25,54e4,10218632003.355555,70,49.2,2556,1990,NATL,27.668696096291534,1.0013850913371216,high
AL141990,LILI,38,820800,18547048676.066666,65,53.68421052631579,2951.315789473684,1990,NATL,27.668696096291534,1.0013850913371216,high
AL151990,MARCO,17,367200,2365893789.9703703,55,31.176470588235293,1147.0588235294117,1990,NATL,27.668696096291534,1.0013850913371216,high
AL161990,NANA,23,496800,12114361381.055552,75,50.21739130434783,2872.8260869565215,1990,NATL,27.668696096291534,1.0013850913371216,high
AL011991,ANA,25,54e4,2176945777.533333,45,27.6,856,1991,NATL,27.317933326014543,0.9886902896909189,low
AL021991,UNNAMED,6,129600,320182332.3592592,30,25.833333333333332,679.1666666666666,1991,NATL,27.317933326014543,0.9886902896909189,low
AL031991,BOB,53,1144800,21242314876.82222,100,39.056603773584904,2054.7169811320755,1991,NATL,27.317933326014543,0.9886902896909189,low
AL041991,UNNAMED,7,151200,488912172.25925916,30,28.571428571428573,821.4285714285714,1991,NATL,27.317933326014543,0.9886902896909189,low
AL051991,UNNAMED,13,280800,931873952.3888887,30,28.846153846153847,836.5384615384615,1991,NATL,27.317933326014543,0.9886902896909189,low
AL061991,CLAUDETTE,42,907200,36077674678.22592,115,52.26190476190476,3597.0238095238096,1991,NATL,27.317933326014543,0.9886902896909189,low
AL071991,DANNY,19,410400,3006258454.688888,45,36.31578947368421,1373.6842105263158,1991,NATL,27.317933326014543,0.9886902896909189,low
AL081991,ERIKA,17,367200,3090439573.0703697,50,37.35294117647059,1480.8823529411766,1991,NATL,27.317933326014543,0.9886902896909189,low
AL091991,FABIAN,9,194400,1380717382.7111108,40,36.666666666666664,1372.2222222222222,1991,NATL,27.317933326014543,0.9886902896909189,low
AL101991,UNNAMED,5,108e3,229751960.64814812,25,25,625,1991,NATL,27.317933326014543,0.9886902896909189,low
AL111991,GRACE,17,367200,10852379811.607405,85,55.294117647058826,3352.9411764705883,1991,NATL,27.317933326014543,0.9886902896909189,low
AL121991,UNNAMED,21,453600,9389686929.337036,65,51.666666666666664,2765.4761904761904,1991,NATL,27.317933326014543,0.9886902896909189,low
AL011992,UNNAMED,14,302400,1820738337.7444441,45,33.214285714285715,1176.7857142857142,1992,NATL,27.424748506051966,0.9925561433056218,low
AL021992,UNNAMED,5,108e3,363559502.5296295,30,29,845,1992,NATL,27.424748506051966,0.9925561433056218,low
AL031992,UNNAMED,8,172800,478986887.5592592,30,26.875,734.375,1992,NATL,27.424748506051966,0.9925561433056218,low
AL041992,ANDREW,47,1015200,93132622371.47035,150,67.76595744680851,6172.872340425532,1992,NATL,27.424748506051966,0.9925561433056218,low
AL051992,BONNIE,61,1317600,53551689797.28147,95,58.36065573770492,3968.032786885246,1992,NATL,27.424748506051966,0.9925561433056218,low
AL061992,CHARLEY,30,648e3,26612261502.659256,95,60.666666666666664,4105,1992,NATL,27.424748506051966,0.9925561433056218,low
AL071992,DANIELLE,17,367200,3887403174.166666,55,41.470588235294116,1772.0588235294117,1992,NATL,27.424748506051966,0.9925561433056218,low
AL081992,UNNAMED,25,54e4,1661566179.407407,30,28,792,1992,NATL,27.424748506051966,0.9925561433056218,low
AL091992,EARL,29,626400,5415529414.829629,55,37.58620689655172,1501.7241379310344,1992,NATL,27.424748506051966,0.9925561433056218,low
AL101992,FRANCES,31,669600,14997840387.974072,75,51.12903225806452,2815.3225806451615,1992,NATL,27.424748506051966,0.9925561433056218,low
AL011993,UNNAMED,11,237600,879674306.9296293,35,29.545454545454547,888.6363636363636,1993,NATL,27.450025110529207,0.9934709538480141,low
AL021993,ARLENE,14,302400,1164566738.133333,35,30,914.2857142857143,1993,NATL,27.450025110529207,0.9934709538480141,low
AL031993,BRET,29,626400,5589405698.648148,50,38.44827586206897,1556.0344827586207,1993,NATL,27.450025110529207,0.9934709538480141,low
AL041993,CINDY,11,237600,1355720369.3925922,40,34.54545454545455,1200,1993,NATL,27.450025110529207,0.9934709538480141,low
AL051993,EMILY,60,1296e3,52695909694.25925,100,57.833333333333336,3945.8333333333335,1993,NATL,27.450025110529207,0.9934709538480141,low
AL061993,DENNIS,21,453600,3240054049.844444,45,35.714285714285715,1340.4761904761904,1993,NATL,27.450025110529207,0.9934709538480141,low
AL071993,FLOYD,23,496800,13800556970.644444,70,56.08695652173913,3319.5652173913045,1993,NATL,27.450025110529207,0.9934709538480141,low
AL081993,GERT,29,626400,7751647350.699999,85,37.758620689655174,1690.5172413793102,1993,NATL,27.450025110529207,0.9934709538480141,low
AL091993,HARVEY,13,280800,3637433040.981481,65,41.92307692307692,1921.1538461538462,1993,NATL,27.450025110529207,0.9934709538480141,low
AL101993,UNNAMED,5,108e3,397011387.9999999,30,30,900,1993,NATL,27.450025110529207,0.9934709538480141,low
AL011994,ALBERTO,31,669600,2852232740.27037,55,26.29032258064516,842.741935483871,1994,NATL,27.273004523476402,0.9870642270504263,low
AL021994,UNNAMED,5,108e3,204754947.3296296,30,23,555,1994,NATL,27.273004523476402,0.9870642270504263,low
AL031994,BERYL,19,410400,1552388047.7074072,50,25,764.4736842105264,1994,NATL,27.273004523476402,0.9870642270504263,low
AL041994,CHRIS,30,648e3,12692601115.614813,70,48.666666666666664,2558.3333333333335,1994,NATL,27.273004523476402,0.9870642270504263,low
AL051994,UNNAMED,9,194400,714620498.3999999,30,30,900,1994,NATL,27.273004523476402,0.9870642270504263,low
AL061994,DEBBY,7,151200,2253039626.8999996,60,45,2167.8571428571427,1994,NATL,27.273004523476402,0.9870642270504263,low
AL071994,ERNESTO,18,388800,2516978679.292592,50,33.611111111111114,1220.8333333333333,1994,NATL,27.273004523476402,0.9870642270504263,low
AL081994,UNNAMED,10,216e3,660215234.1185184,30,28,790,1994,NATL,27.273004523476402,0.9870642270504263,low
AL091994,UNNAMED,7,151200,522364057.7296295,30,29.285714285714285,860.7142857142857,1994,NATL,27.273004523476402,0.9870642270504263,low
AL101994,UNNAMED,7,151200,455460286.7888888,30,27.857142857142858,782.1428571428571,1994,NATL,27.273004523476402,0.9870642270504263,low
AL111994,FLORENCE,28,604800,24261071838.170364,95,59.642857142857146,4023.214285714286,1994,NATL,27.273004523476402,0.9870642270504263,low
AL121994,GORDON,54,1166400,13507577270.425922,75,40.092592592592595,1765.2777777777778,1994,NATL,27.273004523476402,0.9870642270504263,low
AL011995,ALLISON,33,712800,9889627195.707405,65,44.39393939393939,2073.4848484848485,1995,NATL,27.916671482547297,1.010359813309957,high
AL021995,BARRY,21,453600,5136518633.818518,60,39.76190476190476,1753.5714285714287,1995,NATL,27.916671482547297,1.010359813309957,high
AL031995,CHANTAL,41,885600,12473509645.940739,60,44.8780487804878,2115.8536585365855,1995,NATL,27.916671482547297,1.010359813309957,high
AL041995,DEAN,21,453600,1253159094.1592588,40,25.952380952380953,708.3333333333334,1995,NATL,27.916671482547297,1.010359813309957,high
AL051995,ERIN,27,583200,14710374734.811108,80,48.333333333333336,2847.222222222222,1995,NATL,27.916671482547297,1.010359813309957,high
AL061995,UNNAMED,8,172800,378263628.011111,30,24.375,615.625,1995,NATL,27.916671482547297,1.010359813309957,high
AL071995,FELIX,69,1490400,72914449834.43332,120,64.56521739130434,4600.36231884058,1995,NATL,27.916671482547297,1.010359813309957,high
AL081995,GABRIELLE,10,216e3,2391993612.7,60,40.5,1757.5,1995,NATL,27.916671482547297,1.010359813309957,high
AL091995,HUMBERTO,41,885600,51923207900.2074,95,72.6829268292683,5512.195121951219,1995,NATL,27.916671482547297,1.010359813309957,high
AL101995,IRIS,65,1404e3,55480503457.314804,95,62.84615384615385,4174.2307692307695,1995,NATL,27.916671482547297,1.010359813309957,high
AL111995,JERRY,22,475200,1343589465.87037,35,26.136363636363637,719.3181818181819,1995,NATL,27.916671482547297,1.010359813309957,high
AL121995,KAREN,31,669600,4914486339.048147,45,36.935483870967744,1395.967741935484,1995,NATL,27.916671482547297,1.010359813309957,high
AL131995,LUIS,66,1425600,172630109183.96292,120,86.51515151515152,8493.939393939394,1995,NATL,27.916671482547297,1.010359813309957,high
AL141995,UNNAMED,17,367200,1082223635.4370368,30,27.647058823529413,770.5882352941177,1995,NATL,27.916671482547297,1.010359813309957,high
AL151995,MARILYN,77,1663200,54417027581.86665,100,50.25974025974026,3246.753246753247,1995,NATL,27.916671482547297,1.010359813309957,high
AL161995,NOEL,45,972e3,18670563330.11111,65,49.333333333333336,2577.777777777778,1995,NATL,27.916671482547297,1.010359813309957,high
AL171995,OPAL,37,799200,30345638962.407406,130,51.351351351351354,3409.4594594594596,1995,NATL,27.916671482547297,1.010359813309957,high
AL181995,PABLO,16,345600,3610598011.977777,50,41.25,1756.25,1995,NATL,27.916671482547297,1.010359813309957,high
AL191995,ROXANNE,54,1166400,33927563929.69629,100,52.96296296296296,3205.5555555555557,1995,NATL,27.916671482547297,1.010359813309957,high
AL201995,SEBASTIEN,19,410400,3145212440.4888883,55,36.31578947368421,1394.7368421052631,1995,NATL,27.916671482547297,1.010359813309957,high
AL211995,TANYA,29,626400,18925312304.077774,75,57.41379310344828,3492.2413793103447,1995,NATL,27.916671482547297,1.010359813309957,high
AL011996,ARTHUR,22,475200,3195574070.2629623,45,35.22727272727273,1294.3181818181818,1996,NATL,27.532323338734674,0.99644949025904,low
AL021996,BERTHA,50,108e4,41714868784.68888,100,60,3968,1996,NATL,27.532323338734674,0.99644949025904,low
AL031996,CESAR,17,367200,6889985597.485184,70,47.35294117647059,2460.294117647059,1996,NATL,27.532323338734674,0.99644949025904,low
AL041996,DOLLY,24,518400,6693317919.170369,70,40.833333333333336,1879.1666666666667,1996,NATL,27.532323338734674,0.99644949025904,low
AL051996,EDOUARD,73,1576800,164852362010.53333,125,77.26027397260275,7297.260273972603,1996,NATL,27.532323338734674,0.99644949025904,low
AL061996,FRAN,71,1533600,56748366676.95555,105,52.816901408450704,3521.830985915493,1996,NATL,27.532323338734674,0.99644949025904,low
AL071996,GUSTAV,29,626400,3391506542.3037024,40,33.793103448275865,1153.448275862069,1996,NATL,27.532323338734674,0.99644949025904,low
AL081996,HORTENSE,52,1123200,59010963985.4185,120,61.05769230769231,4536.057692307692,1996,NATL,27.532323338734674,0.99644949025904,low
AL091996,ISIDORE,33,712800,30656631216.340733,100,58.484848484848484,4074.242424242424,1996,NATL,27.532323338734674,0.99644949025904,low
AL101996,JOSEPHINE,46,993600,12363596307.966665,60,43.369565217391305,1957.0652173913043,1996,NATL,27.532323338734674,0.99644949025904,low
AL111996,KYLE,6,129600,866808197.1333331,45,35,1283.3333333333333,1996,NATL,27.532323338734674,0.99644949025904,low
AL121996,LILI,59,1274400,53990607942.903694,100,63.389830508474574,4333.8983050847455,1996,NATL,27.532323338734674,0.99644949025904,low
AL131996,MARCO,54,1166400,10619687025.86296,65,36.01851851851852,1472.6851851851852,1996,NATL,27.532323338734674,0.99644949025904,low
AL011997,UNNAMED,9,194400,1227059271.4296293,45,34.44444444444444,1238.888888888889,1997,NATL,27.927409872117934,1.0107484569664409,high
AL021997,ANA,19,410400,1994614621.5629623,40,32.10526315789474,1057.8947368421052,1997,NATL,27.927409872117934,1.0107484569664409,high
AL031997,BILL,9,194400,3977098339.6037035,65,50.55555555555556,2697.222222222222,1997,NATL,27.927409872117934,1.0107484569664409,high
AL041997,CLAUDETTE,16,345600,2089823834.0555549,40,34.6875,1229.6875,1997,NATL,27.927409872117934,1.0107484569664409,high
AL051997,DANNY,45,972e3,12353671023.266665,70,38.666666666666664,1781.111111111111,1997,NATL,27.927409872117934,1.0107484569664409,high
AL061997,UNNAMED,8,172800,568314449.8592591,30,28.75,831.25,1997,NATL,27.927409872117934,1.0107484569664409,high
AL071997,ERIKA,67,1447200,71167599727.23332,110,63.35820895522388,4536.194029850746,1997,NATL,27.927409872117934,1.0107484569664409,high
AL081997,FABIAN,17,367200,1918520772.1962957,40,33.23529411764706,1122.0588235294117,1997,NATL,27.927409872117934,1.0107484569664409,high
AL091997,GRACE,13,280800,1685460383.3148143,40,35,1236.5384615384614,1997,NATL,27.927409872117934,1.0107484569664409,high
AL011998,ALEX,26,561600,3695881939.7703695,45,35.38461538461539,1290.3846153846155,1998,NATL,28.09723093311304,1.0168946186100443,high
AL021998,BONNIE,48,1036800,64843722960.78518,100,68.33333333333333,5354.166666666667,1998,NATL,28.09723093311304,1.0168946186100443,high
AL031998,CHARLEY,12,259200,1562313332.407407,60,30.833333333333332,1091.6666666666667,1998,NATL,28.09723093311304,1.0168946186100443,high
AL041998,DANIELLE,61,1317600,61423175770.65554,90,66.14754098360656,4659.426229508197,1998,NATL,28.09723093311304,1.0168946186100443,high
AL051998,EARL,33,712800,14046483469.32222,85,49.54545454545455,2596.212121212121,1998,NATL,28.09723093311304,1.0168946186100443,high
AL061998,FRANCES,21,453600,2861790421.8333325,55,33.57142857142857,1208.3333333333333,1998,NATL,28.09723093311304,1.0168946186100443,high
AL071998,GEORGES,64,1382400,111266117518.37036,135,73.4375,6299.21875,1998,NATL,28.09723093311304,1.0168946186100443,high
AL081998,HERMINE,14,302400,1366748463.5037034,40,31.428571428571427,1010.7142857142857,1998,NATL,28.09723093311304,1.0168946186100443,high
AL091998,IVAN,36,777600,19047724148.711105,80,50.833333333333336,2900,1998,NATL,28.09723093311304,1.0168946186100443,high
AL101998,JEANNE,54,1166400,44039591023.3111,90,58.333333333333336,3854.6296296296296,1998,NATL,28.09723093311304,1.0168946186100443,high
AL111998,KARL,26,561600,16970766424.451847,90,53.46153846153846,3269.230769230769,1998,NATL,28.09723093311304,1.0168946186100443,high
AL121998,LISA,21,453600,8606324644.31111,65,50,2597.6190476190477,1998,NATL,28.09723093311304,1.0168946186100443,high
AL131998,MITCH,76,1641600,135160689028.91478,155,63.61842105263158,5535.1973684210525,1998,NATL,28.09723093311304,1.0168946186100443,high
AL141998,NICOLE,35,756e3,15220240285.88148,75,49.42857142857143,2630,1998,NATL,28.09723093311304,1.0168946186100443,high
AL011999,ARLENE,26,561600,5061527593.862962,50,39.03846153846154,1581.7307692307693,1999,NATL,27.727182850920048,1.0035018432043532,high
AL021999,UNNAMED,3,64800,204754947.3296296,30,28.333333333333332,808.3333333333334,1999,NATL,27.727182850920048,1.0035018432043532,high
AL031999,BRET,26,561600,34587779163.81481,125,59.61538461538461,4732.692307692308,1999,NATL,27.727182850920048,1.0035018432043532,high
AL041999,CINDY,51,1101600,63099078472.407394,120,65.49019607843137,4950,1999,NATL,27.727182850920048,1.0035018432043532,high
AL051999,DENNIS,64,1382400,43139698543.84444,90,52.5,3283.59375,1999,NATL,27.727182850920048,1.0035018432043532,high
AL061999,EMILY,18,388800,2956999634.325925,45,37.77777777777778,1444.4444444444443,1999,NATL,27.727182850920048,1.0035018432043532,high
AL071999,UNNAMED,8,172800,568314449.8592591,30,28.75,831.25,1999,NATL,27.727182850920048,1.0035018432043532,high
