storm.id,storm.name,n.obs,date.time,status,record.id,lat,long,wind,storm.year,basin,sst
AL131981,EMILY,47,1981-09-01T00:00:00Z,Subtropical storm,NA,29.9,-69.7,35,1981,NATL,27.52999938465655
AL131981,EMILY,47,1981-09-01T06:00:00Z,Subtropical storm,NA,30.1,-68.4,40,1981,NATL,26.60999940522015
AL131981,EMILY,47,1981-09-01T12:00:00Z,Tropical storm,NA,30.4,-67.3,40,1981,NATL,26.089999416843057
AL131981,EMILY,47,1981-09-01T18:00:00Z,Tropical storm,NA,31.3,-66.6,45,1981,NATL,25.659999426454306
AL131981,EMILY,47,1981-09-02T00:00:00Z,Tropical storm,NA,31.9,-65.9,50,1981,NATL,25.75999942421913
AL131981,EMILY,47,1981-09-02T06:00:00Z,Tropical storm,NA,32.6,-65.1,50,1981,NATL,25.55999942868948
AL131981,EMILY,47,1981-09-02T12:00:00Z,Tropical storm,NA,33.3,-64.4,50,1981,NATL,25.0899994391948
AL131981,EMILY,47,1981-09-02T18:00:00Z,Tropical storm,NA,34.1,-64.1,55,1981,NATL,25.78999942354858
AL131981,EMILY,47,1981-09-03T00:00:00Z,Tropical storm,NA,35,-64,55,1981,NATL,24.959999442100525
AL131981,EMILY,47,1981-09-03T06:00:00Z,Tropical storm,NA,36,-65,60,1981,NATL,25.199999436736107
AL131981,EMILY,47,1981-09-03T12:00:00Z,Tropical storm,NA,35,-65.8,60,1981,NATL,24.529999451711774
AL131981,EMILY,47,1981-09-03T18:00:00Z,Tropical storm,NA,34.2,-65,60,1981,NATL,24.929999442771077
AL131981,EMILY,47,1981-09-04T00:00:00Z,Hurricane,NA,34.6,-63.6,65,1981,NATL,25.069999439641833
AL131981,EMILY,47,1981-09-04T06:00:00Z,Hurricane,NA,35.3,-62.7,70,1981,NATL,25.659999426454306
AL131981,EMILY,47,1981-09-04T12:00:00Z,Hurricane,NA,36.2,-61.9,70,1981,NATL,24.489999452605844
AL131981,EMILY,47,1981-09-04T18:00:00Z,Hurricane,NA,37.1,-61.2,70,1981,NATL,24.989999441429973
AL131981,EMILY,47,1981-09-05T00:00:00Z,Hurricane,NA,38.2,-60.9,75,1981,NATL,25.109999438747764
AL131981,EMILY,47,1981-09-05T06:00:00Z,Hurricane,NA,38.6,-60.8,75,1981,NATL,25.539999429136515
AL131981,EMILY,47,1981-09-05T12:00:00Z,Hurricane,NA,39,-60.8,75,1981,NATL,25.429999431595206
AL131981,EMILY,47,1981-09-05T18:00:00Z,Hurricane,NA,39.4,-59.9,80,1981,NATL,24.31999945640564
AL131981,EMILY,47,1981-09-06T00:00:00Z,Hurricane,NA,39.9,-59,80,1981,NATL,24.1699994597584
AL131981,EMILY,47,1981-09-06T06:00:00Z,Hurricane,NA,40.3,-58.4,80,1981,NATL,24.349999455735087
AL131981,EMILY,47,1981-09-06T12:00:00Z,Hurricane,NA,40.8,-58,80,1981,NATL,23.38999947719276
AL131981,EMILY,47,1981-09-06T18:00:00Z,Hurricane,NA,41.2,-57.4,75,1981,NATL,22.089999506250024
AL131981,EMILY,47,1981-09-07T00:00:00Z,Hurricane,NA,41.6,-56.8,75,1981,NATL,19.549999563023448
AL131981,EMILY,47,1981-09-07T06:00:00Z,Hurricane,NA,41.9,-55.9,70,1981,NATL,20.79999953508377
AL131981,EMILY,47,1981-09-07T12:00:00Z,Hurricane,NA,42,-55,70,1981,NATL,22.11999950557947
AL131981,EMILY,47,1981-09-07T18:00:00Z,Hurricane,NA,42.3,-54.1,65,1981,NATL,21.129999527707696
AL131981,EMILY,47,1981-09-08T00:00:00Z,Tropical storm,NA,42.7,-53.4,60,1981,NATL,19.959999553859234
AL131981,EMILY,47,1981-09-08T06:00:00Z,Tropical storm,NA,42.9,-52.5,60,1981,NATL,17.85999960079789
AL131981,EMILY,47,1981-09-08T12:00:00Z,Tropical storm,NA,42.2,-51.9,55,1981,NATL,18.149999594315886
AL131981,EMILY,47,1981-09-08T18:00:00Z,Tropical storm,NA,41.7,-51.2,55,1981,NATL,18.329999590292573
AL131981,EMILY,47,1981-09-09T00:00:00Z,Tropical storm,NA,41,-50.2,55,1981,NATL,20.859999533742666
AL131981,EMILY,47,1981-09-09T06:00:00Z,Tropical storm,NA,40.9,-49.1,50,1981,NATL,19.47999956458807
AL131981,EMILY,47,1981-09-09T12:00:00Z,Tropical storm,NA,40.9,-47.9,50,1981,NATL,20.729999536648393
AL131981,EMILY,47,1981-09-09T18:00:00Z,Tropical storm,NA,41,-46.9,50,1981,NATL,21.079999528825283
AL131981,EMILY,47,1981-09-10T00:00:00Z,Tropical storm,NA,41.2,-45.9,45,1981,NATL,21.45999952033162
AL131981,EMILY,47,1981-09-10T06:00:00Z,Tropical storm,NA,41.9,-45.1,40,1981,NATL,22.049999507144094
AL131981,EMILY,47,1981-09-10T12:00:00Z,Tropical storm,NA,42.5,-44.8,40,1981,NATL,20.479999542236328
AL131981,EMILY,47,1981-09-10T18:00:00Z,Tropical storm,NA,42.7,-44,40,1981,NATL,20.28999954648316
AL131981,EMILY,47,1981-09-11T00:00:00Z,Tropical storm,NA,42.2,-43.3,40,1981,NATL,21.329999523237348
AL131981,EMILY,47,1981-09-11T06:00:00Z,Tropical storm,NA,42.1,-42.7,35,1981,NATL,21.359999522566795
AL131981,EMILY,47,1981-09-11T12:00:00Z,Tropical storm,NA,42.2,-42,35,1981,NATL,21.37999952211976
AL131981,EMILY,47,1981-09-11T18:00:00Z,Extratropical cyclone,NA,42.3,-41.5,30,1981,NATL,21.95999950915575
AL131981,EMILY,47,1981-09-12T00:00:00Z,Extratropical cyclone,NA,42.7,-41,30,1981,NATL,21.979999508708715
AL141981,FLOYD,37,1981-09-03T12:00:00Z,Tropical depression,NA,16.2,-60.3,20,1981,NATL,28.749999357387424
AL141981,FLOYD,37,1981-09-03T18:00:00Z,Tropical depression,NA,16.7,-61.1,20,1981,NATL,28.879999354481697
AL141981,FLOYD,37,1981-09-04T00:00:00Z,Tropical depression,NA,17.3,-61.9,20,1981,NATL,28.96999935247004
AL141981,FLOYD,37,1981-09-04T06:00:00Z,Tropical depression,NA,18,-62.6,20,1981,NATL,28.799999356269836
AL141981,FLOYD,37,1981-09-04T12:00:00Z,Tropical depression,NA,18.6,-63.3,30,1981,NATL,29.0499993506819
AL141981,FLOYD,37,1981-09-04T18:00:00Z,Tropical storm,NA,19,-64,35,1981,NATL,28.73999935761094
AL141981,FLOYD,37,1981-09-05T00:00:00Z,Tropical storm,NA,19.5,-64.7,45,1981,NATL,29.229999346658587
AL141981,FLOYD,37,1981-09-05T06:00:00Z,Tropical storm,NA,20.1,-65.5,50,1981,NATL,29.789999334141612
AL141981,FLOYD,37,1981-09-05T12:00:00Z,Tropical storm,NA,20.9,-66.2,60,1981,NATL,29.689999336376786
AL141981,FLOYD,37,1981-09-05T18:00:00Z,Hurricane,NA,21.7,-67.1,70,1981,NATL,28.909999353811145
AL141981,FLOYD,37,1981-09-06T00:00:00Z,Hurricane,NA,22.6,-67.7,80,1981,NATL,29.229999346658587
AL141981,FLOYD,37,1981-09-06T06:00:00Z,Hurricane,NA,23.6,-68.6,85,1981,NATL,29.609999338164926
AL141981,FLOYD,37,1981-09-06T12:00:00Z,Hurricane,NA,24.5,-69.1,90,1981,NATL,29.65999933704734
AL141981,FLOYD,37,1981-09-06T18:00:00Z,Hurricane,NA,25.5,-69.1,95,1981,NATL,29.289999345317483
AL141981,FLOYD,37,1981-09-07T00:00:00Z,Hurricane,NA,26.4,-69.1,100,1981,NATL,29.059999350458384
AL141981,FLOYD,37,1981-09-07T06:00:00Z,Hurricane,NA,27.5,-68.9,100,1981,NATL,29.23999934643507
AL141981,FLOYD,37,1981-09-07T12:00:00Z,Hurricane,NA,28.4,-68.5,100,1981,NATL,27.909999376162887
AL141981,FLOYD,37,1981-09-07T18:00:00Z,Hurricane,NA,29.3,-67.8,100,1981,NATL,27.479999385774136
AL141981,FLOYD,37,1981-09-08T00:00:00Z,Hurricane,NA,29.9,-67.2,95,1981,NATL,26.95999939739704
AL141981,FLOYD,37,1981-09-08T06:00:00Z,Hurricane,NA,30.6,-66.5,90,1981,NATL,26.789999401196837
AL141981,FLOYD,37,1981-09-08T12:00:00Z,Hurricane,NA,31.4,-65.6,85,1981,NATL,27.099999394267797
AL141981,FLOYD,37,1981-09-08T18:00:00Z,Tropical storm,NA,32,-64.7,60,1981,NATL,26.829999400302768
AL141981,FLOYD,37,1981-09-09T00:00:00Z,Tropical storm,NA,32.9,-63,50,1981,NATL,26.359999410808086
AL141981,FLOYD,37,1981-09-09T06:00:00Z,Tropical storm,NA,33.7,-60.7,45,1981,NATL,26.4099994096905
AL141981,FLOYD,37,1981-09-09T12:00:00Z,Tropical storm,NA,34.2,-58.5,45,1981,NATL,26.13999941572547
AL141981,FLOYD,37,1981-09-09T18:00:00Z,Tropical storm,NA,33.8,-56.3,40,1981,NATL,25.549999428912997
AL141981,FLOYD,37,1981-09-10T00:00:00Z,Tropical storm,NA,33.5,-54,40,1981,NATL,25.43999943137169
AL141981,FLOYD,37,1981-09-10T06:00:00Z,Tropical storm,NA,33.6,-51.3,40,1981,NATL,25.01999944075942
AL141981,FLOYD,37,1981-09-10T12:00:00Z,Tropical storm,NA,34,-48.7,40,1981,NATL,25.12999943830073
AL141981,FLOYD,37,1981-09-10T18:00:00Z,Tropical storm,NA,34,-46.4,40,1981,NATL,24.339999455958605
AL141981,FLOYD,37,1981-09-11T00:00:00Z,Tropical storm,NA,33.8,-44.1,40,1981,NATL,23.729999469593167
AL141981,FLOYD,37,1981-09-11T06:00:00Z,Tropical storm,NA,34.5,-41.7,40,1981,NATL,24.20999945886433
AL141981,FLOYD,37,1981-09-11T12:00:00Z,Tropical storm,NA,35.5,-39.7,40,1981,NATL,23.749999469146132
AL141981,FLOYD,37,1981-09-11T18:00:00Z,Tropical storm,NA,36.6,-38.3,40,1981,NATL,23.409999476745725
AL141981,FLOYD,37,1981-09-12T00:00:00Z,Tropical storm,NA,37.6,-36.9,40,1981,NATL,23.109999483451247
AL141981,FLOYD,37,1981-09-12T06:00:00Z,Tropical storm,NA,39,-35.2,40,1981,NATL,21.91999951004982
AL141981,FLOYD,37,1981-09-12T12:00:00Z,Tropical storm,NA,40.6,-33.4,35,1981,NATL,21.439999520778656
AL151981,GERT,36,1981-09-07T00:00:00Z,Tropical depression,NA,14.8,-54,25,1981,NATL,28.179999370127916
AL151981,GERT,36,1981-09-07T06:00:00Z,Tropical depression,NA,14.9,-55.7,30,1981,NATL,28.139999371021986
AL151981,GERT,36,1981-09-07T12:00:00Z,Tropical depression,NA,15.1,-57.4,30,1981,NATL,28.84999935515225
AL151981,GERT,36,1981-09-07T18:00:00Z,Tropical depression,NA,15.3,-59,30,1981,NATL,28.73999935761094
AL151981,GERT,36,1981-09-08T00:00:00Z,Tropical storm,NA,15.6,-60.6,40,1981,NATL,27.469999385997653
AL151981,GERT,36,1981-09-08T06:00:00Z,Tropical storm,NA,16.1,-62.3,45,1981,NATL,28.099999371916056
AL151981,GERT,36,1981-09-08T12:00:00Z,Tropical storm,NA,16.8,-64,50,1981,NATL,29.169999347999692
AL151981,GERT,36,1981-09-08T18:00:00Z,Tropical storm,NA,17.8,-65.4,50,1981,NATL,29.679999336600304
AL151981,GERT,36,1981-09-09T00:00:00Z,Tropical storm,NA,18.9,-66.9,45,1981,NATL,28.26999936811626
AL151981,GERT,36,1981-09-09T06:00:00Z,Tropical storm,NA,19.6,-68.3,40,1981,NATL,27.99999937415123
AL151981,GERT,36,1981-09-09T12:00:00Z,Tropical storm,NA,20.3,-70,35,1981,NATL,28.299999367445707
AL151981,GERT,36,1981-09-09T18:00:00Z,Tropical storm,NA,21.3,-71.7,35,1981,NATL,28.77999935671687
AL151981,GERT,36,1981-09-10T00:00:00Z,Tropical storm,NA,22.1,-72.8,40,1981,NATL,29.599999338388443
AL151981,GERT,36,1981-09-10T06:00:00Z,Tropical storm,NA,22.7,-73.7,50,1981,NATL,29.109999349340796
AL151981,GERT,36,1981-09-10T12:00:00Z,Tropical storm,NA,23.7,-74.5,60,1981,NATL,28.959999352693558
AL151981,GERT,36,1981-09-10T18:00:00Z,Hurricane,NA,24.8,-74.4,70,1981,NATL,29.949999330565333
AL151981,GERT,36,1981-09-11T00:00:00Z,Hurricane,NA,26.3,-73.9,80,1981,NATL,28.879999354481697
AL151981,GERT,36,1981-09-11T06:00:00Z,Hurricane,NA,27.7,-73,85,1981,NATL,28.629999360069633
AL151981,GERT,36,1981-09-11T12:00:00Z,Hurricane,NA,29,-72,90,1981,NATL,28.209999369457364
AL151981,GERT,36,1981-09-11T18:00:00Z,Hurricane,NA,30.2,-70.9,90,1981,NATL,27.599999383091927
AL151981,GERT,36,1981-09-12T00:00:00Z,Hurricane,NA,31.5,-69.6,90,1981,NATL,25.269999435171485
AL151981,GERT,36,1981-09-12T06:00:00Z,Hurricane,NA,32.5,-68.5,90,1981,NATL,26.009999418631196
AL151981,GERT,36,1981-09-12T12:00:00Z,Hurricane,NA,33.4,-67.1,85,1981,NATL,25.319999434053898
AL151981,GERT,36,1981-09-12T18:00:00Z,Hurricane,NA,34.1,-65.6,70,1981,NATL,25.59999942779541
AL151981,GERT,36,1981-09-13T00:00:00Z,Tropical storm,NA,34.9,-63.5,60,1981,NATL,25.799999423325062
AL151981,GERT,36,1981-09-13T06:00:00Z,Tropical storm,NA,35.8,-60.7,55,1981,NATL,24.649999449029565
AL151981,GERT,36,1981-09-13T12:00:00Z,Tropical storm,NA,36.8,-57,50,1981,NATL,24.259999457746744
AL151981,GERT,36,1981-09-13T18:00:00Z,Tropical storm,NA,37.7,-53.2,45,1981,NATL,24.309999456629157
AL151981,GERT,36,1981-09-14T00:00:00Z,Tropical storm,NA,38.3,-49.4,40,1981,NATL,24.379999455064535
AL151981,GERT,36,1981-09-14T06:00:00Z,Tropical storm,NA,38.8,-45.6,40,1981,NATL,24.099999461323023
AL151981,GERT,36,1981-09-14T12:00:00Z,Tropical storm,NA,39.2,-41.9,35,1981,NATL,22.449999498203397
AL151981,GERT,36,1981-09-14T18:00:00Z,Tropical depression,NA,39.6,-38.6,30,1981,NATL,22.279999502003193
AL151981,GERT,36,1981-09-15T00:00:00Z,Tropical depression,NA,39.9,-35.3,30,1981,NATL,22.30999950133264
AL151981,GERT,36,1981-09-15T06:00:00Z,Tropical depression,NA,40.1,-33,25,1981,NATL,21.889999510720372
AL151981,GERT,36,1981-09-15T12:00:00Z,Tropical depression,NA,40.3,-30.7,25,1981,NATL,22.089999506250024
AL151981,GERT,36,1981-09-15T18:00:00Z,Tropical depression,NA,40.5,-28.2,20,1981,NATL,22.009999508038163
AL161981,HARVEY,34,1981-09-11T18:00:00Z,Tropical depression,NA,14,-49,25,1981,NATL,27.14999939315021
AL161981,HARVEY,34,1981-09-12T00:00:00Z,Tropical depression,NA,15.4,-50.7,25,1981,NATL,27.60999938286841
AL161981,HARVEY,34,1981-09-12T06:00:00Z,Tropical depression,NA,17.1,-52.7,25,1981,NATL,28.88999935425818
AL161981,HARVEY,34,1981-09-12T12:00:00Z,Tropical depression,NA,18.4,-54.7,30,1981,NATL,29.11999934911728
AL161981,HARVEY,34,1981-09-12T18:00:00Z,Tropical storm,NA,19.4,-56.3,40,1981,NATL,28.979999352246523
AL161981,HARVEY,34,1981-09-13T00:00:00Z,Hurricane,NA,20.2,-57.8,70,1981,NATL,28.609999360516667
AL161981,HARVEY,34,1981-09-13T06:00:00Z,Hurricane,NA,21.2,-59.3,70,1981,NATL,28.009999373927712
AL161981,HARVEY,34,1981-09-13T12:00:00Z,Hurricane,NA,22.2,-60.6,75,1981,NATL,27.629999382421374
AL161981,HARVEY,34,1981-09-13T18:00:00Z,Hurricane,NA,23.1,-61.4,80,1981,NATL,27.549999384209514
AL161981,HARVEY,34,1981-09-14T00:00:00Z,Hurricane,NA,24.1,-62,85,1981,NATL,27.949999375268817
AL161981,HARVEY,34,1981-09-14T06:00:00Z,Hurricane,NA,25.2,-62.5,90,1981,NATL,27.089999394491315
AL161981,HARVEY,34,1981-09-14T12:00:00Z,Hurricane,NA,26.4,-62.7,95,1981,NATL,28.169999370351434
AL161981,HARVEY,34,1981-09-14T18:00:00Z,Hurricane,NA,27.6,-62.8,110,1981,NATL,28.19999936968088
AL161981,HARVEY,34,1981-09-15T00:00:00Z,Hurricane,NA,28.4,-62.6,115,1981,NATL,25.809999423101544
AL161981,HARVEY,34,1981-09-15T06:00:00Z,Hurricane,NA,29.5,-62.3,110,1981,NATL,26.889999398961663
AL161981,HARVEY,34,1981-09-15T12:00:00Z,Hurricane,NA,30.8,-61.2,105,1981,NATL,25.649999426677823
AL161981,HARVEY,34,1981-09-15T18:00:00Z,Hurricane,NA,32.1,-60.3,100,1981,NATL,25.05999943986535
AL161981,HARVEY,34,1981-09-16T00:00:00Z,Hurricane,NA,33.2,-59.2,90,1981,NATL,24.8599994443357
AL161981,HARVEY,34,1981-09-16T06:00:00Z,Hurricane,NA,34.2,-58,85,1981,NATL,24.959999442100525
AL161981,HARVEY,34,1981-09-16T12:00:00Z,Hurricane,NA,34.9,-56.8,80,1981,NATL,24.489999452605844
AL161981,HARVEY,34,1981-09-16T18:00:00Z,Hurricane,NA,35.3,-55.7,65,1981,NATL,23.57999947294593
AL161981,HARVEY,34,1981-09-17T00:00:00Z,Hurricane,NA,35.7,-54.8,65,1981,NATL,23.109999483451247
AL161981,HARVEY,34,1981-09-17T06:00:00Z,Hurricane,NA,35.9,-53.8,65,1981,NATL,23.77999946847558
AL161981,HARVEY,34,1981-09-17T12:00:00Z,Hurricane,NA,36.2,-52.7,65,1981,NATL,23.57999947294593
AL161981,HARVEY,34,1981-09-17T18:00:00Z,Hurricane,NA,36.5,-51.3,65,1981,NATL,24.079999461770058
AL161981,HARVEY,34,1981-09-18T00:00:00Z,Hurricane,NA,37.1,-49.9,65,1981,NATL,23.989999463781714
AL161981,HARVEY,34,1981-09-18T06:00:00Z,Hurricane,NA,37.5,-48.2,65,1981,NATL,23.61999947205186
AL161981,HARVEY,34,1981-09-18T12:00:00Z,Tropical storm,NA,37.9,-46.8,55,1981,NATL,23.639999471604824
AL161981,HARVEY,34,1981-09-18T18:00:00Z,Tropical storm,NA,38.3,-45.2,45,1981,NATL,24.139999460428953
AL161981,HARVEY,34,1981-09-19T00:00:00Z,Tropical storm,NA,38.5,-43,35,1981,NATL,23.749999469146132
AL161981,HARVEY,34,1981-09-19T06:00:00Z,Extratropical cyclone,NA,38.3,-40.6,25,1981,NATL,23.609999472275376
AL161981,HARVEY,34,1981-09-19T12:00:00Z,Extratropical cyclone,NA,38.1,-38,25,1981,NATL,23.15999948233366
AL161981,HARVEY,34,1981-09-19T18:00:00Z,Extratropical cyclone,NA,37.7,-35.3,25,1981,NATL,23.409999476745725
AL161981,HARVEY,34,1981-09-20T00:00:00Z,Extratropical cyclone,NA,36.7,-32.8,25,1981,NATL,22.569999495521188
AL171981,UNNAMED,11,1981-09-12T00:00:00Z,Tropical depression,NA,11.8,-73.8,20,1981,NATL,28.999999351799488
AL171981,UNNAMED,11,1981-09-12T06:00:00Z,Tropical depression,NA,11.9,-74.9,25,1981,NATL,28.669999359175563
AL171981,UNNAMED,11,1981-09-12T12:00:00Z,Tropical depression,NA,12,-76,25,1981,NATL,28.329999366775155
AL171981,UNNAMED,11,1981-09-12T18:00:00Z,Tropical depression,NA,12.2,-77.1,30,1981,NATL,28.50999936275184
AL171981,UNNAMED,11,1981-09-13T00:00:00Z,Tropical depression,NA,12.3,-78.2,30,1981,NATL,28.859999354928732
AL171981,UNNAMED,11,1981-09-13T06:00:00Z,Tropical depression,NA,12.4,-79.4,30,1981,NATL,28.179999370127916
AL171981,UNNAMED,11,1981-09-13T12:00:00Z,Tropical depression,NA,12.5,-80.6,30,1981,NATL,28.57999936118722
AL171981,UNNAMED,11,1981-09-13T18:00:00Z,Tropical depression,NA,12.8,-81.4,30,1981,NATL,28.76999935694039
AL171981,UNNAMED,11,1981-09-14T00:00:00Z,Tropical depression,NA,12.9,-82.3,30,1981,NATL,28.599999360740185
AL171981,UNNAMED,11,1981-09-14T06:00:00Z,Tropical depression,NA,12.9,-83.2,25,1981,NATL,28.639999359846115
AL171981,UNNAMED,11,1981-09-14T12:00:00Z,Tropical depression,NA,13,-84,NA,1981,NATL,NA
AL181981,IRENE,48,1981-09-21T12:00:00Z,Tropical depression,NA,13.5,-32.5,25,1981,NATL,27.779999379068613
AL181981,IRENE,48,1981-09-21T18:00:00Z,Tropical depression,NA,13.3,-33.6,25,1981,NATL,27.53999938443303
AL181981,IRENE,48,1981-09-22T00:00:00Z,Tropical depression,NA,13.1,-34.9,25,1981,NATL,27.659999381750822
AL181981,IRENE,48,1981-09-22T06:00:00Z,Tropical depression,NA,12.8,-36,30,1981,NATL,27.159999392926693
AL181981,IRENE,48,1981-09-22T12:00:00Z,Tropical depression,NA,12.6,-37.2,30,1981,NATL,27.289999390020967
AL181981,IRENE,48,1981-09-22T18:00:00Z,Tropical depression,NA,12.5,-38.4,30,1981,NATL,27.4999993853271
AL181981,IRENE,48,1981-09-23T00:00:00Z,Tropical depression,NA,12.4,-39.6,30,1981,NATL,27.829999377951026
AL181981,IRENE,48,1981-09-23T06:00:00Z,Tropical storm,NA,12.5,-40.8,35,1981,NATL,27.599999383091927
AL181981,IRENE,48,1981-09-23T12:00:00Z,Tropical storm,NA,12.7,-42.2,40,1981,NATL,27.829999377951026
AL181981,IRENE,48,1981-09-23T18:00:00Z,Tropical storm,NA,13,-43.8,45,1981,NATL,27.869999377056956
AL181981,IRENE,48,1981-09-24T00:00:00Z,Tropical storm,NA,13.3,-45.3,45,1981,NATL,28.07999937236309
AL181981,IRENE,48,1981-09-24T06:00:00Z,Tropical storm,NA,13.8,-46.7,50,1981,NATL,28.089999372139573
AL181981,IRENE,48,1981-09-24T12:00:00Z,Tropical storm,NA,14.3,-47.8,55,1981,NATL,27.84999937750399
AL181981,IRENE,48,1981-09-24T18:00:00Z,Tropical storm,NA,15,-48.9,60,1981,NATL,27.409999387338758
AL181981,IRENE,48,1981-09-25T00:00:00Z,Hurricane,NA,15.6,-50.1,65,1981,NATL,28.019999373704195
AL181981,IRENE,48,1981-09-25T06:00:00Z,Hurricane,NA,16.6,-51.2,70,1981,NATL,27.269999390468
AL181981,IRENE,48,1981-09-25T12:00:00Z,Hurricane,NA,17.4,-52,80,1981,NATL,27.039999395608902
AL181981,IRENE,48,1981-09-25T18:00:00Z,Hurricane,NA,18.2,-52.8,90,1981,NATL,26.60999940522015
AL181981,IRENE,48,1981-09-26T00:00:00Z,Hurricane,NA,19.1,-53.5,85,1981,NATL,26.64999940432608
AL181981,IRENE,48,1981-09-26T06:00:00Z,Hurricane,NA,19.7,-54.3,80,1981,NATL,27.29999938979745
AL181981,IRENE,48,1981-09-26T12:00:00Z,Hurricane,NA,20.3,-55.1,80,1981,NATL,27.859999377280474
AL181981,IRENE,48,1981-09-26T18:00:00Z,Hurricane,NA,21,-55.7,85,1981,NATL,27.929999375715852
AL181981,IRENE,48,1981-09-27T00:00:00Z,Hurricane,NA,21.8,-56.4,95,1981,NATL,26.91999939829111
AL181981,IRENE,48,1981-09-27T06:00:00Z,Hurricane,NA,22.4,-56.8,90,1981,NATL,27.30999938957393
AL181981,IRENE,48,1981-09-27T12:00:00Z,Hurricane,NA,23,-57.2,90,1981,NATL,27.449999386444688
AL181981,IRENE,48,1981-09-27T18:00:00Z,Hurricane,NA,23.8,-57.2,95,1981,NATL,27.88999937660992
AL181981,IRENE,48,1981-09-28T00:00:00Z,Hurricane,NA,24.7,-56.9,100,1981,NATL,27.709999380633235
AL181981,IRENE,48,1981-09-28T06:00:00Z,Hurricane,NA,25.8,-56.8,105,1981,NATL,28.26999936811626
AL181981,IRENE,48,1981-09-28T12:00:00Z,Hurricane,NA,27,-56.7,105,1981,NATL,27.7299993801862
AL181981,IRENE,48,1981-09-28T18:00:00Z,Hurricane,NA,28.4,-56.2,105,1981,NATL,27.91999937593937
AL181981,IRENE,48,1981-09-29T00:00:00Z,Hurricane,NA,29.8,-55.3,100,1981,NATL,25.769999423995614
AL181981,IRENE,48,1981-09-29T06:00:00Z,Hurricane,NA,31.3,-54,100,1981,NATL,25.969999419525266
AL181981,IRENE,48,1981-09-29T12:00:00Z,Hurricane,NA,32.6,-52.6,95,1981,NATL,24.97999944165349
AL181981,IRENE,48,1981-09-29T18:00:00Z,Hurricane,NA,34.1,-50.4,90,1981,NATL,24.1699994597584
AL181981,IRENE,48,1981-09-30T00:00:00Z,Hurricane,NA,35.9,-47.5,85,1981,NATL,23.00999948568642
AL181981,IRENE,48,1981-09-30T06:00:00Z,Hurricane,NA,37.5,-45.1,80,1981,NATL,23.029999485239387
AL181981,IRENE,48,1981-09-30T12:00:00Z,Hurricane,NA,38.9,-42.4,75,1981,NATL,21.71999951452017
AL181981,IRENE,48,1981-09-30T18:00:00Z,Hurricane,NA,40,-39.5,70,1981,NATL,21.659999515861273
AL181981,IRENE,48,1981-10-01T00:00:00Z,Hurricane,NA,41.3,-36.1,65,1981,NATL,20.469999542459846
AL181981,IRENE,48,1981-10-01T06:00:00Z,Tropical storm,NA,42.5,-33.7,60,1981,NATL,20.039999552071095
AL181981,IRENE,48,1981-10-01T12:00:00Z,Tropical storm,NA,43.7,-32,60,1981,NATL,18.23999959230423
AL181981,IRENE,48,1981-10-01T18:00:00Z,Tropical storm,NA,44.8,-30.3,55,1981,NATL,17.979999598115683
AL181981,IRENE,48,1981-10-02T00:00:00Z,Tropical storm,NA,45.1,-28.5,50,1981,NATL,17.65999960526824
AL181981,IRENE,48,1981-10-02T06:00:00Z,Extratropical cyclone,NA,45.4,-25,45,1981,NATL,16.76999962516129
AL181981,IRENE,48,1981-10-02T12:00:00Z,Extratropical cyclone,NA,45.2,-21,45,1981,NATL,17.649999605491757
AL181981,IRENE,48,1981-10-02T18:00:00Z,Extratropical cyclone,NA,44.5,-17,45,1981,NATL,17.359999611973763
AL181981,IRENE,48,1981-10-03T00:00:00Z,Extratropical cyclone,NA,43.6,-11.5,45,1981,NATL,17.26999961398542
AL181981,IRENE,48,1981-10-03T06:00:00Z,Extratropical cyclone,NA,45,-4,45,1981,NATL,17.999999597668648
AL191981,UNNAMED,36,1981-09-26T00:00:00Z,Tropical depression,NA,8,-38,20,1981,NATL,27.709999380633235
AL191981,UNNAMED,36,1981-09-26T06:00:00Z,Tropical depression,NA,8.2,-39,20,1981,NATL,28.829999355599284
AL191981,UNNAMED,36,1981-09-26T12:00:00Z,Tropical depression,NA,8.7,-40,25,1981,NATL,28.559999361634254
AL191981,UNNAMED,36,1981-09-26T18:00:00Z,Tropical depression,NA,8.9,-41,25,1981,NATL,28.139999371021986
AL191981,UNNAMED,36,1981-09-27T00:00:00Z,Tropical depression,NA,9,-42,30,1981,NATL,28.50999936275184
AL191981,UNNAMED,36,1981-09-27T06:00:00Z,Tropical depression,NA,9.3,-43,30,1981,NATL,28.599999360740185
AL191981,UNNAMED,36,1981-09-27T12:00:00Z,Tropical depression,NA,9.6,-44,30,1981,NATL,28.72999935783446
AL191981,UNNAMED,36,1981-09-27T18:00:00Z,Tropical depression,NA,10,-45,30,1981,NATL,28.399999365210533
AL191981,UNNAMED,36,1981-09-28T00:00:00Z,Tropical depression,NA,10.2,-46,30,1981,NATL,28.049999373033643
AL191981,UNNAMED,36,1981-09-28T06:00:00Z,Tropical depression,NA,10.7,-47,30,1981,NATL,27.99999937415123
AL191981,UNNAMED,36,1981-09-28T12:00:00Z,Tropical depression,NA,11,-48,30,1981,NATL,27.939999375492334
AL191981,UNNAMED,36,1981-09-28T18:00:00Z,Tropical depression,NA,11.3,-49,30,1981,NATL,28.089999372139573
