storm.id,storm.name,n.obs,storm.duration,storm.pdi,max.wind,mean.wind,mean.sq.wind,storm.year,basin,sst,sst.norm,sst.class,first.lat,last.lat,first.long,last.long,distance
AL061993,DENNIS,21,453600,3240054049.844444,45,35.714285714285715,1340.4761904761904,1993,NATL,27.450025110529207,0.9934709538480141,low,13.6,22.2,-30.8,-44.5,1873762.9968430703
AL071993,FLOYD,23,496800,13800556970.644444,70,56.08695652173913,3319.5652173913045,1993,NATL,27.450025110529207,0.9934709538480141,low,24.7,48,-67.5,-5,6559908.489619583
AL081993,GERT,29,626400,7751647350.699999,85,37.758620689655174,1690.5172413793102,1993,NATL,27.450025110529207,0.9934709538480141,low,10.6,20.8,-80.7,-104.7,3032143.6997823743
AL091993,HARVEY,13,280800,3637433040.981481,65,41.92307692307692,1921.1538461538462,1993,NATL,27.450025110529207,0.9934709538480141,low,26.7,46,-61.8,-42,2815408.6090808325
AL101993,UNNAMED,5,108e3,397011387.9999999,30,30,900,1993,NATL,27.450025110529207,0.9934709538480141,low,30,39.6,-63.2,-62.2,1113719.0448190575
AL011994,ALBERTO,31,669600,2852232740.27037,55,26.29032258064516,842.741935483871,1994,NATL,27.273004523476402,0.9870642270504263,low,21.7,33,-83.6,-87,1965491.074589792
AL021994,UNNAMED,5,108e3,204754947.3296296,30,23,555,1994,NATL,27.273004523476402,0.9870642270504263,low,32.2,35.2,-78.9,-81,393819.0175029925
AL031994,BERYL,19,410400,1552388047.7074072,50,25,764.4736842105264,1994,NATL,27.273004523476402,0.9870642270504263,low,28.7,42,-87.2,-72,2190763.5485159005
AL041994,CHRIS,30,648e3,12692601115.614813,70,48.666666666666664,2558.3333333333335,1994,NATL,27.273004523476402,0.9870642270504263,low,11.3,44.7,-39.4,-52,5352321.795374237
AL051994,UNNAMED,9,194400,714620498.3999999,30,30,900,1994,NATL,27.273004523476402,0.9870642270504263,low,20.5,23,-93,-99,700147.848799949
AL061994,DEBBY,7,151200,2253039626.8999996,60,45,2167.8571428571427,1994,NATL,27.273004523476402,0.9870642270504263,low,13.1,15.5,-56.8,-66.7,1101553.7293050818
AL071994,ERNESTO,18,388800,2516978679.292592,50,33.611111111111114,1220.8333333333333,1994,NATL,27.273004523476402,0.9870642270504263,low,10.1,16.8,-29.9,-33.2,991973.2652136299
AL081994,UNNAMED,10,216e3,660215234.1185184,30,28,790,1994,NATL,27.273004523476402,0.9870642270504263,low,16,16.5,-84.5,-89.5,548016.0206023577
